,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-2047000.0,1713000.0,37236000.0,1033000.0
Change To Liabilities,5621000.0,2327000.0,2650000.0,14242000.0
Total Cashflows From Investing Activities,-368383000.0,-316532000.0,-192247000.0,-837922000.0
Net Borrowings,911770000.0,94872000.0,-57620000.0,394876000.0
Total Cash From Financing Activities,661736000.0,-100105000.0,-241309000.0,369445000.0
Change To Operating Activities,-5059000.0,-10368000.0,24220000.0,-3487000.0
Issuance Of Stock,99177000.0,143027000.0,130918000.0,118583000.0
Net Income,131706000.0,353866000.0,241907000.0,289914000.0
Change In Cash,663282000.0,45282000.0,83132000.0,-9649000.0
Repurchase Of Stock,-4052000.0,-4626000.0,-958000.0,-4229000.0
Total Cash From Operating Activities,369929000.0,461919000.0,516688000.0,458828000.0
Depreciation,250984000.0,233677000.0,237731000.0,211820000.0
Other Cashflows From Investing Activities,-28004000.0,-25459000.0,-25430000.0,-16656000.0
Dividends Paid,-324596000.0,-313649000.0,-301194000.0,-282995000.0
Change To Account Receivables,-6032000.0,-16128000.0,917000.0,2059000.0
Other Cashflows From Financing Activities,-20563000.0,-19729000.0,-12455000.0,-1781000.0
Change To Netincome,-7291000.0,-101455000.0,9263000.0,-55720000.0
Capital Expenditures,-68064000.0,-82836000.0,-66138000.0,-76952000.0
