Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,124.05999755859376,125.16000366210938,123.58000183105467,124.20999908447266,107.17092895507812,325500,FRT,0.9702921768665836,1.042664013119284,0.9515701737325576,1.0206479989635429,-0.0503558220969592,-0.0475963756031621,-0.1377230252586453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,124.5,124.6500015258789,123.48999786376952,124.02999877929688,107.01560974121094,304000,FRT,0.9812143226335396,1.042715240522573,0.9418904593009784,1.012478214064533,-0.0312638914309933,-0.0459923152388266,-0.1472404191759554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,124.11000061035156,124.63999938964844,123.33999633789062,124.61000061035156,107.51604461669922,253400,FRT,1.0280074789550608,1.0503944588916123,0.9394635796190882,1.0113391723313174,0.0166683066237434,-0.0395689161132897,-0.1423370626014839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,124.66999816894533,125.18000030517578,123.91000366210938,125.12999725341795,107.96470642089844,192200,FRT,1.0114282584807597,1.0100371347911654,0.9397826325068988,1.0126829906128405,-0.0012547321320808,-0.0784465522304009,-0.1501767340897652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,125.43000030517578,126.77999877929688,125.1999969482422,126.08999633789062,108.7930145263672,234000,FRT,1.006582598618009,0.9895621358010024,0.939074882126,1.0121464877707815,-0.0055638891527725,-0.0932383398821102,-0.1588468666452591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,125.29000091552734,125.79000091552734,124.18000030517578,125.68000030517578,108.43926239013672,296100,FRT,1.0233130807787691,0.9877396962897772,0.939065812136772,1.0081446760609294,0.0151684047178397,-0.1072035265372589,-0.1615072542989916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,125.8000030517578,126.41999816894533,125.47000122070312,126.11000061035156,108.81028747558594,221700,FRT,1.021885597667982,0.9811758982727646,0.9157185866592734,1.0143616235707735,0.0075239740972083,-0.1225395266798879,-0.1827635595174235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,126.41999816894533,127.02999877929688,126.0500030517578,126.75,109.36248779296876,276100,FRT,1.0370020007869205,0.9701805312549704,0.8915324437226355,1.008797349947511,0.0282046508394095,-0.1226701448889752,-0.19776486897132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,126.80999755859376,127.94000244140624,126.80999755859376,127.81999969482422,110.28572082519533,209500,FRT,1.0327802055568276,0.9679707264497552,0.8866928345659777,1.0091988628593096,0.0235813426975179,-0.1332614812929511,-0.2014042156270159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,127.69000244140624,128.6300048828125,126.83999633789062,128.50999450683594,110.88105010986328,447300,FRT,1.0185200972573452,0.9568935034545596,0.882643780351206,1.0112728774332036,0.0072472198241415,-0.141791422368793,-0.1933913206139234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,128.89999389648438,130.72000122070312,127.87999725341795,129.67999267578125,111.89054870605467,598200,FRT,1.0164250396741572,0.952610980246586,0.8789119632601692,1.0098252549340063,0.0065997847401506,-0.155638518140689,-0.1979786405834478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,129.1999969482422,130.14999389648438,128.47999572753906,128.80999755859375,111.13988494873048,420000,FRT,1.021582271064554,0.9728118274546866,0.8982599896329643,1.0047827275420922,0.0167995435224617,-0.142249937687021,-0.1873340077272421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,128.61000061035156,129.8000030517578,128.32000732421875,129.6300048828125,111.8474349975586,319600,FRT,1.0175111750853527,0.9695335635232772,0.9124107686547408,1.016827126331923,0.0006840487534296,-0.151462206646039,-0.1745275176600594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,129.69000244140625,130.1999969482422,127.20999908447266,128.52999877929688,110.8983154296875,529400,FRT,1.030887615453962,0.9659160393360772,0.9159502448598152,1.016900814218988,0.0139868012349739,-0.1506676847612292,-0.16004509956484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,128.6999969482422,128.97999572753906,126.95999908447266,127.2300033569336,109.77664184570312,285700,FRT,1.031517632933305,0.9753104601100702,0.9380087519018472,1.0195478153138224,0.0119698176194824,-0.1412404422291313,-0.1398247894159769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,127.2300033569336,127.2300033569336,125.33999633789062,125.8000030517578,108.54280853271484,311300,FRT,1.0461049799735334,0.9801498890519054,0.9331616541398304,1.0187296628598663,0.027375317113667,-0.1367756367256392,-0.1323123550846336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,126.38999938964844,126.6500015258789,125.1500015258789,126.61000061035156,109.24169921875,251500,FRT,1.0405970501995738,0.9639319069669732,0.9422006228573216,1.0231439317955078,0.017453118404066,-0.1503062459977089,-0.1262565290082669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
