Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,43.33000183105469,43.75,43.15700149536133,43.5099983215332,43.5099983215332,770300,GDDY,1.0733165379100351,1.1618019119077565,1.408871560602268,1.0206479989635429,0.0526685389464922,0.0715415231853104,0.319578361611065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,43.540000915527344,43.97499847412109,43.25,43.43999862670898,43.43999862670898,1259200,GDDY,1.0780387502650928,1.1751841816512532,1.4235727925314832,1.012478214064533,0.0655605362005598,0.0864766258898535,0.3344419140545493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,43.459999084472656,43.869998931884766,43.43000030517578,43.630001068115234,43.630001068115234,783200,GDDY,1.0708228300926186,1.1707540816079398,1.4111849229318385,1.0113391723313174,0.0594836577613011,0.0807907066030377,0.3293842807112663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,43.63999938964844,43.63999938964844,43.119998931884766,43.40999984741211,43.40999984741211,885900,GDDY,1.0794747932519315,1.1794517609516126,1.4312370717923215,1.0126829906128405,0.066791802639091,0.0909680739300462,0.3412777051956575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,43.59999847412109,43.68999862670898,43.27999877929688,43.61000061035156,43.61000061035156,1732300,GDDY,1.0827791919244931,1.1676220466930836,1.4730565687843875,1.0121464877707815,0.0706327041537115,0.0848215710099709,0.3751348200131283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,43.63999938964844,44.33000183105469,43.5099983215332,44.220001220703125,44.220001220703125,816900,GDDY,1.0992763290018432,1.1601084988899248,1.4658525080382967,1.0081446760609294,0.0911316529409138,0.0651652760628886,0.3652794416025331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,44.290000915527344,44.400001525878906,43.90999984741211,44.09999847412109,44.09999847412109,590800,GDDY,1.0888889369450416,1.166213199199,1.470975169866486,1.0143616235707735,0.0745273133742681,0.0624977742463472,0.372493023689789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,44.31999969482422,44.33000183105469,43.400001525878906,43.77999877929688,43.77999877929688,1017500,GDDY,1.0959342366388,1.14504345513644,1.4566012388268923,1.008797349947511,0.0871368866912891,0.0521927789924943,0.3673039261329367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,43.79999923706055,43.9900016784668,43.459999084472656,43.91999816894531,43.91999816894531,944900,GDDY,1.0963115558580443,1.164162185786882,1.4499089927149007,1.0091988628593096,0.0871126929987347,0.0629299780441756,0.361811942521907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,43.84000015258789,44.41999816894531,43.65999984741211,44.130001068115234,44.130001068115234,808200,GDDY,1.10061179513356,1.160888246142622,1.4174030755293616,1.0112728774332036,0.0893389177003562,0.0622033203192693,0.3413679745642322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
