,Unnamed: 0,2021-07-04,2021-04-04,2021-01-03,2020-09-27
0,Intangible Assets,1217275000.0,1219089000.0,1224960000.0,1229343000.0
1,Capital Surplus,2907274000.0,2901460000.0,2899276000.0,2896767000.0
2,Total Liab,4596518000.0,4436005000.0,4490410000.0,4441489000.0
3,Total Stockholder Equity,570356000.0,520665000.0,549596000.0,521535000.0
4,Other Current Liab,118922000.0,148396000.0,251568000.0,142777000.0
5,Total Assets,5166874000.0,4956670000.0,5040006000.0,4963024000.0
6,Common Stock,47042000.0,47042000.0,47042000.0,47042000.0
7,Other Current Assets,79500000.0,139224000.0,178586000.0,102130000.0
8,Retained Earnings,303475000.0,259879000.0,238674000.0,215635000.0
9,Other Liab,489929000.0,481964000.0,487538000.0,487251000.0
10,Good Will,752552000.0,751957000.0,751049000.0,749670000.0
11,Treasury Stock,-2687435000.0,-2687716000.0,-2635396000.0,-2637909000.0
12,Other Assets,433537000.0,394101000.0,388278000.0,375080000.0
13,Cash,568139000.0,316488000.0,306989000.0,313187000.0
14,Total Current Liabilities,372786000.0,396519000.0,413308000.0,360250000.0
15,Short Long Term Debt,32750000.0,31250000.0,28962000.0,35358000.0
16,Other Stockholder Equity,-44074000.0,-47421000.0,-49641000.0,-58966000.0
17,Property Plant Equipment,1880308000.0,1906283000.0,1943522000.0,1957773000.0
18,Total Current Assets,839526000.0,641497000.0,687623000.0,607736000.0
19,Long Term Investments,43676000.0,43743000.0,44574000.0,43422000.0
20,Net Tangible Assets,-1399471000.0,-1450381000.0,-1426413000.0,-1457478000.0
21,Net Receivables,165725000.0,156033000.0,173143000.0,155807000.0
22,Long Term Debt,2373610000.0,2205652000.0,2218163000.0,2226243000.0
23,Inventory,4261000.0,4733000.0,4732000.0,4604000.0
24,Accounts Payable,32430000.0,29325000.0,31063000.0,18014000.0
0,Change To Liabilities,0.0,0.0,1620000.0,0.0
1,Total Cashflows From Investing Activities,37037000.0,-5085000.0,-27251000.0,-16055000.0
2,Net Borrowings,167562000.0,-14559000.0,-19036000.0,-152831000.0
3,Total Cash From Financing Activities,120591000.0,-91662000.0,-42579000.0,-163593000.0
4,Change To Operating Activities,-14151000.0,615000.0,19032000.0,96341000.0
5,Issuance Of Stock,24961000.0,972000.0,7821000.0,3675000.0
6,Net Income,65724000.0,41366000.0,38734000.0,39753000.0
7,Change In Cash,232009000.0,-10094000.0,11817000.0,-3034000.0
8,Repurchase Of Stock,-28936000.0,-57919000.0,-15674000.0,-3235000.0
9,Effect Of Exchange Rate,1460000.0,823000.0,3045000.0,1417000.0
10,Total Cash From Operating Activities,72921000.0,85830000.0,78602000.0,175197000.0
11,Depreciation,30761000.0,31542000.0,34049000.0,32966000.0
12,Other Cashflows From Investing Activities,214000.0,397000.0,-800000.0,-800000.0
13,Dividends Paid,-22123000.0,-20156000.0,-15690000.0,-11202000.0
14,Other Cashflows From Financing Activities,-20873000.0,-20873000.0,-20873000.0,-20873000.0
15,Change To Netincome,-9413000.0,12307000.0,-3311000.0,6137000.0
16,Capital Expenditures,-13705000.0,-10364000.0,-24093000.0,-15474000.0
17,Change To Inventory,,,-841000.0,-841000.0
18,Change To Account Receivables,,,-16243000.0,-16243000.0
19,Investments,,,,169000.0
