Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings
2018-04-27,18.39999961853028,19.700000762939453,18.059999465942383,19.5,19.5,9194700,SMAR,1.172820555858123,1.0815384693634815,1.2456410725911458,1.0380132315445008,0.1348073243136223,0.0125834824306001,0.2078690856971368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,19.51000022888184,19.51000022888184,18.799999237060547,19.299999237060547,19.299999237060547,640500,SMAR,1.2911917648391236,1.2124352613235736,1.2569948802017008,1.0376551498532594,0.2535366149858642,0.1259458064935035,0.2086669457459278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,19.049999237060547,20.0,19.0,19.850000381469727,19.850000381469727,656200,SMAR,1.3234256903232662,1.1863979236516704,1.2025189108568684,1.0446815749675655,0.2787441153557006,0.099818252826267,0.150684640953183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,19.950000762939453,19.959999084472656,19.39999961853028,19.51000022888184,19.51000022888184,313600,SMAR,1.3603280678714993,1.2557662589737524,1.2716555189586636,1.0548014599130375,0.3055266079584617,0.1588339641630933,0.195204276161133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,19.549999237060547,19.64999961853028,19.059999465942383,19.440000534057617,19.440000534057617,401600,SMAR,1.4891975291986712,1.2860081951233295,1.3235596108734176,1.0605317444062077,0.4286657847924635,0.1831624298539056,0.2478760471233803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,19.46999931335449,19.46999931335449,18.86000061035156,18.8799991607666,18.8799991607666,362700,SMAR,1.5227754914175875,1.2886653074786556,1.3543432643768178,1.056267554793551,0.4665079366240365,0.2010142839908533,0.3033465284528338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,18.88999938964844,19.84000015258789,18.799999237060547,19.600000381469727,19.600000381469727,187700,SMAR,1.4515306229196154,1.337755040971502,1.2755101792567085,1.0491433491707594,0.4023872737488561,0.2542345841742155,0.250171000463534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,19.790000915527344,20.979999542236328,19.25,20.729999542236328,20.729999542236328,209600,SMAR,1.3338157370527095,1.2479498992040292,1.2276894030357484,1.0533582377542972,0.2804574992984123,0.1705400072688072,0.2028047483733004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,20.76000022888184,21.698999404907227,20.76000022888184,21.350000381469727,21.350000381469727,434400,SMAR,1.2697892330662954,1.264636979746102,1.22716629015516,1.0460669201720088,0.2237223128942866,0.2018837635730614,0.2175548852304238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,21.6299991607666,21.676000595092773,20.21999931335449,20.75,20.75,276700,SMAR,1.2761445562523532,1.2978313400084711,1.3002409417945218,1.042896340423364,0.2332482158289892,0.2343239302660622,0.287145939535204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-11,20.90999984741211,20.90999984741211,20.239999771118164,20.51000022888184,20.51000022888184,83400,SMAR,1.321794261717058,1.2462213154902464,1.304241818697354,1.0355751904583157,0.2862190712587422,0.1940753657889451,0.2912328497110377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
