,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Intangible Assets,54139000.0,15155000.0,1827000.0,1547000.0
Capital Surplus,898366000.0,770518000.0,327510000.0,25892000.0
Total Liab,384860000.0,283654000.0,141752000.0,83386000.0
Total Stockholder Equity,526929000.0,514060000.0,166992000.0,-80741000.0
Deferred Long Term Liab,62529000.0,48255000.0,29014000.0,15291000.0
Other Current Liab,222689000.0,158972000.0,95766000.0,57102000.0
Total Assets,911789000.0,797714000.0,308744000.0,116604000.0
Other Current Assets,130000.0,,,
Retained Earnings,-371437000.0,-256458000.0,-160518000.0,-106633000.0
Other Liab,5212000.0,837000.0,3295000.0,783000.0
Good Will,125605000.0,16497000.0,5496000.0,445000.0
Other Assets,63979000.0,50529000.0,31701000.0,19719000.0
Cash,442200000.0,515924000.0,213085000.0,58158000.0
Total Current Liabilities,307723000.0,233240000.0,136293000.0,78890000.0
Property Plant Equipment,109694000.0,84571000.0,22540000.0,17237000.0
Total Current Assets,558372000.0,630962000.0,247180000.0,77656000.0
Net Tangible Assets,347185000.0,482408000.0,159669000.0,-82733000.0
Net Receivables,102648000.0,56863000.0,30173000.0,14870000.0
Accounts Payable,2851000.0,7720000.0,4658000.0,2641000.0
Short Term Investments,,50532000.0,,
