Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-05-11,20.90999984741211,20.90999984741211,20.239999771118164,20.51000022888184,20.51000022888184,83400,SMAR,1.321794261717058,1.2462213154902464,1.304241818697354,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-14,20.790000915527344,20.88999938964844,20.299999237060547,20.739999771118164,20.739999771118164,73500,SMAR,1.3707811291669567,1.2536162144132104,1.0853423566681288,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-15,20.739999771118164,20.809999465942383,20.43000030517578,20.600000381469727,20.600000381469727,66000,SMAR,1.4626212913990708,1.2237863406619036,1.049029136416442,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-16,20.65999984741211,20.729999542236328,19.89999961853028,20.0,20.0,108600,SMAR,1.610499954223633,1.324499988555908,1.14399995803833,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-17,20.01000022888184,20.280000686645508,19.1200008392334,19.459999084472656,19.459999084472656,82000,SMAR,1.4856115728432748,1.4414183225446269,1.1844810031595732,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-18,19.43000030517578,19.959999084472656,19.21999931335449,19.88999938964844,19.88999938964844,170900,SMAR,1.3609854462294524,1.4424334547234352,1.2312720222537437,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-21,20.270000457763672,20.270000457763672,19.46999931335449,20.030000686645508,20.030000686645508,110200,SMAR,1.3240139564970264,1.4453319905396274,1.2216674225912152,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-22,20.280000686645508,20.76000022888184,20.239999771118164,20.25,20.25,328900,SMAR,1.200493800787278,1.4533333484037425,1.28345677882065,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-23,20.450000762939453,20.450000762939453,20.15999984741211,20.26000022888184,20.26000022888184,159900,SMAR,1.328726543542575,1.4768015665489085,1.2917077877909915,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-24,20.299999237060547,22.6299991607666,20.26000022888184,22.229999542236328,22.229999542236328,496300,SMAR,1.2019793011055755,1.3166892065000522,1.2100764809923226,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-25,22.350000381469727,23.65900039672852,22.32999992370605,22.530000686645508,22.530000686645508,266800,SMAR,1.111407019635362,1.313359931237248,1.201065186029133,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-29,22.65999984741211,23.3700008392334,22.600000381469727,22.780000686645508,22.780000686645508,344300,SMAR,1.0715539557346092,1.2949955711500047,1.1562774081929412,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-30,23.100000381469727,23.790000915527344,22.559999465942383,22.8700008392334,22.8700008392334,358400,SMAR,1.1355486821322305,1.2999562068766797,1.1386095303877657,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-05-31,23.06999969482422,25.374000549316406,23.06999969482422,24.920000076293945,24.920000076293945,457200,SMAR,0.9775281113873228,1.2720706527242442,0.9755216449243976,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-01,25.09000015258789,26.93000030517578,25.040000915527344,26.270000457763672,26.270000457763672,436800,SMAR,0.9630757059839922,1.105824085681555,0.9432813191795046,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-04,26.8799991607666,28.66200065612793,26.41399955749512,26.540000915527344,26.540000915527344,919800,SMAR,0.9272795690053413,1.0256216418375972,0.9042953719703414,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-05,30.14999961853028,32.790000915527344,27.950000762939453,28.950000762939453,28.950000762939453,2857800,SMAR,0.8303972463552513,0.9903281285227477,0.8462866789062005,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-06,29.15999984741211,29.39999961853028,28.11000061035156,28.75,28.75,547600,SMAR,0.8125217603600542,0.9972173939580504,0.8347826086956521,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-07,28.8799991607666,29.15800094604492,28.34000015258789,28.450000762939453,28.450000762939453,447500,SMAR,0.8101932730731858,1.0270649746842213,0.8706502563623987,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-08,28.32999992370605,28.690000534057617,27.540000915527344,27.64999961853028,27.64999961853028,508200,SMAR,0.8546111930117504,1.0329113873405715,0.8303797251803754,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-11,27.799999237060547,27.98600006103516,26.57999992370605,27.11000061035156,27.11000061035156,434300,SMAR,0.9273330440298514,1.101807457275673,0.8450755931987792,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-12,27.14999961853028,28.26000022888184,26.270000457763672,26.479999542236328,26.479999542236328,392000,SMAR,0.944108777650253,1.1283987793544776,0.881419960576659,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-13,26.63999938964844,27.5,26.600000381469727,27.11000061035156,27.11000061035156,356800,SMAR,0.8760604745590234,1.0715602575814118,0.8649944756543241,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-14,27.61000061035156,29.40999984741211,27.61000061035156,28.43000030517578,28.43000030517578,662200,SMAR,0.8177980918194804,1.1167780393663873,0.7966936115159579,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-15,28.309999465942383,30.13999938964844,27.625,30.1299991607666,30.1299991607666,1181500,SMAR,0.8128111667194305,1.057086002940976,0.7789578482270804,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-18,30.11000061035156,32.4900016784668,29.64999961853028,32.209999084472656,32.209999084472656,711000,SMAR,0.737659140149921,0.9894443261439532,0.7730518573821916,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-19,31.799999237060547,31.799999237060547,27.059999465942383,28.90999984741211,28.90999984741211,870900,SMAR,0.7872708526118934,1.0944309774003929,0.8609477523700672,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-20,29.1200008392334,29.39200019836425,26.51000022888184,27.06999969482422,27.06999969482422,578100,SMAR,0.8681196994802034,1.128925002233578,0.9157739636128326,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-21,27.200000762939453,28.030000686645508,25.799999237060547,26.520000457763672,26.520000457763672,434900,SMAR,0.8634992165630356,1.126696781485888,0.9374057383575138,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-22,26.56999969482422,26.93899917602539,24.0,24.309999465942383,24.309999465942383,593100,SMAR,0.9374743486710267,1.2398190066550072,0.9958864506924476,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-25,23.89999961853028,26.93000030517578,23.1299991607666,26.920000076293945,26.920000076293945,660800,SMAR,0.8517830698436066,1.1407874813312584,0.8384100902993539,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-26,27.1299991607666,28.18000030517578,26.440000534057617,26.71999931335449,26.71999931335449,357000,SMAR,0.8203593053738765,1.1699102182707874,0.883982090052984,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-27,26.57999992370605,27.165000915527344,24.959999084472656,25.040000915527344,25.040000915527344,315900,SMAR,0.8290734612556875,1.2108625633484995,0.9888178643607048,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
2018-06-28,24.979999542236328,25.0,23.70499992370605,24.40999984741211,24.40999984741211,349600,SMAR,0.8807865683898961,1.1155264118169663,1.0409668171344135,1547000.0,25892000.0,83386000.0,-80741000.0,15291000.0,57102000.0,116604000.0,,-106633000.0,783000.0,445000.0,19719000.0,58158000.0,78890000.0,17237000.0,77656000.0,-82733000.0,14870000.0,2641000.0,,10135000.0,25273000.0,-809000.0,-2326000.0,51436000.0,-8645000.0,2164000.0,-49106000.0,37046000.0,-380000.0,-36000.0,-13581000.0,4076000.0,-9455000.0,-829000.0,19287000.0,-6006000.0
