Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,56.04999923706055,56.25,55.7400016784668,56.02000045776367,53.28711318969727,423000,BWXT,1.0696181667027824,1.0919703252160853,1.18074626794084,1.0206479989635429,0.0489701677392395,0.0017099364936392,0.0914530689496371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,56.43000030517578,57.459999084472656,56.220001220703125,57.290000915527344,54.495155334472656,681900,BWXT,1.0535871912218042,1.074408679858806,1.156850566354403,1.012478214064533,0.0411089771572712,-0.0142988759025937,0.0677196878774692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,57.43000030517578,57.70000076293945,56.95000076293945,57.040000915527344,54.257362365722656,501400,BWXT,1.075560902359673,1.0886019516506855,1.1721331184549908,1.0113391723313174,0.0642217300283556,-0.0013614233542165,0.0903324762344186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,57.0099983215332,57.369998931884766,56.58000183105469,56.880001068115234,54.10516357421875,747100,BWXT,1.0729605796771198,1.0809200566523662,1.1923811479154705,1.0126829906128405,0.0602775890642792,-0.0075636303692001,0.1024217813188064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,57.13999938964844,59.06999969482422,57.13999938964844,59.02999877929688,56.150272369384766,1009900,BWXT,1.0338811411317683,1.039174746731486,1.1799173026559335,1.0121464877707815,0.0217346533609867,-0.0436257289516266,0.0819955538846743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,58.810001373291016,59.40999984741211,58.68000030517578,59.40999984741211,56.5117416381836,1089200,BWXT,1.0106042750563748,1.0493910780551703,1.182175308119621,1.0081446760609294,0.0024595989954454,-0.0455521447718658,0.0816022416838573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,59.59999847412109,59.79999923706055,59.0099983215332,59.33000183105469,56.43564987182617,371000,BWXT,1.020225875334006,1.0619503487398192,1.195280442079354,1.0143616235707735,0.0058642517632325,-0.0417650762128334,0.0967982959026569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,59.470001220703125,59.560001373291016,58.63999938964844,59.040000915527344,56.159793853759766,829400,BWXT,1.019478190155885,1.0461254699019893,1.2067650263521423,1.008797349947511,0.010680840208374,-0.0467252062419563,0.1174677136581867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,59.0,59.02000045776367,58.52999877929688,58.970001220703125,56.093204498291016,553900,BWXT,1.0259453961601,1.0677542387203045,1.2054724483265222,1.0091988628593096,0.0167465333007903,-0.0334779690224018,0.1173753981335286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,58.86000061035156,59.20000076293945,58.86000061035156,58.959999084472656,56.08369064331055,296800,BWXT,1.0274763921623469,1.0766011270709168,1.1802963174473573,1.0112728774332036,0.0162035147291432,-0.0220837987524358,0.1042612164822278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,59.16999816894531,59.54999923706055,58.970001220703125,59.18999862670898,56.302467346191406,465700,BWXT,1.0278764910713571,1.0825729906607024,1.168922704882612,1.0098252549340063,0.0180512361373506,-0.0256765077265725,0.092032101038995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
