,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,208473000.0,229595000.0,234748000.0,240858000.0
1,Capital Surplus,1433717000.0,1421445000.0,1402537000.0,1391837000.0
2,Total Liab,5158883000.0,5047111000.0,4641881000.0,4498305000.0
3,Total Stockholder Equity,-367807000.0,-481582000.0,-443234000.0,-386586000.0
4,Deferred Long Term Liab,1800000.0,1900000.0,1300000.0,1400000.0
5,Other Current Liab,694476000.0,697818000.0,702065000.0,553526000.0
6,Total Assets,4791076000.0,4565529000.0,4198647000.0,4111719000.0
7,Common Stock,1331000.0,1331000.0,1328000.0,1328000.0
8,Other Current Assets,58138000.0,14157000.0,20597000.0,63960000.0
9,Retained Earnings,2785727000.0,2685167000.0,2554295000.0,2463108000.0
10,Other Liab,99304000.0,103019000.0,100993000.0,144856000.0
11,Good Will,1566612000.0,1566541000.0,1566022000.0,1562377000.0
12,Treasury Stock,-4588582000.0,-4589525000.0,-4401394000.0,-4242859000.0
13,Other Assets,52494000.0,48437000.0,47605000.0,42494000.0
14,Cash,1972002000.0,1747147000.0,1300521000.0,1302858000.0
15,Total Current Liabilities,950672000.0,1425327000.0,1021769000.0,834854000.0
16,Deferred Long Term Asset Charges,27696000.0,24131000.0,23627000.0,23773000.0
17,Other Stockholder Equity,-59009000.0,-59816000.0,-58859000.0,-65296000.0
18,Property Plant Equipment,217502000.0,226428000.0,233776000.0,232692000.0
19,Total Current Assets,2558543000.0,2306639000.0,1925598000.0,1843092000.0
20,Long Term Investments,187452000.0,187889000.0,190898000.0,190206000.0
21,Net Tangible Assets,-2142892000.0,-2277718000.0,-2244004000.0,-2189821000.0
22,Net Receivables,488570000.0,506849000.0,558569000.0,429804000.0
23,Long Term Debt,3963622000.0,3369469000.0,3366777000.0,3365783000.0
24,Accounts Payable,11253000.0,7259000.0,14253000.0,4718000.0
25,Short Long Term Debt,,496425000.0,,
0,Change To Liabilities,-7188000.0,-10691000.0,150880000.0,-59785000.0
1,Total Cashflows From Investing Activities,-11961000.0,-10360000.0,-16892000.0,-11725000.0
2,Net Borrowings,81755000.0,503750000.0,503750000.0,503750000.0
3,Total Cash From Financing Activities,11316000.0,245542000.0,-229554000.0,-274433000.0
4,Change To Operating Activities,16903000.0,-82183000.0,20886000.0,46958000.0
5,Net Income,165423000.0,196819000.0,156216000.0,182358000.0
6,Change In Cash,224855000.0,446626000.0,-2337000.0,-82119000.0
7,Repurchase Of Stock,-620000.0,-187154000.0,-164953000.0,-208999000.0
8,Effect Of Exchange Rate,443000.0,-4013000.0,8181000.0,4244000.0
9,Total Cash From Operating Activities,225057000.0,215457000.0,235928000.0,199795000.0
10,Depreciation,21397000.0,21639000.0,21647000.0,21771000.0
11,Other Cashflows From Investing Activities,-911000.0,-911000.0,-911000.0,-911000.0
12,Dividends Paid,-64470000.0,-66087000.0,-64601000.0,-65434000.0
13,Change To Account Receivables,18489000.0,50630000.0,-127454000.0,37717000.0
14,Other Cashflows From Financing Activities,-5349000.0,-4967000.0,-4967000.0,-4967000.0
15,Change To Netincome,40794000.0,23415000.0,-40246000.0,17436000.0
16,Capital Expenditures,-1809000.0,-664000.0,-9674000.0,-4555000.0
