,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-190816000.0,-190816000.0,-190816000.0,771000.0
Change To Liabilities,105812000.0,37950000.0,187377000.0,39582000.0
Total Cashflows From Investing Activities,-241791000.0,-71937000.0,34874000.0,-48046000.0
Net Borrowings,262618000.0,486875000.0,500000000.0,500000000.0
Total Cash From Financing Activities,-779038000.0,-36667000.0,-626483000.0,-267543000.0
Change To Operating Activities,-17466000.0,4998000.0,12624000.0,67505000.0
Net Income,601822000.0,563648000.0,507885000.0,303972000.0
Change In Cash,-206046000.0,602391000.0,14674000.0,97668000.0
Repurchase Of Stock,-778519000.0,-292075000.0,-949888000.0,-150461000.0
Effect Of Exchange Rate,3674000.0,1472000.0,-6479000.0,9099000.0
Total Cash From Operating Activities,811109000.0,709523000.0,612762000.0,404158000.0
Depreciation,87903000.0,87261000.0,67427000.0,74587000.0
Dividends Paid,-246444000.0,-222922000.0,-170938000.0,-119717000.0
Change To Account Receivables,-57606000.0,-25923000.0,-153942000.0,-105593000.0
Other Cashflows From Financing Activities,-16693000.0,-11781000.0,-6262000.0,-6262000.0
Change To Netincome,42123000.0,38319000.0,-15573000.0,18378000.0
Capital Expenditures,-21826000.0,-29116000.0,-30257000.0,-33177000.0
Issuance Of Stock,,3236000.0,605000.0,2635000.0
Other Cashflows From Investing Activities,,,34874000.0,34874000.0
