,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,27186000.0,-9301000.0,10275000.0,-23037000.0
Change To Liabilities,201649000.0,140984000.0,-101400000.0,65687000.0
Total Cashflows From Investing Activities,-107947000.0,-224686000.0,-40475000.0,-50242000.0
Net Borrowings,19981000.0,-331826000.0,-172168000.0,-28564000.0
Total Cash From Financing Activities,-295616000.0,-733560000.0,-580273000.0,-1029918000.0
Change To Operating Activities,-103039000.0,-64929000.0,41689000.0,22090000.0
Issuance Of Stock,111000.0,6399000.0,6555000.0,27720000.0
Net Income,1406839000.0,1016700000.0,1022023000.0,447221000.0
Change In Cash,1380779000.0,117756000.0,827532000.0,-417080000.0
Repurchase Of Stock,-185529000.0,-285783000.0,-302476000.0,-916326000.0
Total Cash From Operating Activities,1784342000.0,1076002000.0,1448280000.0,663080000.0
Depreciation,66081000.0,53999000.0,49429000.0,50998000.0
Other Cashflows From Investing Activities,6472000.0,6458000.0,8289000.0,4846000.0
Dividends Paid,-130179000.0,-122350000.0,-104020000.0,-112748000.0
Change To Inventory,2988000.0,-237741000.0,-50362000.0,-569030000.0
Change To Netincome,209824000.0,166989000.0,486901000.0,646114000.0
Capital Expenditures,-58354000.0,-58119000.0,-59039000.0,-32051000.0
Other Cashflows From Financing Activities,,,-8164000.0,-8164000.0
