Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-09-29,41.13999938964844,41.91999816894531,40.93999862670898,41.54999923706055,40.36536407470703,3021200,KNX,0.9975932610174438,1.0882065537164824,1.0424960908329206,1.0206479989635429,-0.023054737946099,-0.0020538350059635,-0.0467971081582823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,41.77000045776367,41.91999816894531,40.93000030517578,41.41999816894531,40.23907470703125,1837200,KNX,0.9920327495119656,1.085093689754079,1.045767939727914,1.012478214064533,-0.0204454645525673,-0.0036138660073206,-0.0433629387490197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,41.540000915527344,41.61000061035156,40.65999984741211,40.93999862670898,39.77275848388672,1955000,KNX,1.012945764464296,1.1034421010934965,1.0516609614825745,1.0113391723313174,0.0016065921329786,0.0134787260885944,-0.0301396807379976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,40.900001525878906,40.900001525878906,39.97999954223633,40.470001220703125,39.31615829467773,2621900,KNX,1.0185321003891237,1.1110605496825063,1.092119289826464,1.0126829906128405,0.0058491097762831,0.0225768626609399,0.0021599232297999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,40.40999984741211,40.40999984741211,39.79999923706055,40.0,38.85954666137695,2495800,KNX,1.0195001431755242,1.111597688655227,1.105954501694694,1.0121464877707815,0.0073536554047426,0.0287972129721143,0.0080327529234347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,40.060001373291016,40.25,39.75,39.81999969482422,38.68468475341797,2467400,KNX,0.9688599440013458,1.1390053089658787,1.1225363520882348,1.0081446760609294,-0.0392847320595836,0.0440620861388425,0.0219632856524711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,39.81999969482422,39.93999862670898,39.11000061035156,39.68000030517578,38.54868316650391,2574200,KNX,0.9805947489368456,1.1357045496692528,1.1186636010824411,1.0143616235707735,-0.0337668746339279,0.0319891247166002,0.0201814549057441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,39.790000915527344,40.209999084472656,39.61000061035156,39.83000183105469,38.69440078735352,2534500,KNX,0.9703740472351516,1.1221250445482107,1.0943115816475664,1.008797349947511,-0.0384233027123592,0.0292743684042651,0.0050142689536107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,39.84000015258789,40.09999847412109,39.77000045776367,40.09000015258789,38.94699096679688,1434800,KNX,0.9573460388727604,1.108602586554773,1.0849635445438264,1.0091988628593096,-0.0518528239865492,0.0073703788120667,-0.0031335056491672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,40.09000015258789,40.959999084472656,40.08000183105469,40.650001525878906,39.49103546142578,2126700,KNX,0.9357932478634295,1.129051524399609,1.0359772835856016,1.0112728774332036,-0.075479629569774,0.0303665985762564,-0.0400578173795278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
