,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1389245000.0,1379459000.0,1420919000.0,1440903000.0
Capital Surplus,4301424000.0,4269043000.0,4242369000.0,4219214000.0
Total Liab,2595962000.0,2613429000.0,2449166000.0,2443072000.0
Total Stockholder Equity,5869848000.0,5666215000.0,5460949000.0,5237732000.0
Minority Interest,2192000.0,2088000.0,1770000.0,2638000.0
Other Current Liab,20206000.0,121312000.0,90789000.0,121453000.0
Total Assets,8468002000.0,8281732000.0,7911885000.0,7683442000.0
Common Stock,1665000.0,1707000.0,1728000.0,1780000.0
Other Current Assets,96227000.0,115714000.0,129399000.0,153912000.0
Retained Earnings,1566759000.0,1395465000.0,1216852000.0,1016738000.0
Other Liab,1039252000.0,983086000.0,964159000.0,911619000.0
Good Will,2922964000.0,2918992000.0,2919176000.0,2887867000.0
Other Assets,30245000.0,33508000.0,31075000.0,26850000.0
Cash,156699000.0,159722000.0,82486000.0,76649000.0
Total Current Liabilities,839708000.0,993038000.0,614563000.0,609550000.0
Short Long Term Debt,213918000.0,364825000.0,421000.0,30000.0
Property Plant Equipment,3105948000.0,3020145000.0,2612837000.0,2384221000.0
Total Current Assets,923363000.0,890028000.0,907232000.0,923207000.0
Long Term Investments,96237000.0,39600000.0,20646000.0,20394000.0
Net Tangible Assets,1557639000.0,1367764000.0,1120854000.0,908962000.0
Net Receivables,598788000.0,552432000.0,628336000.0,634121000.0
Long Term Debt,508907000.0,483762000.0,799196000.0,794771000.0
Accounts Payable,101001000.0,99194000.0,117883000.0,119867000.0
