Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,31.190000534057617,31.3799991607666,30.920000076293945,31.049999237060547,27.968360900878903,5255600,SYF,1.0505633861984702,1.2746764818928338,1.1119448076295144,1.0206479989635429,0.0299153872349273,0.1844160931703877,0.0226516086383115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,31.170000076293945,31.489999771118164,30.920000076293945,31.479999542236328,28.35568046569824,4478600,SYF,1.042884415025067,1.2681147190708697,1.115654661611647,1.012478214064533,0.0304062009605339,0.17940716330947,0.0265237831347131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,31.459999084472656,31.88500022888184,31.420000076293945,31.71999931335449,28.571861267089844,5916600,SYF,1.047288683944415,1.2433187066068068,1.0830539141691615,1.0113391723313174,0.0359495116130976,0.1533553316019047,0.0012532719485893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,31.76000022888184,31.790000915527344,31.26000022888184,31.309999465942383,28.202550888061523,4750400,SYF,1.0622862077554571,1.2653751026544309,1.1101187257710012,1.0126829906128405,0.0496032171426166,0.1768914156328644,0.0201593591743372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,31.31999969482422,31.665000915527344,31.15999984741211,31.65999984741211,28.51781272888184,4838900,SYF,1.039754949772087,1.2583667763610011,1.1010312177061008,1.0121464877707815,0.0276084620013055,0.1755663006778884,0.0031094689348416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,31.459999084472656,31.575000762939453,31.190000534057617,31.309999465942383,28.202550888061523,4695000,SYF,1.0382235290211,1.2756416616265145,1.1236447975109864,1.0081446760609294,0.0300788529601705,0.1806984387994783,0.0230717310752228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,31.46999931335449,31.690000534057617,31.26000022888184,31.440000534057617,28.31964874267578,2616800,SYF,1.0246647752789464,1.2579062332549282,1.1337517878247685,1.0143616235707735,0.0103031517081728,0.1541908083022756,0.0352696416480715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,31.5,31.89999961853028,31.5,31.75,28.598880767822266,4867300,SYF,1.0152930662496122,1.2000645589417136,1.1179182409022246,1.008797349947511,0.0064957163021013,0.107213882797768,0.028620928208269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,31.71999931335449,31.82999992370605,31.3700008392334,31.420000076293945,28.3016357421875,3444200,SYF,1.0253169385413654,1.2168248349126796,1.114576167149025,1.0091988628593096,0.0161180756820558,0.1155926271699732,0.0264791169560314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,31.32999992370605,31.32999992370605,30.479999542236328,30.63999938964844,27.59904861450196,6771800,SYF,1.0684665701441272,1.222884549597957,1.130444130381448,1.0112728774332036,0.0571936927109235,0.1241996237746043,0.0544090294163186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
