,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,10000000.0,20000000.0,30000000.0,-60000000.0
Change To Liabilities,0.0,16900000.0,-11700000.0,-4100000.0
Total Cashflows From Investing Activities,9100000.0,29600000.0,16800000.0,-62800000.0
Net Borrowings,-333100000.0,-27100000.0,-108100000.0,-106100000.0
Total Cash From Financing Activities,-360300000.0,-44900000.0,-132200000.0,-127600000.0
Change To Operating Activities,25900000.0,-37700000.0,37500000.0,22600000.0
Net Income,138300000.0,108400000.0,46800000.0,56600000.0
Change In Cash,-191700000.0,27400000.0,6400000.0,-47500000.0
Repurchase Of Stock,-2000000.0,-2000000.0,-2000000.0,-2000000.0
Effect Of Exchange Rate,3000000.0,-7500000.0,20400000.0,11400000.0
Total Cash From Operating Activities,156500000.0,50200000.0,101400000.0,131500000.0
Depreciation,30100000.0,31600000.0,32200000.0,32400000.0
Other Cashflows From Investing Activities,-500000.0,-500000.0,-500000.0,-500000.0
Dividends Paid,-25200000.0,-25000000.0,-25000000.0,-25000000.0
Change To Netincome,-37800000.0,-35000000.0,-24900000.0,-3400000.0
Capital Expenditures,-9200000.0,-4900000.0,-13500000.0,-7100000.0
Issuance Of Stock,,7200000.0,900000.0,3600000.0
Change To Inventory,,-1600000.0,28700000.0,26300000.0
Change To Account Receivables,,-55100000.0,14900000.0,5700000.0
Other Cashflows From Financing Activities,,,,-100000.0
