,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Investments,908743000.0,-5505000.0,-355714000.0,41723000.0
Change To Liabilities,125320000.0,114325000.0,213083000.0,235688000.0
Total Cashflows From Investing Activities,797190000.0,-707981000.0,-779278000.0,-38505000.0
Net Borrowings,577615000.0,577615000.0,2102774000.0,-1808000.0
Total Cash From Financing Activities,382882000.0,-100234000.0,1813425000.0,-101419000.0
Change To Operating Activities,-205468000.0,-170495000.0,-11551000.0,-67916000.0
Issuance Of Stock,83422000.0,63926000.0,48295000.0,38219000.0
Net Income,-907980000.0,-336668000.0,-275577000.0,-190218000.0
Change In Cash,992411000.0,-1097512000.0,1330218000.0,124601000.0
Repurchase Of Stock,-140776000.0,-164160000.0,-63369000.0,-137830000.0
Effect Of Exchange Rate,3201000.0,-1661000.0,-383000.0,1621000.0
Total Cash From Operating Activities,-190862000.0,-287636000.0,296454000.0,262904000.0
Depreciation,93666000.0,67661000.0,52430000.0,40941000.0
Other Cashflows From Investing Activities,-3461000.0,-3898000.0,-5494000.0,-375000.0
Change To Account Receivables,-153724000.0,-679891000.0,-220940000.0,-150953000.0
Other Cashflows From Financing Activities,-137379000.0,-137379000.0,-274275000.0,-274275000.0
Change To Netincome,616252000.0,532923000.0,433123000.0,348709000.0
Capital Expenditures,-37107000.0,-101119000.0,-23160000.0,-20503000.0
