Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Treasury Stock,Other Stockholder Equity,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Effect Of Exchange Rate,Other Cashflows From Investing Activities
2017-09-29,38.61000061035156,38.959999084472656,38.060001373291016,38.61000061035156,38.173736572265625,2345300,CLR,1.0543899400180834,1.4273502710498314,1.6019164953868366,1.0206479989635429,0.0337419410545405,0.3370898823273853,0.5126232963956336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,37.84000015258789,38.709999084472656,37.61000061035156,38.59000015258789,38.15396118164063,2204200,CLR,1.0816274458519195,1.431458856737445,1.5804612594972598,1.012478214064533,0.0691492317873865,0.3427513009760454,0.491330381020326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,38.43000030517578,38.4900016784668,38.0099983215332,38.290000915527344,37.85734558105469,1832300,CLR,1.0744321184158607,1.4525988112142632,1.6155655196514014,1.0113391723313174,0.0630929460845433,0.3626354362093611,0.5337648774308292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,38.27999877929688,38.5,37.34000015258789,37.470001220703125,37.04661560058594,2321800,CLR,1.1307712220544035,1.480384383622467,1.6493194493812933,1.0126829906128405,0.118088231441563,0.3919006966009006,0.5593600827846292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,37.75,38.06999969482422,37.59999847412109,37.869998931884766,37.44209289550781,2130900,CLR,1.1602853527480792,1.4924744427531935,1.6403487644698744,1.0121464877707815,0.1481388649772976,0.4096739670700808,0.5424270156986153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,37.22999954223633,37.52000045776367,36.34999847412109,36.54999923706055,36.13700866699219,2580400,CLR,1.1926128722382323,1.5958961691526532,1.7348838289472297,1.0081446760609294,0.1844681961773029,0.500952946325617,0.6343107625114661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,36.83000183105469,37.02999877929688,36.58000183105469,37.0,36.58192443847656,1573000,CLR,1.2132432898020509,1.558378378040179,1.7308109340281876,1.0143616235707735,0.1988816662312773,0.4546629530875263,0.6323287878514907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,37.63999938964844,37.95000076293945,36.5099983215332,36.91999816894531,36.50282669067383,1563900,CLR,1.2546046362016834,1.5419827177289325,1.728873465003699,1.008797349947511,0.2458072862541724,0.4491320415849869,0.6395761523097434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,36.84999847412109,37.63999938964844,36.470001220703125,37.63999938964844,37.21469497680664,2054800,CLR,1.2404357329204154,1.5191286366643026,1.7255576766145506,1.0091988628593096,0.2312368700611058,0.4178964289215963,0.637460626421557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,37.18999862670898,37.459999084472656,36.75,37.06999969482422,36.6511344909668,2185000,CLR,1.2363097979522006,1.5012139520965877,1.735635195087363,1.0112728774332036,0.225036920518997,0.402529026273235,0.6596000941222335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
