Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,88.69000244140625,89.3499984741211,87.66999816894531,88.86000061035156,72.68622589111328,6769400,ABBV,1.0227279382907484,1.1261904819384727,1.0687557605234483,1.0206479989635429,0.0020799393272055,0.0359300932160266,-0.0205374384677545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,89.73999786376953,90.41000366210938,88.91000366210938,90.38999938964844,73.93772888183594,6600100,ABBV,1.029813956339206,1.126400889222205,1.0443167519780383,1.012478214064533,0.0173357422746729,0.0376933334608053,-0.0448141264988954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,90.44000244140624,90.63999938964844,89.0199966430664,89.69999694824219,73.37332153320312,4286900,ABBV,1.0217946243746092,1.1168792790574542,1.0490372029745076,1.0113391723313174,0.0104554520432917,0.0269159040525521,-0.0327634392460645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,89.5199966430664,90.44000244140624,89.30999755859375,89.9000015258789,73.53693389892578,3251200,ABBV,1.033970584832932,1.1227951100534692,1.0554798590215024,1.0126829906128405,0.0212875942200914,0.0343114230319028,-0.0344795075751616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,89.69000244140625,90.55999755859376,89.4800033569336,90.18000030517578,73.76596069335938,4382900,ABBV,1.0380184331797235,1.1131677921596517,1.0634521751325832,1.0121464877707815,0.025871945408942,0.030367316476539,-0.0344695736386759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,90.1999969482422,91.33000183105467,89.94999694824219,90.48999786376952,74.01953125,3461800,ABBV,1.045590507744472,1.1126043714378069,1.068075512724946,1.0081446760609294,0.0374458316835426,0.0176611486107707,-0.0324975537108176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,90.56999969482422,91.19000244140624,90.1500015258789,90.77999877929688,74.25675964355469,4331500,ABBV,1.0616619860182623,1.1210043335125863,1.0498761838869115,1.0143616235707735,0.0473003624474888,0.0172889085599337,-0.0486059622897854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,90.70999908447266,91.22000122070312,89.69999694824219,91.16999816894533,74.57575988769531,3560200,ABBV,1.0591088671536195,1.1401263290049897,1.0407772276326233,1.008797349947511,0.0503115172061086,0.047275652861044,-0.0485200850613323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,91.47000122070312,92.61000061035156,90.97000122070312,92.37999725341795,75.5655288696289,6298500,ABBV,1.040222423589218,1.1457227883214995,1.0334677331825606,1.0091988628593096,0.0310235607299083,0.0444905805787931,-0.054629317010433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,91.7699966430664,91.98999786376952,90.91000366210938,91.41999816894533,75.30195617675781,4818200,ABBV,1.0404724306376367,1.1436736738420288,1.0169377277234053,1.0112728774332036,0.0291995532044331,0.0449887480186761,-0.0590973732417241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,91.41000366210938,91.8499984741211,90.54000091552734,90.66999816894533,74.68416595458984,6803900,ABBV,1.0449985560327235,1.1623537146734964,1.0310737467339626,1.0098252549340063,0.0351733010987169,0.0541042162862213,-0.0458168571096544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,91.01000213623048,91.98999786376952,90.55999755859376,91.04000091552734,74.98894500732422,4640300,ABBV,1.0298769421070468,1.1780961162589985,1.0891422696074078,1.0047827275420922,0.0250942145649546,0.0630343511172908,0.0035482722472013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,91.08999633789062,92.77999877929688,90.9499969482422,92.16999816894533,75.91971588134766,5280500,ABBV,1.024954001874595,1.1515233371209117,1.0900317145631035,1.016827126331923,0.0081268755426719,0.0305275669515954,0.0030934282483032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,92.3499984741211,96.44000244140624,92.1999969482422,96.04000091552734,79.10741424560547,10979700,ABBV,0.9746980523335128,1.1064851780351512,1.0230092931975423,1.016900814218988,-0.0422027618854751,-0.0100985460621552,-0.0529860512271129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,95.5,96.62000274658205,94.51000213623048,96.4800033569336,79.46983337402344,9303700,ABBV,0.9701491032778528,1.1305643958921956,1.0765651235999067,1.0195478153138224,-0.0493987120359696,0.014013493552994,-0.0012684177179174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,96.77999877929688,98.26000213623048,94.88999938964844,96.0999984741211,79.15682220458984,6882600,ABBV,0.9852237677710296,1.2912987194613177,1.0628208900745746,1.0187296628598663,-0.0335058950888367,0.1743731936837731,-0.0026531191498895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,95.93000030517578,96.0,94.4499969482422,94.51000213623048,77.84716033935547,4483900,ABBV,0.9995768153206576,1.3034318435004646,1.0797320901883192,1.0231439317955078,-0.0235671164748502,0.1891936905357825,0.0112749383227306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,94.0,94.13999938964844,90.7699966430664,91.69000244140624,75.52434539794922,10301100,ABBV,1.0330461463925051,1.2728893164013353,1.11171944758361,1.023176662025299,0.0098694843672058,0.1720964325549407,0.0323386272857568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,91.77999877929688,92.08000183105467,90.7300033569336,91.7699966430664,75.5902328491211,6924800,ABBV,1.0397732565867794,1.2316114142011674,1.1047624978514323,1.028738706809164,0.0110345497776154,0.1233975926466017,0.0109412355661278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,91.86000061035156,91.86000061035156,85.23999786376953,89.55999755859375,73.76988983154297,10307500,ABBV,1.0654306622276768,1.3083354543364492,1.129410320454699,1.0357335667629224,0.0296970954647544,0.2039669236490078,0.0383882861338378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,92.6999969482422,94.97000122070312,90.75,91.93000030517578,75.72201538085938,9066300,ABBV,1.042315010242784,1.2617874635416937,1.119997549631054,1.0327543330408862,0.0095606772018979,0.183368509945653,0.0238687508959842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,91.6999969482422,92.05999755859376,88.91000366210938,90.95999908447266,74.92304992675781,6526200,ABBV,1.065523261272501,1.2125719197980838,1.150623900620693,1.0448229351223306,0.0207003261501703,0.166460986225605,0.0402344082258261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,90.87999725341795,91.81999969482422,90.04000091552734,90.25,74.3382339477539,7065600,ABBV,1.067257573924216,1.2409711298453423,1.1746719225966502,1.0378093145840102,0.0294482593402058,0.187314761430851,0.0670919714682267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,90.77999877929688,93.33999633789062,90.2699966430664,92.44000244140624,76.14210510253906,7048800,ABBV,1.0300736525833714,1.2379385452928418,1.1656673110825164,1.0388512590749122,-0.0087776064915408,0.1833545269409919,0.0562247048234478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,92.08000183105467,92.33999633789062,90.19000244140624,91.0199966430664,74.97246551513672,4981900,ABBV,1.0482312079294247,1.2003752801906542,1.1647347542040938,1.0310647944789963,0.0171664134504283,0.1823289380706547,0.0602327429185116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,91.3000030517578,92.55999755859376,90.91000366210938,92.30999755859376,76.03502655029297,3620800,ABBV,1.02264133790846,1.2143690040891777,1.1579385962139714,1.0262436118253355,-0.0036022739168757,0.1887325985214252,0.0501282775246052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,92.22000122070312,93.58000183105467,91.41999816894533,92.95999908447266,76.57042694091797,5633600,ABBV,1.0137694010674716,1.2127032845670571,1.1529068807548326,1.0311845275729687,-0.0174151265054971,0.1765923553646127,0.0471785964187259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,92.9800033569336,95.68000030517578,92.95999908447266,93.95999908447266,77.39411926269531,7014000,ABBV,1.0211792903966226,1.1990464109448924,1.1477848134333286,1.0414917955670933,-0.0203125051704706,0.1531366009172263,0.0359584543382585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,94.30999755859376,96.37000274658205,93.83999633789062,95.70999908447266,78.83557891845703,6802600,ABBV,1.00794086055377,1.189960996355705,1.1294562338619918,1.0390384642435906,-0.0310976036898205,0.1289562332579663,0.0148029284606401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,95.29000091552734,96.37000274658205,95.26000213623048,95.88999938964844,78.98384857177734,5187000,ABBV,1.0042758460676098,1.2068432083199432,1.1273360018492025,1.0401272810196784,-0.0358514349520686,0.1312683555858509,0.014657009022879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,95.3499984741211,95.94000244140624,93.55999755859376,95.43000030517578,78.6049575805664,6170100,ABBV,1.0201192692277492,1.251710657640478,1.126052069371864,1.0393664161720684,-0.0192471469443191,0.1758174090000601,0.012714109016936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,95.37000274658205,95.41999816894533,94.04000091552734,95.12000274658205,78.349609375,4035700,ABBV,1.0124054476193445,1.2492250794590554,1.1034046647139475,1.0305050740272153,-0.0180996264078707,0.1825578646927346,-0.0082278961166593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,94.63999938964844,94.91000366210938,93.12000274658205,94.75,78.04484558105469,4717300,ABBV,1.028495935380577,1.2533590615528,1.0855891796798551,1.043144349882203,-0.0146484145016261,0.1884182791099777,-0.0280630411583957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
