Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,115.91999816894533,116.26000213623048,115.62999725341795,115.97000122070312,106.62950897216795,2317200,UNP,0.9984477119331135,1.1775842591192722,1.1437108220773071,1.0206479989635429,-0.0222002870304293,0.0873238703968262,0.0544176230861042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,115.37999725341795,115.5500030517578,114.33000183105467,115.26000213623048,105.97669219970705,3222200,UNP,1.0150962051468415,1.1999318674810988,1.1789989717489775,1.012478214064533,0.0026179910823085,0.1112243117196991,0.0898680932720437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,115.0199966430664,115.22000122070312,114.37000274658205,114.88999938964844,105.63648986816406,2783900,UNP,1.0304638470673018,1.2205145953491503,1.181915971892504,1.0113391723313174,0.0191246747359843,0.1305512203442482,0.1001153296719319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,114.1500015258789,114.45999908447266,113.37999725341795,113.7699966430664,104.606689453125,3229600,UNP,1.0299727780772938,1.2463191619463718,1.2180764536057451,1.0126829906128405,0.0172897874644533,0.1578354749248054,0.1281170870090811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,113.56999969482422,114.06999969482422,112.87999725341795,114.0199966430664,104.8365478515625,2811500,UNP,1.0290302053629337,1.2321208377531525,1.2208142761995804,1.0121464877707815,0.0168837175921521,0.1493203620700398,0.1228925274283212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,113.94000244140624,114.72000122070312,113.04000091552734,113.9499969482422,104.77218627929688,2200100,UNP,1.0271173185171163,1.238613819569349,1.2328312713450378,1.0081446760609294,0.0189726424561869,0.1436705967423128,0.1322582049092742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,113.79000091552734,114.36000061035156,113.37000274658205,113.87999725341795,104.70781707763672,1741900,UNP,1.034422321985523,1.2466165942754084,1.2249784196062112,1.0143616235707735,0.0200606984147495,0.1429011693227557,0.1264962734295143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,114.0,114.30999755859376,112.48999786376952,112.62999725341795,103.55850219726562,2772200,UNP,1.039421245032644,1.252772657551928,1.217659769464594,1.008797349947511,0.0306238950851331,0.1599219814079824,0.1283624567706385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,112.69000244140624,113.22000122070312,112.55999755859376,113.0500030517578,103.94467163085938,2867200,UNP,1.0322865810603985,1.2494535473401958,1.2164445771491332,1.0091988628593096,0.0230877182010889,0.1482213395974894,0.1283475269561396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,113.16000366210938,113.9800033569336,112.9499969482422,113.69000244140624,104.53313446044922,2561700,UNP,1.0245405440201698,1.2421540128076272,1.1811422174152406,1.0112728774332036,0.0132676665869662,0.1434690869842745,0.1051071164501111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
