Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Liab,Deferred Long Term Asset Charges,Capital Surplus,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Issuance Of Stock,Change To Inventory,Change To Account Receivables
2017-09-29,85.68000030517578,86.88999938964844,85.68000030517578,86.47000122070312,82.85990142822266,493100,ALLE,0.964380739834851,0.9428669449873592,0.9819944785805368,1.0206479989635429,-0.0562672591286919,-0.1473934437350867,-0.1072987204106661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,86.55999755859375,86.94999694824219,86.27999877929688,86.52999877929688,82.91738891601562,518600,ALLE,0.9560846981472833,0.9445291874935822,0.9902516049652618,1.012478214064533,-0.0563935159172497,-0.1441783682678175,-0.098879273511672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,86.66000366210938,87.69000244140625,86.4800033569336,87.47000122070312,83.81814575195312,529300,ALLE,0.9400939104397404,0.9305982808269128,0.9709975558454544,1.0113391723313174,-0.0712452618915769,-0.1593650941779892,-0.1108030863751177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,87.41999816894531,87.76000213623047,86.55000305175781,86.7300033569336,83.10905456542969,828500,ALLE,0.9456933501143366,0.9580624550754732,0.988662816583083,1.0126829906128405,-0.0669896404985038,-0.1304212319460932,-0.101296550013581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,86.83000183105469,87.25,86.02999877929688,87.06999969482422,83.43485260009766,694000,ALLE,0.954289481146305,0.9505237439777878,0.9876860522607362,1.0121464877707815,-0.0578570066244765,-0.1322767317053248,-0.1102356965105229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,87.04000091552734,87.33000183105469,86.5999984741211,87.19000244140625,83.54983520507812,716800,ALLE,0.9580227236782174,0.9696711108091612,0.996464081415434,1.0081446760609294,-0.050121952382712,-0.1252721120178749,-0.1041089850203296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,87.37000274658203,87.69000244140625,86.6500015258789,87.62000274658203,83.9618911743164,297900,ALLE,0.95217960331495,0.9724595601674976,0.9788496248041696,1.0143616235707735,-0.0621820202558235,-0.131255864785155,-0.1196325213725273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,87.81999969482422,87.9800033569336,87.19000244140625,87.80999755859375,84.1439437866211,415900,ALLE,0.9347454396012664,0.959287200962198,0.9694110436067374,1.008797349947511,-0.0740519103462444,-0.1335634751817476,-0.1198862690872182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,88.11000061035156,88.31999969482422,87.5999984741211,88.1500015258789,84.46977996826172,743800,ALLE,0.9430512581579052,0.9571782745853972,0.9630510359682588,1.0091988628593096,-0.0661476047014043,-0.1440539331573092,-0.1250460142247348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,87.87999725341797,89.75,87.62000274658203,89.55999755859375,85.82089233398438,913500,ALLE,0.93724866020264,0.9403189661824514,0.9213097743778046,1.0112728774332036,-0.0740242172305636,-0.1583659596409012,-0.1547253265873248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,89.80999755859375,89.80999755859375,88.19000244140625,88.30000305175781,84.61351013183594,380500,ALLE,0.9388445675211728,0.9784737551961316,0.944466335126526,1.0098252549340063,-0.0709806874128337,-0.1297757431911435,-0.132424268717091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
