Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Repurchase Of Stock
2020-08-31,9.899999618530272,9.949999809265137,9.899999618530272,9.899999618530272,9.899999618530272,7800,QS,1.6818182080902029,3.8939394669172303,5.878788182375676,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-01,9.920000076293944,9.979999542236328,9.920000076293944,9.949999809265137,9.949999809265137,218800,QS,1.6010050864867604,4.27135686579866,5.860301757894962,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-02,10.0,10.10099983215332,9.899999618530272,10.0,10.0,187700,QS,1.4949999809265138,4.416999816894531,6.225,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-03,16.200000762939453,18.979999542236328,14.600000381469728,18.739999771118164,18.739999771118164,87005000,QS,0.7310565622513716,3.0896479313256777,3.043223024324192,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-04,22.850000381469727,25.75,19.239999771118164,22.5,22.5,52378800,QS,0.6097777896457248,3.33955552842882,2.6613333808051216,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-08,21.200000762939453,22.39999961853028,20.100000381469727,20.1299991607666,20.1299991607666,6789300,QS,0.7004471420421442,3.8057627324527945,2.830104500537573,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-09,20.6299991607666,21.0,18.1200008392334,18.5,18.5,5085200,QS,0.7972972972972973,3.467567650047509,3.207567575815561,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-10,19.309999465942383,20.450000762939453,18.0,18.25,18.25,2827400,QS,0.8602739621515143,3.0739725191299225,3.522739776193279,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-11,18.5,18.82999992370605,16.540000915527344,17.6299991607666,17.6299991607666,4684500,QS,0.8564946738666287,3.528077352457164,3.2592173465522807,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-14,18.25,19.709999084472656,17.75,18.799999237060547,18.799999237060547,4506200,QS,0.7712766270445408,3.339361772714241,2.5441491368131084,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-15,19.420000076293945,19.5,18.07999992370605,18.350000381469727,18.350000381469727,2553700,QS,0.7983650852304175,3.681198999863315,2.5062670693406965,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-16,18.799999237060547,19.600000381469727,18.200000762939453,18.65999984741211,18.65999984741211,3111300,QS,0.7759914073227878,3.951232795275663,2.377813467026276,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-17,17.809999465942383,18.5,17.75,17.8799991607666,17.8799991607666,1353500,QS,0.813199141181035,5.30760659844517,2.371364849888562,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-18,18.0,18.32999992370605,17.709999084472656,17.850000381469727,17.850000381469727,1813800,QS,0.8459383786425684,7.376470328013736,2.4689074931658683,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-21,17.579999923706055,18.63999938964844,16.719999313354492,18.350000381469727,18.350000381469727,2250400,QS,0.773296963781685,6.037602104216072,2.4386920473957936,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-22,18.75,20.350000381469727,18.5,18.989999771118164,18.989999771118164,3792700,QS,0.7240653062519956,6.0437071103929005,2.5961032033313014,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-23,19.0,19.3799991607666,16.489999771118164,16.739999771118164,16.739999771118164,3891400,QS,0.8285543653046671,6.881720341896236,2.94922339348318,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-24,16.100000381469727,16.700000762939453,15.109999656677246,16.0,16.0,2479100,QS,0.8075000047683715,6.3125,3.086250066757202,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-25,16.5,17.149999618530273,16.094999313354492,17.149999618530273,17.149999618530273,1058100,QS,0.7230320638102108,5.731195516140229,2.7632653319971143,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-28,17.780000686645508,18.600000381469727,17.299999237060547,17.860000610351562,17.860000610351562,1857300,QS,0.6489361565794342,4.728443116586201,2.659574377196228,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-29,17.989999771118164,18.049999237060547,16.75,16.899999618530273,16.899999618530273,1453400,QS,0.710059187625212,2.956213030306416,2.708284111887105,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-09-30,17.020000457763672,17.399999618530273,16.549999237060547,16.75,16.75,952200,QS,0.7044776233274546,3.5522388059701493,2.4985073715893185,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-01,16.799999237060547,17.09000015258789,16.5,16.649999618530273,16.649999618530273,589600,QS,0.7213213515942399,3.785585599001993,2.537537595675301,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-02,15.880000114440918,16.5,15.710000038146973,15.93000030517578,15.93000030517578,1223600,QS,0.8160702919620284,3.8920275462804432,2.56434386010957,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-05,16.399999618530273,16.440000534057617,14.75,14.949999809265137,14.949999809265137,2351600,QS,0.8648829745912452,3.798662317061183,2.397993239565352,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-06,14.899999618530272,15.0,13.5600004196167,13.699999809265137,13.699999809265137,2760700,QS,0.9452554736903876,3.878832126239194,2.59270079943665,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-07,14.039999961853027,14.369999885559082,13.699999809265137,13.720000267028809,13.720000267028809,1163600,QS,1.03134105999508,4.122448999451776,2.304664739345592,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-08,13.899999618530272,14.350000381469728,13.720000267028809,14.100000381469728,14.100000381469728,1119700,QS,1.003546045085662,4.0,2.195035455716303,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-09,14.75,14.939000129699709,14.350000381469728,14.75,14.75,1074200,QS,0.9579661094536216,3.79322039070776,2.2711864406779663,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-12,15.010000228881836,15.699999809265137,14.760000228881836,15.699999809265137,15.699999809265137,1206200,QS,0.9006369754844347,3.438853651871088,2.1751593592839256,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-13,15.899999618530272,16.0,14.880000114440918,15.100000381469728,15.100000381469728,1009100,QS,0.9470198562566527,3.4675496216944603,2.3841059000354816,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-14,15.010000228881836,15.210000038146973,14.229999542236328,14.5,14.5,887500,QS,1.3448275862068966,3.351034493281924,2.6834482653387663,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-15,14.760000228881836,15.18000030517578,14.229999542236328,14.649999618530272,14.649999618530272,667800,QS,1.3426621562101648,3.412969372146382,2.563822686096366,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-16,15.199999809265137,15.210000038146973,14.31999969482422,14.479999542236328,14.479999542236328,907000,QS,1.1878453941085585,3.4309393560590595,2.6118785145336547,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-19,14.633999824523926,15.0,14.5,14.539999961853027,14.539999961853027,615200,QS,1.2455296188352645,3.275791003650395,2.537138891776658,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-20,14.960000038146973,15.119999885559082,14.449999809265137,15.100000381469728,15.100000381469728,923100,QS,1.3245032777974897,3.130463527389841,2.419867549166962,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-21,15.399999618530272,15.399999618530272,13.93000030517578,14.1899995803833,14.1899995803833,899500,QS,1.4193093717557683,3.2776603028114306,2.4848484400434887,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-22,14.210000038146973,14.35200023651123,13.3100004196167,13.75,13.75,1128700,QS,1.603636308149858,3.313454645330256,2.5243635697798297,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
2020-10-23,14.350000381469728,14.489999771118164,13.65999984741211,13.869999885559082,13.869999885559082,1161000,QS,1.5594808463759928,3.15428986020042,2.370584090800797,444440000.0,20122000.0,148692000.0,1710000.0,873000.0,172384000.0,24000.0,-295862000.0,436000.0,90000.0,2774000.0,22822000.0,7223000.0,90000.0,38434000.0,131176000.0,148692000.0,107099000.0,2851000.0,43147000.0,319000.0,33301000.0,394000.0,-1501000.0,394000.0,-51283000.0,-8036000.0,-41731000.0,6736000.0,676863000.0,3998000.0,-9846000.0,,
