,Unnamed: 0,2021-03-31,2020-12-31,2020-09-30,2020-06-30
0,Intangible Assets,48547000.0,51975000.0,54321000.0,55887000.0
1,Capital Surplus,647884000.0,660771000.0,648686000.0,630679000.0
2,Total Liab,716602000.0,738314000.0,695191000.0,636036000.0
3,Total Stockholder Equity,2063939000.0,1983018000.0,1860234000.0,1753094000.0
4,Other Current Liab,33579000.0,65771000.0,29883000.0,25468000.0
5,Total Assets,2780541000.0,2721332000.0,2555425000.0,2389130000.0
6,Common Stock,56000.0,56000.0,56000.0,56000.0
7,Other Current Assets,1646000.0,5061000.0,936000.0,932000.0
8,Retained Earnings,1456926000.0,1347880000.0,1262341000.0,1172909000.0
9,Other Liab,65804000.0,66722000.0,71386000.0,63707000.0
10,Good Will,210881000.0,211956000.0,207764000.0,199039000.0
11,Treasury Stock,-40927000.0,-25689000.0,-50849000.0,-50550000.0
12,Other Assets,118296000.0,121414000.0,119649000.0,133749000.0
13,Cash,1372829000.0,1322143000.0,1161065000.0,993724000.0
14,Total Current Liabilities,463761000.0,465950000.0,414831000.0,365580000.0
15,Deferred Long Term Asset Charges,90188000.0,92454000.0,90071000.0,78102000.0
16,Other Stockholder Equity,-40750000.0,-25512000.0,-50672000.0,-50373000.0
17,Property Plant Equipment,372099000.0,398205000.0,396469000.0,402119000.0
18,Total Current Assets,2004718000.0,1912782000.0,1752222000.0,1598336000.0
19,Long Term Investments,26000000.0,25000000.0,25000000.0,
20,Net Tangible Assets,1804511000.0,1719087000.0,1598149000.0,1498168000.0
21,Net Receivables,585041000.0,501062000.0,493225000.0,506908000.0
22,Long Term Debt,25032000.0,25038000.0,25039000.0,25044000.0
23,Accounts Payable,7168000.0,10189000.0,10785000.0,7596000.0
24,Short Term Investments,,60007000.0,60089000.0,60025000.0
0,Investments,58956000.0,9000.0,9000.0,-60500000.0
1,Change To Liabilities,-3166000.0,592000.0,1203000.0,3040000.0
2,Total Cashflows From Investing Activities,48461000.0,-17907000.0,-15676000.0,-74086000.0
3,Total Cash From Financing Activities,1329000.0,318000.0,5565000.0,-4602000.0
4,Change To Operating Activities,-40476000.0,14638000.0,23501000.0,-15521000.0
5,Issuance Of Stock,4373000.0,3383000.0,5883000.0,10294000.0
6,Net Income,109046000.0,85539000.0,89432000.0,66624000.0
7,Change In Cash,50761000.0,161310000.0,167342000.0,77478000.0
8,Repurchase Of Stock,-3304000.0,-3919000.0,-314000.0,-14881000.0
9,Effect Of Exchange Rate,-11856000.0,19467000.0,1889000.0,10010000.0
10,Total Cash From Operating Activities,12827000.0,159432000.0,175564000.0,146156000.0
11,Depreciation,33483000.0,31613000.0,32562000.0,32244000.0
12,Other Cashflows From Investing Activities,691000.0,566000.0,426000.0,97000.0
13,Change To Account Receivables,-89395000.0,758000.0,15319000.0,39581000.0
14,Other Cashflows From Financing Activities,260000.0,872000.0,-4000.0,-15000.0
15,Change To Netincome,29244000.0,8026000.0,14344000.0,13142000.0
16,Capital Expenditures,-11186000.0,-18482000.0,-9787000.0,-11449000.0
17,Net Borrowings,,-18000.0,-18000.0,-18000.0
