Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,85.05000305175781,88.18000030517578,84.9800033569336,87.93000030517578,87.93000030517578,610700,EPAM,1.036620052422695,1.251336272005224,1.281018980992977,1.0206479989635429,0.015972053459152,0.1610758832827779,0.1917257820017741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,87.94000244140625,88.83999633789062,86.52999877929688,88.0999984741211,88.0999984741211,555700,EPAM,1.0284903766141127,1.2509648239874402,1.2933031148107852,1.012478214064533,0.0160121625495797,0.1622572682260405,0.2041722363338514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,88.12999725341797,89.79000091552734,88.12999725341797,89.33000183105469,89.33000183105469,429200,EPAM,1.10992946931084,1.239225284665319,1.2613903279469507,1.0113391723313174,0.0985902969795224,0.1492619096604168,0.1795896857263785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,89.11000061035156,89.51000213623047,88.5999984741211,89.4800033569336,89.4800033569336,362000,EPAM,1.113880134440363,1.2416181750792503,1.279727289229671,1.0126829906128405,0.1011971438275225,0.1531344880576839,0.1897679226330069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,89.61000061035156,90.20999908447266,89.37000274658203,89.8499984741211,89.8499984741211,359700,EPAM,1.1124095564345515,1.2204786368882805,1.315859825985268,1.0121464877707815,0.10026306866377,0.1376781612051678,0.2179380772140089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,89.68000030517578,90.25,89.54000091552734,90.18000030517578,90.18000030517578,311300,EPAM,1.1169882791756025,1.2242182429837785,1.3081614639774222,1.0081446760609294,0.1088436031146731,0.1292750201567423,0.2075883975416586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,90.0,90.1999969482422,89.52999877929688,89.77999877929688,89.77999877929688,230500,EPAM,1.14713743889601,1.234907599176182,1.3274671633506248,1.0143616235707735,0.1327758153252365,0.1311921742235293,0.2289850171739278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,90.01000213623047,90.5,89.23999786376953,89.91999816894531,89.91999816894531,296200,EPAM,1.1381227582501738,1.2254226499691072,1.3135009232144528,1.008797349947511,0.1293254083026629,0.1325719738251616,0.2242036105204972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,89.93000030517578,90.68000030517578,89.58999633789062,90.62999725341795,90.62999725341795,206100,EPAM,1.1342823145443808,1.238552393266973,1.2783846863239543,1.0091988628593096,0.1250834516850711,0.1373201855242667,0.1902876361309606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,90.7699966430664,90.8499984741211,90.0199966430664,90.5999984741211,90.5999984741211,215100,EPAM,1.1299117491246198,1.2484547739000262,1.258830076960045,1.0112728774332036,0.1186388716914161,0.1497698480766736,0.1827949759949154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
