,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-63157000.0,-123237000.0,-123237000.0,-123237000.0
Change To Liabilities,481313000.0,191763000.0,177675000.0,171793000.0
Total Cashflows From Investing Activities,-143271000.0,-163841000.0,-25191000.0,-16064000.0
Total Cash From Financing Activities,44679000.0,27280000.0,-10130000.0,7390000.0
Change To Operating Activities,-48304000.0,-23094000.0,6738000.0,3338000.0
Issuance Of Stock,97817000.0,46620000.0,23826000.0,9562000.0
Net Income,242317000.0,108318000.0,88140000.0,50798000.0
Change In Cash,306477000.0,-76356000.0,51282000.0,22550000.0
Repurchase Of Stock,-53138000.0,-19334000.0,-6677000.0,-1017000.0
Total Cash From Operating Activities,405069000.0,60205000.0,86603000.0,31224000.0
Depreciation,22832000.0,16162000.0,8622000.0,5309000.0
Change To Account Receivables,-418054000.0,-331369000.0,-239901000.0,-224636000.0
Change To Netincome,119165000.0,92925000.0,42129000.0,22722000.0
Capital Expenditures,-74061000.0,-35693000.0,-19795000.0,-10110000.0
Other Cashflows From Financing Activities,,-6000.0,-279000.0,-154000.0
Net Borrowings,,,-27000000.0,-1001000.0
