Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,77.31999969482422,77.31999969482422,76.41999816894531,76.56999969482422,68.3700180053711,555000,CINF,0.9164164173100282,0.9744703810065286,0.9785959663646118,1.0206479989635429,-0.1042315816535146,-0.1157900077159174,-0.1106972326265911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,76.44999694824219,77.58000183105469,76.25,77.5,69.20040130615234,332400,CINF,0.9123873306479932,0.967746370408264,0.9743600910009498,1.012478214064533,-0.1000908834165398,-0.1209611853531357,-0.114770787475984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,77.0999984741211,77.38999938964844,76.62000274658203,77.16000366210938,68.89684295654297,415700,CINF,0.940383460530802,0.9676755757494618,0.9727003547000498,1.0113391723313174,-0.0709557118005154,-0.1222877992554402,-0.1091002875205223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,77.0199966430664,77.54000091552734,76.58999633789062,77.37999725341797,69.09327697753906,314500,CINF,0.937839229150789,0.958899842472456,0.985896172277228,1.0126829906128405,-0.0748437614620515,-0.1295838445491104,-0.104063194319436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,77.58000183105469,77.76000213623047,77.04000091552734,77.38999938964844,69.10218048095703,333600,CINF,0.9467633011425736,0.945417655319248,0.9824717155471664,1.0121464877707815,-0.0653831866282079,-0.1373828203638646,-0.1154500332240927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,77.54000091552734,77.7300033569336,76.44999694824219,76.69999694824219,68.48609161376953,561700,CINF,0.9500651081048536,0.9615868308400198,0.9922415023312257,1.0081446760609294,-0.0580795679560758,-0.1333563919870163,-0.1083315641045379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,76.86000061035156,77.0,76.25,76.36000061035156,68.18251037597656,302800,CINF,0.9520690697740516,0.9825920142941256,1.0030758151279349,1.0143616235707735,-0.0622925537967219,-0.121123410658527,-0.095406331048762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,76.26000213623047,77.19000244140625,76.26000213623047,77.12000274658203,68.86111450195312,318700,CINF,0.9478735539728272,0.975142935268416,0.9962347785738692,1.008797349947511,-0.0609237959746836,-0.1177077408755296,-0.0930625341200863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,77.06999969482422,77.2300033569336,76.62999725341797,76.94000244140625,68.70039367675781,343500,CINF,0.9539901282641572,0.9887529820544788,1.0045354102936046,1.0091988628593096,-0.0552087345951524,-0.1124792256882275,-0.083561639899389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,76.79000091552734,76.9000015258789,75.52999877929688,75.93000030517578,67.79853820800781,520600,CINF,0.9653631523807488,0.9992359187935844,1.0075466241451911,1.0112728774332036,-0.0459097250524548,-0.0994490070297682,-0.0684884768199383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,75.94000244140625,77.05999755859375,75.7699966430664,76.47000122070312,68.28073120117188,393500,CINF,0.9684842785651172,0.996155286684726,0.9986962679833004,1.0098252549340063,-0.0413409763688893,-0.112094211702549,-0.0781943358603166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,76.69999694824219,77.29000091552734,76.12999725341797,76.41999816894531,68.236083984375,485200,CINF,0.96977237964901,1.0070191327215157,0.9542040108052022,1.0047827275420922,-0.0350103478930822,-0.1080426324201919,-0.1313899865550042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,76.51000213623047,76.5199966430664,75.77999877929688,75.93000030517578,67.79853820800781,308000,CINF,0.9691823205787662,1.0279342012425603,0.960496551506838,1.016827126331923,-0.0476448057531568,-0.0930615689267559,-0.1264417348079622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,76.11000061035156,76.23999786376953,75.69000244140625,76.0,67.8610610961914,391200,CINF,0.9665790300612108,1.0300543526836532,0.9447034942777623,1.016900814218988,-0.0503217841577771,-0.0865293714136532,-0.1312918501468929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,75.75,76.26000213623047,75.48999786376953,76.19000244140625,68.03070831298828,528800,CINF,0.9637747155099836,1.0272198217299446,0.9536012486821404,1.0195478153138224,-0.0557730998038388,-0.0893310806092568,-0.1242322926356838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,76.66000366210938,76.75,75.91999816894531,76.45999908447266,68.27179718017578,620000,CINF,0.9607639072423252,1.0274361539744947,0.930609762216572,1.0187296628598663,-0.0579657556175411,-0.0894893718030498,-0.1348642470078921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,76.55999755859375,76.55999755859375,75.83000183105469,76.12000274658203,67.96820068359375,309400,CINF,0.9545455872039196,1.019775887197364,0.9299391562970606,1.0231439317955078,-0.0685983445915882,-0.0944622657673182,-0.1385179955685279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,76.16999816894531,76.38999938964844,75.73999786376953,76.26000213623047,68.09321594238281,683200,CINF,0.9508261743211348,1.0152456315964142,0.9370657898599388,1.023176662025299,-0.0723504877041645,-0.0855472522499802,-0.1423150304379143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,76.18000030517578,76.20999908447266,75.27999877929688,75.75,67.63783264160156,372300,CINF,0.9691089858513284,1.028904758778653,0.9405451582360508,1.028738706809164,-0.0596297209578355,-0.0793090627759125,-0.1532761040492537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
