Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Common Stock,Treasury Stock,Other Stockholder Equity,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Effect Of Exchange Rate
2021-01-29,189.3999938964844,194.9900054931641,183.47999572753903,193.2700042724609,193.2700042724609,1851500,DASH,0.7670616066785289,0.6643038058231303,0.9476379668222602,1.0699322973380807,-0.3028706906595518,-0.49220041464786,-0.2349156803811788,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-01,194.58999633789065,203.6699981689453,187.56300354003903,191.1699981689453,191.1699981689453,1170100,DASH,0.7846419492426757,0.6422032631635493,0.9947167729428787,1.0315574884075709,-0.2469155391648951,-0.4966388424967651,-0.1719588578179676,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-02,191.9499969482422,197.6000061035156,181.6300048828125,182.52999877929688,182.52999877929688,1338900,DASH,0.8298909589688793,0.6842162944440553,1.043992761918583,1.0393553331681484,-0.2094643741992691,-0.4526688815211381,-0.1151727938889759,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-03,184.6600036621093,186.6600036621093,178.3260040283203,180.5800018310547,180.5800018310547,1326100,DASH,0.7387861463581323,0.6670173647518935,1.0422527677785214,1.0396059646408131,-0.3008198182826808,-0.4553485837151174,-0.1123425375640467,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-04,181.3800048828125,191.8769989013672,180.6499938964844,189.3300018310547,189.3300018310547,1142100,DASH,0.7472666474370304,0.6577932694822368,1.0288384904783885,1.0350444874140108,-0.2877778399769803,-0.4407636675893651,-0.1109204095092366,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-05,189.57000732421875,190.9160003662109,180.2449951171875,181.22999572753903,181.22999572753903,1521400,DASH,0.7491585690736174,0.6234619021546441,1.0355349698903495,1.0366248108476028,-0.2874662417739854,-0.4378312924314449,-0.0917152440835131,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-08,183.4499969482422,185.4900054931641,174.2100067138672,177.42999267578125,177.42999267578125,1998000,DASH,0.8170546536943591,0.6509045969178672,1.0476244860274102,1.0368884708904245,-0.2198338171960653,-0.4112041511556851,-0.0558401092885725,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-09,177.7100067138672,192.27999877929688,177.60000610351562,187.75,187.75,2137000,DASH,0.7564846805821405,0.7513715436709387,1.0206658049683754,1.0434986931592627,-0.2870140125771222,-0.3295477333724035,-0.071679003644874,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-10,190.6600036621093,215.67999267578125,190.0,215.1600036621093,215.1600036621093,3996900,DASH,0.6538854807901381,0.6218162809489385,0.8461609707188126,1.0526013459758607,-0.3987158651857226,-0.4563101550655311,-0.2369080287647261,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-11,208.5,222.0,208.5,213.259994506836,213.259994506836,1949000,DASH,0.6267467274919439,0.6497233476865361,0.863171746096777,1.0387619607072216,-0.4120152332152776,-0.4186982863162669,-0.2274720120748906,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-12,213.02999877929688,213.5399932861328,202.509994506836,202.97000122070312,202.97000122070312,1376300,DASH,0.6592107318670603,0.6907424550675012,0.90200522604313,1.037978242018038,-0.3787675101509776,-0.3642075278864318,-0.1921224324720708,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-16,205.6000061035156,226.47000122070312,205.0,212.1699981689453,212.1699981689453,2663400,DASH,0.6156383854666307,0.6457086354448217,0.8834896477633976,1.023482203476065,-0.4078438180094341,-0.4184468689320911,-0.221550728958018,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-17,213.82000732421875,213.82000732421875,194.08999633789065,197.8699951171875,197.8699951171875,2013900,DASH,0.6824177596978563,0.695254514171002,0.9513822441270589,1.0274034553097129,-0.3449856956118563,-0.374301604755844,-0.1635670440033861,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-18,194.3000030517578,201.4100036621093,188.9100036621093,200.0599975585937,200.0599975585937,1728200,DASH,0.6793462227365266,0.7020894153151689,0.9547135975749464,1.0353108010217529,-0.3559645782852263,-0.3828866189232147,-0.1609628827721437,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-19,200.07000732421875,209.1600036621093,199.22999572753903,205.97000122070312,205.97000122070312,1879200,DASH,0.6397047809192907,0.661601220880916,0.9124629864910416,1.0023245570248156,-0.3626197761055248,-0.4054950643239255,-0.205436940542846,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-22,198.0,201.9900054931641,176.36000061035156,178.07000732421875,178.07000732421875,3149200,DASH,0.7049474567086398,0.7966529722889365,1.0821586399858234,0.9953240943772406,-0.2903766376686008,-0.2808277976964858,-0.0378950368854005,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-23,175.9600067138672,185.4600067138672,165.5500030517578,173.5,173.5,3005400,DASH,0.7593659942363112,0.8808069586410303,1.1031699936396795,1.008586492222307,-0.2492204979859954,-0.2021812197967747,-0.0150445794895885,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-24,174.36000061035156,180.5500030517578,173.52000427246094,176.32000732421875,176.32000732421875,1984000,DASH,0.7600385035171715,0.8523139322638565,1.0877948904520762,1.0099883968047432,-0.2499498932875716,-0.2133197895392001,-0.0157216256400922,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-25,174.41000366210938,182.55499267578125,163.72999572753906,166.8699951171875,166.8699951171875,4005800,DASH,0.7789297029478441,0.8945287267949721,1.148918360584024,1.0266826115313998,-0.2477529085835557,-0.2055633171431609,0.0075011660253694,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-02-26,155.5,172.97000122070312,155.02000427246094,169.49000549316406,169.49000549316406,7579900,DASH,0.7705469459600851,0.8840049381973599,1.1414242754371136,1.0374166001615297,-0.2668696542014446,-0.221457138988777,-0.0019459222362041,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-01,171.44000244140625,173.7899932861328,164.1999969482422,168.88999938964844,168.88999938964844,4143200,DASH,0.7764225552531424,0.8236722192733802,1.1671501914237636,1.013597239400828,-0.2371746841476857,-0.2504911540293312,0.0611897045567091,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-02,168.0,170.8000030517578,155.22000122070312,160.58999633789062,160.58999633789062,5311700,DASH,0.8290678275470795,0.8954480747928676,1.2511364515271426,1.0361647740865512,-0.2070969465394716,-0.1929585184376349,0.1382677505178953,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-03,156.69000244140625,161.33999633789062,144.55999755859375,148.25,148.25,4070500,DASH,0.9008431909056176,0.9612141652613828,1.4012816559403989,1.054357280092723,-0.1535140891871054,-0.1392534795808215,0.2785750296299918,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-04,147.32000732421875,152.47000122070312,138.82000732421875,150.0,150.0,4366800,DASH,0.8739333089192708,0.9117332967122396,1.4024666341145833,1.0789141676317748,-0.204980858712504,-0.2164655398205153,0.2667099646477366,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-05,150.5,160.0,138.4499969482422,151.47999572753906,151.47999572753906,6175800,DASH,0.8416952970432419,0.9042777897480234,1.3773435785205643,1.0513678997204563,-0.2096726026772144,-0.1953273618079116,0.2597064016575861,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-08,146.41000366210938,150.39999389648438,130.02999877929688,133.41000366210938,133.41000366210938,6886100,DASH,0.960497682873854,1.0857507092974872,1.5240986151685696,1.053835017954231,-0.0933373350803771,-0.0127865761977854,0.4165943192104837,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-09,132.91000366210938,147.21299743652344,130.0,141.47999572753906,141.47999572753906,20400000,DASH,0.9930732558868156,1.089624033909284,1.4832486036233907,1.047243962582535,-0.0541707066957193,-0.0034556081035377,0.37805285446787,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-10,143.13999938964844,147.73500061035156,134.0399932861328,135.77000427246094,135.77000427246094,5398500,DASH,1.0888266714228862,1.169846039868404,1.6314354646074662,1.039672854637922,0.0491538167849643,0.0910979810973806,0.5361322256600465,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-11,140.0,147.72999572753906,139.55999755859375,144.97000122070312,144.97000122070312,3612400,DASH,1.0309719628568428,1.0943642999281953,1.537628487170597,1.0256622421362138,0.0053097207206289,0.0335695043542838,0.465302992659893,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-12,139.47999572753906,145.4600067138672,136.5500030517578,142.02999877929688,142.02999877929688,3255200,DASH,1.011406006696549,1.136802141107971,1.5512216378075043,1.0207674438038497,-0.0093614371073007,0.0879774933417205,0.5012071334545227,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-15,143.77999877929688,144.0399932861328,138.02999877929688,140.69000244140625,140.69000244140625,2107900,DASH,1.0768355773047615,1.169379496890543,1.5733882775539954,1.017237660715961,0.0595979165888005,0.1421294383781386,0.5368460792324228,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-16,140.7899932861328,141.99000549316406,133.08999633789062,133.66000366210938,133.66000366210938,2477500,DASH,1.1184348451094817,1.251907805225433,1.6284602551137946,1.0317473901389642,0.0866874549705174,0.2291374938603276,0.5695129554857348,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-17,133.0,136.2449951171875,127.6999969482422,133.8000030517578,133.8000030517578,3286900,DASH,1.096188302119911,1.2945441163171305,1.6218235803481855,1.0204048792069982,0.0757834229129128,0.2582081801867735,0.5538087168083732,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-18,131.45599365234375,134.6699981689453,129.31399536132812,130.6199951171875,130.6199951171875,2983100,DASH,1.105114159390452,1.3702342858531324,1.68825610561858,1.026141003020234,0.078973156370218,0.3142733276574652,0.6053350966782067,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-19,132.0800018310547,136.6199951171875,127.12999725341795,135.02999877929688,135.02999877929688,2259400,DASH,1.061393828185333,1.2888247082320168,1.605050712336736,1.039291194415156,0.022102633770177,0.2344115859880438,0.5215626923341521,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-03-22,136.0,139.47999572753906,133.44000244140625,135.91000366210938,135.91000366210938,1957900,DASH,1.0592303938992689,1.2898241360332627,1.5180634373107529,1.0344112053404404,0.0248191885588284,0.2286191757917672,0.4545312077674326,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
