Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Common Stock,Treasury Stock,Other Stockholder Equity,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Effect Of Exchange Rate
2020-12-23,155.0,161.55999755859375,150.25,158.22000122070312,158.22000122070312,1759900,DASH,1.2202629619178356,0.8287827320889574,1.1551637142102702,1.0287074732832335,0.191555488634602,-0.2888123465412653,-0.0311659673191366,59000000.0,87000000.0,1441000000.0,-1213000000.0,36000000.0,436000000.0,2874000000.0,94000000.0,-1301000000.0,12000000.0,306000000.0,133000000.0,1096000000.0,834000000.0,386000000.0,1990000000.0,-1578000000.0,515000000.0,189000000.0,31000000.0,,1000000.0,1000000.0,355000000.0,1000000.0,0.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-43000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2020-12-24,157.3800048828125,158.60000610351562,153.07000732421875,158.4600067138672,158.4600067138672,673000,DASH,1.1599141440379168,0.840212001442488,1.1684335860897166,1.0314131762138377,0.1285009678240791,-0.2931032211725891,-0.0169024081163278,59000000.0,87000000.0,1441000000.0,-1213000000.0,36000000.0,436000000.0,2874000000.0,94000000.0,-1301000000.0,12000000.0,306000000.0,133000000.0,1096000000.0,834000000.0,386000000.0,1990000000.0,-1578000000.0,515000000.0,189000000.0,31000000.0,,1000000.0,1000000.0,355000000.0,1000000.0,0.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-43000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2020-12-28,158.25,158.4499969482422,141.5050048828125,147.88999938964844,147.88999938964844,3807700,DASH,1.3068497198600222,0.9030360646624336,1.2073838548618727,1.0230201952264786,0.2838295246335436,-0.2395238569283651,0.032459782209069,59000000.0,87000000.0,1441000000.0,-1213000000.0,36000000.0,436000000.0,2874000000.0,94000000.0,-1301000000.0,12000000.0,306000000.0,133000000.0,1096000000.0,834000000.0,386000000.0,1990000000.0,-1578000000.0,515000000.0,189000000.0,31000000.0,,1000000.0,1000000.0,355000000.0,1000000.0,0.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-43000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2020-12-29,146.1199951171875,147.39999389648438,139.63999938964844,141.27000427246094,141.27000427246094,3849500,DASH,1.3532242683326077,0.9279393528230055,1.2757838909662504,1.0446043805401628,0.3086198877924448,-0.2269994948400417,0.0699260619944095,59000000.0,87000000.0,1441000000.0,-1213000000.0,36000000.0,436000000.0,2874000000.0,94000000.0,-1301000000.0,12000000.0,306000000.0,133000000.0,1096000000.0,834000000.0,386000000.0,1990000000.0,-1578000000.0,515000000.0,189000000.0,31000000.0,,1000000.0,1000000.0,355000000.0,1000000.0,0.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-43000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2020-12-30,144.39999389648438,147.97999572753906,139.8000030517578,140.1999969482422,140.1999969482422,3121100,DASH,1.301925839889153,0.9094151410507472,1.263766023769537,1.043669894425415,0.2582559454637378,-0.2298191709375767,0.0658455630303851,59000000.0,87000000.0,1441000000.0,-1213000000.0,36000000.0,436000000.0,2874000000.0,94000000.0,-1301000000.0,12000000.0,306000000.0,133000000.0,1096000000.0,834000000.0,386000000.0,1990000000.0,-1578000000.0,515000000.0,189000000.0,31000000.0,,1000000.0,1000000.0,355000000.0,1000000.0,0.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-43000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2020-12-31,140.1999969482422,146.5,135.3800048828125,142.75,142.75,2637300,DASH,1.2650087693944287,0.8976532356542798,1.2363573064319724,1.045383884821216,0.2196248845732127,-0.2413784107972113,0.0578301315423368,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-04,142.5,143.6199951171875,137.1699981689453,139.19000244140625,139.19000244140625,2026400,DASH,1.3602270171002795,1.0094115779554298,1.2165385362525318,1.0757807590012936,0.2844462580989859,-0.1542131453329727,0.0252784328999498,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-05,138.0,146.1199951171875,137.8350067138672,144.42999267578125,144.42999267578125,1031800,DASH,1.2547947442908691,1.023540880202811,1.1585543883996432,1.0714255300260027,0.1833692142648664,-0.1261344941460855,-0.014223557725209,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-06,141.27000427246094,142.0,138.2100067138672,140.00999450683594,140.00999450683594,1931400,DASH,1.267266621220518,1.0674952687507595,1.1953432410296985,1.0611421164765942,0.2061245047439237,-0.0545804465608177,0.060006793918681,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-07,140.0,154.63999938964844,139.43499755859375,152.77000427246094,152.77000427246094,3215200,DASH,1.228971622368703,0.9403023491462938,1.148785724238122,1.048112954760671,0.1808586676080323,-0.170962415414291,0.045126357818668,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-08,152.0,158.30999755859375,147.3000030517578,156.08999633789062,156.08999633789062,2548700,DASH,1.3784355737721263,0.9705939109130698,1.137548861070037,1.048457502162525,0.329978071609601,-0.1480079695224964,0.0082274083781805,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-11,153.19000244140625,169.0,153.19000244140625,167.0,167.0,2541300,DASH,1.2770059551307542,0.8951497334920003,1.07197607348779,1.0505801982022729,0.2264257569284815,-0.2263876263530987,-0.0680928923709791,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-12,165.5,201.92999267578125,162.61500549316406,191.9900054931641,191.9900054931641,7081800,DASH,1.057190454780887,0.7639460074611414,0.952028717900135,1.0463067685815588,0.0108836861993282,-0.340538460994724,-0.1712073379290137,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-13,192.4100036621093,215.5,188.07000732421875,198.0,198.0,6058800,DASH,1.0715656473179056,0.7290404348662405,0.9525252833510888,1.0474268478686666,0.024138799449239,-0.3651446024097231,-0.1812971495457963,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-14,196.6199951171875,221.3999938964844,195.3300018310547,207.2400054931641,207.2400054931641,4512000,DASH,0.9547866718412836,0.6915653518883266,0.8882937244660657,1.0370807891473377,-0.082294117306054,-0.4104334597377249,-0.239565714839821,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-15,207.0,212.08999633789065,186.9499969482422,187.1499938964844,187.1499938964844,3351100,DASH,1.068982121737338,0.7692226097185647,0.9617419789643132,1.0379703062726533,0.0310118154646847,-0.3372425556066761,-0.1711910169085347,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-19,191.19000244140625,202.3000030517578,185.5399932861328,198.75,198.75,3486200,DASH,1.0363270501670598,0.7685534591194969,0.9401258168730344,1.0431767404393268,-0.006849690272267,-0.3455342043244522,-0.1892768976263854,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-20,200.0,203.82000732421875,189.0399932861328,189.4600067138672,189.4600067138672,2066400,DASH,0.9398817745908232,0.8117808381799276,0.9398289414583926,1.0311275448261352,-0.091245770235312,-0.300392530075583,-0.1887182427331198,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-21,191.6100006103516,195.4739990234375,183.1929931640625,190.88999938964844,190.88999938964844,2339400,DASH,0.9089004167570264,0.8493373429787149,0.91303889068787,1.0380301751047352,-0.1291297583477088,-0.2715388412203402,-0.2181589936435176,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-22,190.1999969482422,197.07000732421875,187.1100006103516,192.0,192.0,1679500,DASH,0.918333371480306,0.8460937341054281,0.9251562754313152,1.0546006276654674,-0.1362672561851613,-0.2746032967692592,-0.2042255643437347,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-25,194.3300018310547,215.38999938964844,191.3099975585937,191.8099975585937,191.8099975585937,3430400,DASH,0.8699754822019243,0.7825973751159465,0.923465967037006,1.0270231116838735,-0.1570476294819491,-0.3429076159782316,-0.2137995905031295,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-26,198.0,204.3800048828125,196.4100036621093,198.22000122070312,198.22000122070312,2363000,DASH,0.8550600567520411,0.7222782629767833,0.9006154937598466,1.0299643010441049,-0.1749042442920637,-0.3995587706470404,-0.2347607807435064,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-27,200.0,256.0899963378906,190.3999938964844,193.07000732421875,193.07000732421875,5918300,DASH,0.8747604132320496,0.7275599310710884,0.9391930126492962,1.0834518832758422,-0.2086914700437926,-0.4273806832112133,-0.2360646987546264,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
2021-01-28,198.9900054931641,201.5,183.47999572753903,183.8000030517578,183.8000030517578,1693000,DASH,0.8737214019124293,0.7356909628702529,0.9878128103592396,1.0617555757592425,-0.1880341738468129,-0.4005842659458881,-0.1764658844440316,74000000.0,,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,6313000000.0,,,,1000000.0,42000000.0,-63000000.0,3282000000.0,-46000000.0,3290000000.0,-312000000.0,3158000000.0,-7000000.0,-63000000.0,9000000.0,1000000.0,-109000000.0,346000000.0,-20000000.0,-333000000.0,-1000000.0,2000000.0
