Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Capital Surplus,Treasury Stock,Other Stockholder Equity,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-04-07,131.19000244140625,134.7100067138672,127.25,127.5,127.5,1866700,DASH,0.9795294069776348,1.3896470013786764,1.6111372405407476,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-08,129.02000427246094,130.4499969482422,126.13999938964844,128.13999938964844,128.13999938964844,1879800,DASH,0.9399874943184412,1.377321728842005,1.6577961111879171,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-09,126.3000030517578,141.0,122.05999755859376,140.5,140.5,6671800,DASH,0.8864057004663868,1.2051957425697843,1.523629945368105,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-12,138.0,149.00999450683594,136.27999877929688,147.8300018310547,147.8300018310547,5730100,DASH,0.7643238616265354,1.1319082713824578,1.4568760904387994,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-13,146.83999633789062,150.36000061035156,143.5500030517578,149.4600067138672,149.4600067138672,2823500,DASH,0.7727150587171366,1.1197644392640294,1.4273383664398132,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-14,150.00999450683594,153.27499389648438,143.11000061035156,143.64999389648438,143.64999389648438,2235100,DASH,0.9820397724894804,1.2217195089229662,1.5014270925148971,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-15,145.0,154.8800048828125,144.8699951171875,151.5,151.5,3338700,DASH,0.883102265915068,1.1720131852052391,1.4443564839882426,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-16,151.2899932861328,151.2899932861328,148.25,149.49000549316406,149.49000549316406,921300,DASH,0.926884691063376,1.197538281451513,1.4303966417395897,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-19,142.4600067138672,150.33999633789062,142.30999755859375,146.6699981689453,146.6699981689453,2246100,DASH,0.955887357322726,1.2461989572588483,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-20,146.72000122070312,148.80999755859375,142.25,144.35000610351562,144.35000610351562,1647700,DASH,0.9490820520073632,1.306546575192159,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-21,143.74000549316406,143.74000549316406,139.05999755859375,143.32000732421875,143.32000732421875,1168900,DASH,0.959879990886462,1.2844682314412808,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-22,144.89999389648438,149.5,142.2100067138672,143.9600067138672,143.9600067138672,991400,DASH,0.9756876921591386,1.250277834808035,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-23,145.05999755859375,153.1699981689453,144.00999450683594,152.75,152.75,2088400,DASH,0.8921113209326411,1.2232406291555848,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-26,153.1999969482422,157.33999633789062,150.44000244140625,153.8000030517578,153.8000030517578,1563900,DASH,0.9223666956795306,1.1577372823501948,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-27,156.5500030517578,164.6649932861328,154.89999389648438,162.1300048828125,162.1300048828125,3095800,DASH,0.942576961215026,1.075001468186654,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-28,160.00999450683594,167.22999572753906,158.39700317382812,162.4499969482422,162.4499969482422,1621700,DASH,0.925084651292282,1.0934441872560132,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-29,164.0399932861328,164.0399932861328,144.1300048828125,150.11000061035156,150.11000061035156,4109900,DASH,0.9944041280762428,1.180001360086582,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-04-30,148.30999755859375,150.6300048828125,142.1300048828125,143.1699981689453,143.1699981689453,1806800,DASH,1.046518151479267,1.246909314490606,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-03,142.85000610351562,146.42999267578125,139.52999877929688,140.47000122070312,140.47000122070312,1412600,DASH,0.9903182131520396,1.290880616895228,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-04,137.30999755859375,138.02999877929688,129.58999633789062,135.22000122070312,135.22000122070312,2092400,DASH,1.0634521650169977,1.3427007537313616,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-05,134.0,134.625,124.93000030517578,128.38999938964844,128.38999938964844,2786400,DASH,1.1098995301614527,1.4265129275423225,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-06,127.87999725341795,131.11000061035156,120.0500030517578,122.7699966430664,122.7699966430664,3114900,DASH,1.1139529058100666,1.5489126729796068,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-07,126.48999786376952,129.49000549316406,122.5500030517578,124.88999938964844,124.88999938964844,1887500,DASH,1.0968051597163568,1.5258227119055328,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-10,124.9000015258789,125.08999633789062,118.55999755859376,120.4499969482422,120.4499969482422,2277500,DASH,1.202573763167119,1.5625571729548628,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-11,115.45999908447266,125.5,114.69000244140624,124.54000091552734,124.54000091552734,2724200,DASH,1.237835253965291,1.5640757335328306,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-12,119.5199966430664,120.16999816894533,112.0500030517578,112.98999786376952,112.98999786376952,4433700,DASH,1.4056996622174809,1.6609434615196332,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-13,114.0500030517578,118.72000122070312,110.12999725341795,115.48999786376952,115.48999786376952,6869500,DASH,1.3737119822586352,1.609490071184122,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-14,125.0,146.6300048828125,123.56999969482422,141.07000732421875,141.07000732421875,15264700,DASH,1.1445381607075873,1.358403593489526,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-17,138.91000366210938,140.69000244140625,130.7100067138672,133.7899932861328,133.7899932861328,5197200,DASH,1.2296884111549862,1.3607893466982035,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-18,135.5,143.85000610351562,133.08999633789062,138.55999755859375,138.55999755859375,10724400,DASH,1.2076357157865478,1.3285219765770535,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-19,130.36000061035156,140.72999572753906,130.00999450683594,140.1999969482422,140.1999969482422,5588700,DASH,1.2354494328399404,1.3058488289314485,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-20,134.80999755859375,138.02000427246094,133.35000610351562,137.0,137.0,6766000,DASH,1.306423326478387,1.3682481529068773,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-21,136.77000427246094,138.85000610351562,135.44000244140625,137.57000732421875,137.57000732421875,3250200,DASH,1.2650286364320014,1.3683941991537512,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-24,139.0,143.4199981689453,137.36000061035156,140.4600067138672,140.4600067138672,3975700,DASH,1.2480421093020706,1.3598176767077084,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-25,140.11000061035156,141.47999572753906,135.67999267578125,136.27000427246094,136.27000427246094,2812600,DASH,1.296837129815933,1.3791736739483422,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-26,138.72999572753906,145.22999572753906,136.3800048828125,141.86000061035156,141.86000061035156,3151400,DASH,1.237840161765106,1.358381475533286,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-27,142.3000030517578,155.5,140.1699981689453,152.82000732421875,152.82000732421875,5996600,DASH,1.2034419241449903,1.2524537673291392,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-05-28,152.0,154.22000122070312,149.55999755859375,150.27999877929688,150.27999877929688,2238900,DASH,1.186651605533697,1.276284300038076,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-06-01,152.1999969482422,154.9499969482422,147.33999633789062,149.27000427246094,149.27000427246094,2208500,DASH,1.209821070335482,1.2843839735594746,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-06-02,148.1300048828125,153.1999969482422,146.52999877929688,149.8300018310547,149.8300018310547,3097800,DASH,1.220783564218033,1.2911967186118627,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
2021-06-03,149.88999938964844,150.4600067138672,138.30999755859375,139.11000061035156,139.11000061035156,2980500,DASH,1.3138523720117106,1.4170080817505168,0.0,74000000.0,1653000000.0,4700000000.0,27000000.0,538000000.0,6353000000.0,6313000000.0,162000000.0,-1613000000.0,13000000.0,316000000.0,33000000.0,4345000000.0,1402000000.0,413000000.0,5517000000.0,4310000000.0,514000000.0,301000000.0,80000000.0,,,,,-6000000.0,54000000.0,-192000000.0,333000000.0,3996000000.0,360000000.0,3294000000.0,-461000000.0,4058000000.0,-7000000.0,2000000.0,252000000.0,88000000.0,1000000.0,-248000000.0,-6000000.0,442000000.0,-106000000.0
