,2021-01-31,2020-01-31,2019-01-31,2018-01-31
Intangible Assets,35177000.0,13927000.0,12548000.0,11636000.0
Capital Surplus,1598259000.0,1378479000.0,31211000.0,8482000.0
Total Liab,1860659000.0,662299000.0,363100000.0,236161000.0
Total Stockholder Equity,870574000.0,742107000.0,-487793000.0,-369474000.0
Minority Interest,1300000.0,500000.0,,
Deferred Long Term Liab,122306000.0,72435000.0,12818000.0,6718000.0
Other Current Liab,724057000.0,427375000.0,229782000.0,114837000.0
Total Assets,2732533000.0,1404906000.0,433219000.0,217703000.0
Common Stock,112000.0,106000.0,24000.0,22000.0
Other Current Assets,85416000.0,49494000.0,29952000.0,17752000.0
Retained Earnings,-730116000.0,-637487000.0,-519126000.0,-378948000.0
Other Liab,227091000.0,169203000.0,81680000.0,54300000.0
Good Will,83566000.0,7722000.0,7947000.0,8421000.0
Treasury Stock,2319000.0,1009000.0,98000.0,970000.0
Other Assets,135018000.0,87943000.0,19101000.0,13181000.0
Cash,1918608000.0,264798000.0,88408000.0,63179000.0
Total Current Liabilities,863553000.0,493096000.0,281420000.0,165890000.0
Other Stockholder Equity,2319000.0,1009000.0,98000.0,970000.0
Property Plant Equipment,183998000.0,122678000.0,62235000.0,30854000.0
Total Current Assets,2292274000.0,1171636000.0,331388000.0,153611000.0
Long Term Investments,2500000.0,1000000.0,,
Net Tangible Assets,751831000.0,720458000.0,-508288000.0,-389531000.0
Net Receivables,239199000.0,164987000.0,92476000.0,59812000.0
Long Term Debt,738029000.0,,,15971000.0
Accounts Payable,12065000.0,1345000.0,6855000.0,12261000.0
Short Term Investments,,647266000.0,103247000.0,2593000.0
