,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1318000000.0,1309000000.0,1244000000.0,1272000000.0
Capital Surplus,3133000000.0,3374000000.0,3627000000.0,3151000000.0
Total Liab,61055000000.0,60313000000.0,56930000000.0,55020000000.0
Total Stockholder Equity,17860000000.0,19119000000.0,18518000000.0,19204000000.0
Minority Interest,1321000000.0,2811000000.0,2868000000.0,5362000000.0
Deferred Long Term Liab,3068000000.0,2840000000.0,2513000000.0,212000000.0
Other Current Liab,5119000000.0,4583000000.0,4183000000.0,4029000000.0
Total Assets,80236000000.0,82243000000.0,78316000000.0,79586000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,4838000000.0,4574000000.0,4820000000.0,4674000000.0
Retained Earnings,14150000000.0,15823000000.0,15773000000.0,16096000000.0
Other Liab,22528000000.0,21675000000.0,19345000000.0,17394000000.0
Good Will,785000000.0,767000000.0,665000000.0,659000000.0
Treasury Stock,574000000.0,-81000000.0,-885000000.0,-46000000.0
Other Assets,4858000000.0,4409000000.0,4033000000.0,1680000000.0
Cash,478000000.0,336000000.0,405000000.0,472000000.0
Total Current Liabilities,28043000000.0,26488000000.0,26226000000.0,26373000000.0
Deferred Long Term Asset Charges,43000000.0,37000000.0,37000000.0,25000000.0
Short Long Term Debt,35000000.0,75000000.0,15000000.0,280000000.0
Other Stockholder Equity,581000000.0,-68000000.0,-880000000.0,-26000000.0
Property Plant Equipment,10821000000.0,16141000000.0,15511000000.0,15427000000.0
Total Current Assets,13027000000.0,12692000000.0,12391000000.0,13909000000.0
Long Term Investments,49427000000.0,46925000000.0,44472000000.0,46639000000.0
Net Tangible Assets,16465000000.0,17705000000.0,17242000000.0,17907000000.0
Short Term Investments,4674000000.0,4628000000.0,3869000000.0,4646000000.0
Net Receivables,2995000000.0,3101000000.0,3140000000.0,2939000000.0
Long Term Debt,10042000000.0,11443000000.0,11345000000.0,11235000000.0
Accounts Payable,22706000000.0,21720000000.0,21984000000.0,22004000000.0
