,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-101000000.0,693000000.0,-465000000.0,-112000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1414000000.0,-671000000.0,-1444000000.0,-2655000000.0
Net Borrowings,933000000.0,120000000.0,-178000000.0,656000000.0
Total Cash From Financing Activities,-198000000.0,-1144000000.0,-2835000000.0,201000000.0
Change To Operating Activities,1381000000.0,169000000.0,272000000.0,17000000.0
Net Income,-931000000.0,932000000.0,636000000.0,1164000000.0
Change In Cash,142000000.0,-69000000.0,-67000000.0,145000000.0
Repurchase Of Stock,-923000000.0,-1051000000.0,-1026000000.0,-216000000.0
Effect Of Exchange Rate,9000000.0,5000000.0,-10000000.0,9000000.0
Total Cash From Operating Activities,1745000000.0,1741000000.0,4222000000.0,2590000000.0
Depreciation,734000000.0,943000000.0,912000000.0,874000000.0
Other Cashflows From Investing Activities,-127000000.0,-206000000.0,-60000000.0,-373000000.0
Dividends Paid,-70000000.0,-76000000.0,-80000000.0,-84000000.0
Change To Account Receivables,-425000000.0,114000000.0,-131000000.0,93000000.0
Other Cashflows From Financing Activities,-138000000.0,-137000000.0,-1551000000.0,-155000000.0
Change To Netincome,1557000000.0,77000000.0,831000000.0,334000000.0
Capital Expenditures,-710000000.0,-1041000000.0,-995000000.0,-1031000000.0
