,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,55600000.0,85200000.0,71700000.0,69100000.0
Change To Liabilities,-11800000.0,-19900000.0,5400000.0,-20000000.0
Total Cashflows From Investing Activities,-141100000.0,-89100000.0,309600000.0,-54200000.0
Net Borrowings,101900000.0,-210400000.0,-32500000.0,-25000000.0
Total Cash From Financing Activities,13500000.0,-384900000.0,-329300000.0,-102700000.0
Change To Operating Activities,-12000000.0,-23100000.0,-10500000.0,-1400000.0
Net Income,-99100000.0,214500000.0,185900000.0,119600000.0
Change In Cash,91600000.0,-290400000.0,176100000.0,17700000.0
Repurchase Of Stock,-44400000.0,-131300000.0,-306600000.0,-80400000.0
Effect Of Exchange Rate,400000.0,900000.0,-7400000.0,4200000.0
Total Cash From Operating Activities,218800000.0,182700000.0,203200000.0,170400000.0
Depreciation,84000000.0,72100000.0,65300000.0,57400000.0
Other Cashflows From Investing Activities,1600000.0,-46600000.0,332000000.0,-2400000.0
Dividends Paid,-39200000.0,-35600000.0,-8600000.0,-8600000.0
Change To Inventory,-7700000.0,-7200000.0,-8900000.0,3600000.0
Change To Account Receivables,12700000.0,-1100000.0,13200000.0,-37100000.0
Other Cashflows From Financing Activities,-4800000.0,-7600000.0,-7600000.0,-600000.0
Change To Netincome,217500000.0,-46900000.0,-54700000.0,67100000.0
Capital Expenditures,-55400000.0,-71300000.0,-71900000.0,-89700000.0
Issuance Of Stock,,,18400000.0,3300000.0
