Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-10-13,54.150001525878906,54.150001525878906,53.20000076293945,53.29999923706055,51.8167610168457,217600,AWI,0.9409006678935024,1.161350946626016,1.0590996265824306,1.0098252549340063,-0.0689245870405041,0.0531014482387408,-0.0177909772611863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,53.29999923706055,53.54999923706055,53.04999923706055,53.34999847412109,51.86537170410156,130000,AWI,0.9381442426984724,1.1593252259676163,1.0468603865375286,1.0047827275420922,-0.0666384848436197,0.0442634608259087,-0.0387336108226779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,53.400001525878906,53.59999847412109,53.0,53.29999923706055,51.8167610168457,189100,AWI,0.9455909333215934,1.166979559615659,1.0506567807169502,1.016827126331923,-0.0712361930103296,0.0459837894463426,-0.03628150559785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,53.34999847412109,53.59999847412109,53.04999923706055,53.09999847412109,51.62232208251953,134300,AWI,0.9491525649175072,1.1977402223775355,1.0546141498654866,1.016900814218988,-0.0677482493014807,0.081156498280229,-0.0213811945591686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,52.95000076293945,53.79999923706055,52.790000915527344,53.5,52.01118850708008,178200,AWI,1.0065421186568906,1.1962619461435142,1.0672899127876423,1.0195478153138224,-0.0130056966569318,0.0797110438043127,-0.0105436285301818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,53.95000076293945,54.45000076293945,53.47999954223633,53.54999923706055,52.0598030090332,349700,AWI,1.0074696832638868,1.197946020290661,1.0662932557787643,1.0187296628598663,-0.0112599795959795,0.0810204945131165,0.0008192465543002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,53.84999847412109,54.20000076293945,53.59999847412109,53.79999923706055,52.3028450012207,833900,AWI,1.042750948754044,1.1672865273315487,1.0622677163539576,1.0231439317955078,0.0196070169585362,0.0530483743668666,-0.0061894355116309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,53.75,54.29999923706055,53.68000030517578,53.900001525878906,52.40006637573242,306800,AWI,1.0538033975951275,1.173469280041595,1.0630797977601494,1.023176662025299,0.0306267355698282,0.0726763961952003,-0.0163010225377038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,53.650001525878906,53.900001525878906,52.04999923706055,52.84999847412109,51.37928771972656,430900,AWI,1.0823084688047286,1.1863765308374068,1.0908229792589852,1.028738706809164,0.0535697619955646,0.0781627092828411,-0.0029982830263193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,53.20000076293945,53.58000183105469,53.0,53.54999923706055,52.0598030090332,636000,AWI,1.101774178006934,1.1830065072123035,1.0877684119742086,1.0357335667629224,0.0660406112440115,0.0786379765248621,-0.0032536223466526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,53.54999923706055,53.79999923706055,52.900001525878906,53.54999923706055,52.0598030090332,1042200,AWI,1.1167133979841235,1.1736694031324455,1.079365201490566,1.0327543330408862,0.0839590649432373,0.0952504495364048,-0.0167635972445037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,53.09999847412109,53.75,50.09999847412109,50.79999923706055,49.38632583618164,946800,AWI,1.180118394951959,1.2155512964331434,1.1466536189525232,1.0448229351223306,0.1352954598296283,0.1694403628606646,0.0362641265576562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,51.59999847412109,52.52999877929688,50.95000076293945,51.09999847412109,49.677982330322266,1068600,AWI,1.168297564614635,1.2074363509802242,1.152641927206815,1.0378093145840102,0.1304882500306248,0.1537799825657329,0.0450619760783914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,51.650001525878906,51.900001525878906,51.04999923706055,51.5,50.066856384277344,683200,AWI,1.161164964510497,1.1834951068692787,1.1427184079880983,1.0388512590749122,0.1223137054355849,0.1289110885174289,0.0332758017290297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,51.45000076293945,51.58000183105469,50.34999847412109,51.25,49.82380676269531,469100,AWI,1.1385365850670686,1.1414635404974744,1.1404879652510846,1.0310647944789963,0.1074717905880722,0.123417198377475,0.0359859539655025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,51.04999923706055,52.34999847412109,51.04999923706055,51.34999847412109,49.9210319519043,644000,AWI,1.1275559643568536,1.1518986858135245,1.1509250105776954,1.0262436118253355,0.1013123525315178,0.126262280245772,0.0431146918883291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,51.5,52.02999877929688,51.29999923706055,51.79999923706055,50.35850524902344,315400,AWI,1.1409267201871347,1.1544401333820158,1.1563707183751757,1.0311845275729687,0.1097421926141659,0.1183292041795713,0.0506424340390689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,51.79999923706055,51.83000183105469,50.650001525878906,51.150001525878906,49.72659683227539,319500,AWI,1.1720430371487034,1.1661779126877014,1.1906158162050808,1.0414917955670933,0.1305512415816101,0.1202681026600354,0.0787894571100107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,51.09999847412109,51.20000076293945,50.29999923706055,50.900001525878906,49.48355102539063,281400,AWI,1.1787819839566025,1.1876226890668198,1.1915520540840232,1.0390384642435906,0.1397435197130119,0.1266179259690811,0.0768987486826715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,50.650001525878906,51.29999923706055,50.34999847412109,51.0,49.58076477050781,593800,AWI,1.168627484169789,1.1950981357666592,1.1843138959630075,1.0401272810196784,0.1285002031501105,0.1195232830325669,0.071634903136684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,51.0,51.5,50.70000076293945,51.150001525878906,49.72659683227539,406400,AWI,1.1476050569179048,1.210166154361668,1.187683138904451,1.0393664161720684,0.1082386407458364,0.1342729057212501,0.074345178549523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,51.04999923706055,51.25,50.29999923706055,50.54999923706055,49.14329528808594,381800,AWI,1.1632046897292632,1.2087041300605,1.2027693124535226,1.0305050740272153,0.1326996157020479,0.1420369152941791,0.0911367516229157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,50.400001525878906,50.75,49.84999847412109,50.150001525878906,48.754425048828125,350700,AWI,1.1794615779442097,1.2123627224842497,1.21934185035538,1.043144349882203,0.1363172280620066,0.1474219400414274,0.105689629517129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,49.95000076293945,50.150001525878906,49.25,50.04999923706055,48.65719985961914,311200,AWI,1.191808387376028,1.220779332778422,1.2177823573504534,1.0570826794517585,0.1347257079242694,0.1528296145048249,0.1071542579198054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,50.20000076293945,50.95000076293945,50.20000076293945,50.400001525878906,48.99745941162109,243600,AWI,1.1805557134281972,1.219246145593524,1.2202383297299446,1.0412088647392546,0.1393468486889426,0.1487669332559058,0.1080236189667964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,50.34999847412109,50.79999923706055,49.95000076293945,50.400001525878906,48.99745941162109,452400,AWI,1.183531954417454,1.1726192524518488,1.202380961649405,1.0392013474275237,0.1443306069899304,0.0972982047728834,0.1024415897317292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,51.650001525878906,55.150001525878906,51.59999847412109,53.84999847412109,52.3514518737793,2148800,AWI,1.1216343881304196,1.097493234109749,1.1420615072452829,1.0381241126825425,0.0835102754478771,0.0397836734808902,0.0348935554561511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,54.34999847412109,54.790000915527344,53.0,53.95000076293945,52.448673248291016,720900,AWI,1.1158479770137766,1.1177016249421323,1.1510658330124033,1.03199537924298,0.0838525977707964,0.0751000851386856,0.0454963677929987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,54.54999923706055,56.52999877929688,54.20000076293945,56.09999847412109,54.538841247558594,520200,AWI,1.065062464022248,1.076648996330007,1.1176471616832306,1.0328322263084138,0.0322302377138341,0.0421453500116273,0.0080231229872203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,56.34999847412109,57.25,56.150001525878906,56.79999923706055,55.21936798095703,303000,AWI,1.0563380310879968,1.052816822109415,1.1135561744435016,1.032019884081241,0.0243181470067561,0.0101058001147062,-0.0034688970457346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,56.70000076293945,57.34999847412109,56.400001525878906,57.20000076293945,55.60823822021485,798900,AWI,1.0524474037353524,1.0594403680335664,1.111887977567415,1.0369551897736955,0.0154922139616566,0.0024091312431981,-0.0051795179183844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,57.5,59.04999923706055,57.25,59.0,57.35814666748047,864100,AWI,1.026271184524385,1.0364405809115054,1.0999999068907125,1.020376345675996,0.005894838848389,-0.0169725988418789,-0.0113993431404222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,59.0,59.900001525878906,58.400001525878906,59.79999923706055,58.13587951660156,622600,AWI,1.0284282018365911,0.9916388297826269,1.068562002607354,1.026253639124301,0.0021745627122902,-0.0624145248725829,-0.0437222608348633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,59.84999847412109,60.09999847412109,58.900001525878906,59.95000076293945,58.28171157836914,678700,AWI,1.045871500185133,0.9874894956546258,1.0809007552656231,1.0246409570196735,0.0212305431654595,-0.0619356868192224,-0.029900946668312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,59.84999847412109,60.25,58.20000076293945,59.70000076293945,58.038665771484375,617400,AWI,1.0552763918181145,1.0259631477575848,1.064488992334149,1.029880242563007,0.0253961492551075,-0.0422771279337568,-0.0446749383342417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,60.0,60.04999923706055,59.59999847412109,59.79999923706055,58.13587951660156,718000,AWI,1.0627089734810535,1.0158862496597765,1.0618729483230025,1.036157586789428,0.0265513866916256,-0.0547250482937822,-0.0555377741321074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,59.59999847412109,59.75,58.150001525878906,58.34999847412109,56.72622680664063,418100,AWI,1.093402078216919,1.0128536210091967,1.1096829683587035,1.0465343935592823,0.0468676846576365,-0.0585560340160096,-0.0153422406961603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,58.09999847412109,58.45000076293945,57.75,57.900001525878906,56.28875732421875,500600,AWI,1.1010361377523084,1.0164075588109325,1.1088082891020186,1.048372731047773,0.0526634067045352,-0.0527317857753908,-0.0191740659790273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,58.04999923706055,59.400001525878906,57.880001068115234,59.09999847412109,57.45536422729492,635100,AWI,1.0600676064574637,0.9771572422785154,1.082910297784847,1.0387885930282448,0.0212790134292188,-0.0798615706302586,-0.0317007049981596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,59.34999847412109,60.20000076293945,58.70000076293945,59.95000076293945,58.28171157836914,782000,AWI,1.0583818081723104,0.9566303650541056,1.0758965011652877,1.0447156071702373,0.0136662010020731,-0.100351672237179,-0.0379293665389812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,59.84999847412109,60.54999923706055,59.650001525878906,60.0,58.33031845092773,1035500,AWI,1.0466667752276628,0.949166575272696,1.0524999014122285,1.0484619827112251,-0.0017952074835623,-0.0954569445619549,-0.0519512900286907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,60.04999923706055,60.59999847412109,59.5,59.59999847412109,57.941444396972656,529600,AWI,1.0436243276549704,0.9563759356934708,1.0629194070815189,1.0415757419863072,0.0020485856686631,-0.0924112711551222,-0.044577064847916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,59.45000076293945,59.900001525878906,58.59999847412109,58.70000076293945,57.06649398803711,433200,AWI,1.0587733433941822,0.9752980670188632,1.0630322696958128,1.0495576207370112,0.0092157226571709,-0.073577725136526,-0.0274619418422876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,58.70000076293945,59.34999847412109,58.54999923706055,58.79999923706055,57.16371154785156,740600,AWI,1.055271948366927,0.9617345842450152,1.066326511545717,1.0539026313731312,0.0013693169937958,-0.0689919084898599,-0.0341256527659481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,59.0,59.79999923706055,59.0,59.150001525878906,57.50397109985352,980800,AWI,1.0464919779803017,0.9442096264236378,1.0456466331053982,1.0520989179928428,-0.0056069400125411,-0.0565135711891334,-0.0281879284662012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,59.34999847412109,60.150001525878906,59.34999847412109,59.650001525878906,57.99005889892578,247300,AWI,1.0368817502936831,0.9572505684544392,1.045263879556993,1.049480051520865,-0.0125983012271819,-0.0586429199525455,-0.0261284963564074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,59.70000076293945,59.75,59.25,59.5,57.84423065185547,248000,AWI,1.045378255890223,0.9436974322185656,1.0621849098606273,1.0585213557872055,-0.0131430998969828,-0.0609095360738183,-0.0153898036065267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,59.70000076293945,59.84999847412109,59.34999847412109,59.650001525878906,57.99005889892578,445100,AWI,1.0662194987338955,0.9354567560857812,1.0729253731775283,1.0561912314345747,0.0100282672993208,-0.0666706241576762,-0.0075306827529377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,60.0,61.5,59.650001525878906,60.400001525878906,58.71918869018555,530500,AWI,1.0596026098554767,0.9321190838649264,1.0711917319192252,1.054691754118366,0.0049108557371106,-0.0818773045434752,-0.0071987097576826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,60.5,60.5,59.95000076293945,60.20000076293945,58.52474594116211,391000,AWI,1.0656147725012874,0.9127907207909106,1.086378874183275,1.0628648969920689,0.0027498755092187,-0.0783471794143646,-0.0017639401756495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,60.29999923706055,60.29999923706055,59.45000076293945,59.75,58.08727264404297,346600,AWI,1.0510461850251165,0.9246863021048476,1.0979078926370718,1.054562443450246,-0.0035162584251295,-0.0767250618868443,0.0009516550140666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,59.79999923706055,60.04999923706055,59.75,60.0,58.33031845092773,290300,AWI,1.0541665088935328,0.9316666081352863,1.1033331299449616,1.0427572783556516,0.0114092305378812,-0.0802811142738831,-0.0009477431467139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,60.0,60.20000076293945,59.650001525878906,60.20000076293945,58.52474594116211,198600,AWI,1.0415283337258312,0.9377078253158944,1.0905315511216302,1.039387058829826,0.0021412748960052,-0.0780361406421374,-0.0113818474564246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,60.25,60.84999847412109,60.20000076293945,60.54999923706055,58.865013122558594,235700,AWI,1.0462426228573316,0.9232039043205575,1.088356573182357,1.0452598484191695,0.000982774438162,-0.076840834320095,-0.0134244201224125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,60.95000076293945,61.54999923706055,59.95000076293945,61.5,59.78857803344727,364300,AWI,1.02195101363045,0.9081300284427888,1.0764225366113414,1.0173995405954512,0.0045514730349986,-0.0853785902858642,-0.0241732733449857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,61.900001525878906,62.84999847412109,61.59999847412109,62.70000076293945,60.95518112182617,541300,AWI,0.9848483966647548,0.8939392773092993,1.074959908404982,0.9765980219270426,0.0082503747377121,-0.1100095150145561,-0.0204885524805322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,62.84999847412109,63.59999847412109,62.52999877929688,63.0,61.24683380126953,549300,AWI,0.9793649399675748,0.8952380774426691,1.0642856742460056,0.9849127815791188,-0.005547841611544,-0.103118858876323,-0.0253091855371918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,63.0,63.95000076293945,62.900001525878906,63.54999923706055,61.78152084350586,319800,AWI,0.9590874219042084,0.8843432389736631,1.0700237810696758,0.9789917900086822,-0.0199043681044738,-0.1152835801079921,-0.0198655898187227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,63.400001525878906,64.0,62.79999923706055,63.79999923706055,62.02457427978516,338800,AWI,0.9169278391475192,0.8832286859822981,1.0815045109373855,0.942840182406444,-0.0259123432589247,-0.1084957984920187,-0.0058454947156689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,63.84999847412109,64.5999984741211,63.72999954223633,63.75,61.975955963134766,356700,AWI,0.9278432289783264,0.895686334854162,1.1003919891054297,0.9530778204901076,-0.0252345915117813,-0.105537912193253,0.0110941707545515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,63.900001525878906,63.900001525878906,62.45000076293945,62.650001525878906,60.90657043457031,397900,AWI,0.9545091621774172,0.916999200565792,1.08539515624542,0.966664672858564,-0.0121555106811467,-0.0962753774304162,-0.000389883214229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,62.79999923706055,63.54999923706055,62.29999923706055,63.45000076293945,61.684303283691406,351900,AWI,0.9401104626605656,0.910165508464042,1.0527977133202682,0.9609362737659176,-0.0208258111053519,-0.0947082613841087,-0.0222838928864528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,63.45000076293945,63.54999923706055,62.75,62.79999923706055,61.05240631103516,485800,AWI,0.962579388500325,0.8917196652296143,1.0573247985788017,0.9729510699723092,-0.0103716814719843,-0.1030055587747406,-0.0059402330665778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,63.0,63.09999847412109,61.56999969482422,62.20000076293945,60.46910095214844,363900,AWI,0.9799034319033294,0.8954981991736866,1.0675241104816342,0.9917823196316324,-0.0118788877283031,-0.1008148078953077,-0.014684179637157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,62.79999923706055,62.84999847412109,61.95000076293945,62.150001525878906,60.42048263549805,400000,AWI,0.9959775531924095,0.901045952339899,1.0852776274969669,0.9854883712686996,0.01048918192371,-0.086873845020357,0.0094492522085842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,62.29999923706055,62.29999923706055,61.900001525878906,62.04999923706055,60.32326126098633,326100,AWI,0.9846898648682404,0.8904111650759569,1.107171831248485,0.981540936006692,0.0031489288615483,-0.0893952381781686,0.0416539279197489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,62.0,62.650001525878906,61.650001525878906,61.900001525878906,60.17744445800781,946100,AWI,0.9822292724078292,0.9119548484972192,1.0840063958796984,0.9694690060853024,0.0127602663225266,-0.0597571841789487,0.0381910325309624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,62.0,62.25,60.75,61.84999847412109,60.12883377075195,328700,AWI,0.987873874387126,0.9029911219811332,1.097817066460573,0.962138874344328,0.0257350000427981,-0.0702454779806065,0.0483728458719403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,61.54999923706055,62.20000076293945,61.29999923706055,62.20000076293945,60.46910095214844,307800,AWI,0.9879419834399176,0.9003214941168128,1.0924435950110312,0.9712482450100663,0.0166937384298511,-0.0686096907217829,0.050188889874257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,62.34999847412109,63.900001525878906,62.34999847412109,63.59999847412109,61.83013153076172,367700,AWI,0.9292453825479852,0.8805032428251083,1.0864780097329791,0.9795485186833895,-0.0503031361354043,-0.08240820598598,0.0329489016213842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,63.75,64.25,62.650001525878906,64.0,62.2190055847168,371800,AWI,0.9234375202134056,0.8921874646504895,1.0867187984259554,0.966216685842239,-0.0427791656288333,-0.0721387863207563,0.0308260064586904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
