,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Investments,-213000.0,9871000.0,-15812000.0,-162947000.0
Change To Liabilities,40983000.0,95627000.0,-80253000.0,35274000.0
Total Cashflows From Investing Activities,-17940000.0,-13855000.0,-34323000.0,-183817000.0
Net Borrowings,-2512000.0,-2494000.0,-2434000.0,-2406000.0
Total Cash From Financing Activities,-22351000.0,-37204000.0,-20635000.0,-8468000.0
Change To Operating Activities,-9512000.0,4528000.0,-14566000.0,13154000.0
Issuance Of Stock,14809000.0,33000.0,13447000.0,82000.0
Net Income,238232000.0,103117000.0,55348000.0,65041000.0
Change In Cash,27454000.0,173736000.0,-59398000.0,-5107000.0
Repurchase Of Stock,-34648000.0,-34743000.0,-31648000.0,-6144000.0
Effect Of Exchange Rate,-1352000.0,-183000.0,2879000.0,-117000.0
Total Cash From Operating Activities,69097000.0,224978000.0,-7319000.0,187295000.0
Depreciation,33447000.0,32982000.0,32830000.0,33122000.0
Other Cashflows From Investing Activities,-2088000.0,7057000.0,2357000.0,464000.0
Change To Inventory,28113000.0,-15914000.0,-51020000.0,14524000.0
Change To Account Receivables,-162969000.0,-19042000.0,18862000.0,-10611000.0
Change To Netincome,-99197000.0,23680000.0,31480000.0,36791000.0
Capital Expenditures,-15639000.0,-30783000.0,-20868000.0,-21334000.0
