Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,63.75,64.1500015258789,63.04999923706055,63.900001525878906,61.94639205932617,185500,CHH,1.0915495069701564,1.21225540562385,1.2690184510934408,1.0206479989635429,0.0709015080066135,0.1219950169014039,0.1797252521022379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.75,64.72000122070312,63.70000076293945,63.75,61.80097579956055,171700,CHH,1.0941178975918098,1.2072429957739623,1.2861991925684946,1.012478214064533,0.0816396835272768,0.1185354400125626,0.1970683140915607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,63.70000076293945,64.1500015258789,63.34999847412109,63.84999847412109,61.89791870117188,213500,CHH,1.0931872516049383,1.2556076086479566,1.2534778390067205,1.0113391723313174,0.0818480792736209,0.1656442336430545,0.1716771967861483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,63.95000076293945,64.19999694824219,63.70000076293945,64.0,62.04332733154297,99200,CHH,1.0906251894488328,1.2416974221924038,1.2780328629243238,1.0126829906128405,0.0779421988359923,0.1532137351708373,0.1880734963276598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.0,65.0999984741211,64.0,64.94999694824219,62.96429061889648,98100,CHH,1.136258837925855,1.2235354175291209,1.272497985697193,1.0121464877707815,0.1241123501550733,0.1407349418460082,0.1745762369259338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.80000305175781,65.55000305175781,64.75,65.44999694824219,63.44899368286133,94400,CHH,1.1275786665278242,1.2218490566786429,1.2612410450139613,1.0081446760609294,0.1194339904668948,0.1269058338516067,0.1606679785781977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,65.5,66.6500015258789,65.44999694824219,66.5999984741211,64.56385040283203,114800,CHH,1.102852663269173,1.212796009885007,1.2304041364545024,1.0143616235707735,0.0884910396983995,0.1090805849323544,0.1319219902778055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,66.80000305175781,67.80000305175781,65.94999694824219,66.75,64.70926666259766,148900,CHH,1.0943820208822113,1.2010566907812974,1.217848269418892,1.008797349947511,0.0855846709347003,0.1082060146373518,0.1285509567249363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,66.80000305175781,67.55000305175781,66.69999694824219,67.19999694824219,65.14550018310547,152900,CHH,1.1026786001840316,1.214651299704137,1.2044563660422936,1.0091988628593096,0.093479737324722,0.1134190919614306,0.1163593158492999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,67.05000305175781,67.9000015258789,67.0,67.3499984741211,65.29090881347656,146000,CHH,1.1002228373847982,1.205990551320957,1.206999103742663,1.0112728774332036,0.0889499599515946,0.1073056254976043,0.1309640027775336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
