Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,11210000000.0,11260000000.0,11313000000.0,11336000000.0
Total Liab,20381000000.0,19618000000.0,19326000000.0,17074000000.0
Total Stockholder Equity,8062000000.0,7934000000.0,8250000000.0,9354000000.0
Minority Interest,4097000000.0,4222000000.0,4505000000.0,5182000000.0
Other Current Liab,1629000000.0,2109000000.0,2141000000.0,2114000000.0
Total Assets,32540000000.0,31774000000.0,32081000000.0,31610000000.0
Common Stock,8062000000.0,7934000000.0,8250000000.0,9354000000.0
Other Current Assets,350000000.0,235000000.0,225000000.0,214000000.0
Other Liab,2788000000.0,2712000000.0,2805000000.0,2719000000.0
Good Will,15110000000.0,15088000000.0,15082000000.0,15820000000.0
Other Assets,1556000000.0,1672000000.0,1591000000.0,1246000000.0
Cash,1542000000.0,1030000000.0,996000000.0,137000000.0
Total Current Liabilities,4438000000.0,3737000000.0,3996000000.0,3271000000.0
Short Long Term Debt,1515000000.0,514000000.0,475000000.0,1000000.0
Property Plant Equipment,1082000000.0,1087000000.0,1316000000.0,1289000000.0
Total Current Assets,2547000000.0,1876000000.0,1893000000.0,933000000.0
Long Term Investments,1035000000.0,791000000.0,886000000.0,986000000.0
Net Tangible Assets,-18258000000.0,-18414000000.0,-18145000000.0,-17802000000.0
Net Receivables,655000000.0,611000000.0,672000000.0,582000000.0
Long Term Debt,13155000000.0,13169000000.0,12525000000.0,11084000000.0
Accounts Payable,1294000000.0,1114000000.0,1380000000.0,1156000000.0
Investments,-56000000.0,-5000000.0,-5000000.0,-5000000.0
Change To Liabilities,48000000.0,-339000000.0,122000000.0,-65000000.0
Total Cashflows From Investing Activities,-160000000.0,-75000000.0,-395000000.0,-74000000.0
Net Borrowings,954000000.0,498000000.0,1568000000.0,-1501000000.0
Total Cash From Financing Activities,68000000.0,-166000000.0,710000000.0,-2125000000.0
Change To Operating Activities,-148000000.0,58000000.0,-118000000.0,-54000000.0
Net Income,337000000.0,-11000000.0,-885000000.0,12000000.0
Change In Cash,512000000.0,30000000.0,860000000.0,-1787000000.0
Repurchase Of Stock,-159000000.0,-128000000.0,-146000000.0,-106000000.0
Total Cash From Operating Activities,604000000.0,271000000.0,545000000.0,412000000.0
Depreciation,150000000.0,149000000.0,141000000.0,142000000.0
Other Cashflows From Investing Activities,-4000000.0,8000000.0,2000000.0,12000000.0
Other Cashflows From Financing Activities,-727000000.0,-536000000.0,-712000000.0,-518000000.0
Change To Netincome,217000000.0,414000000.0,1285000000.0,377000000.0
Capital Expenditures,-86000000.0,-78000000.0,-120000000.0,-81000000.0
