Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Minority Interest,Deferred Long Term Asset Charges,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,36.59000015258789,37.09999847412109,36.20000076293945,36.68999862670898,36.68999862670898,5125400,HOLX,1.031616241232772,1.1929681683307751,1.0021804806227617,1.0206479989635429,0.0109682422692292,0.1027077796083291,-0.0871127183684412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,36.83000183105469,37.02000045776367,36.65999984741211,37.02000045776367,37.02000045776367,4157800,HOLX,1.0318746701940766,1.1880064559267998,1.0008103397873025,1.012478214064533,0.0193964561295436,0.0992989001654001,-0.0883205386896313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,37.20000076293945,37.7400016784668,37.150001525878906,37.70000076293945,37.70000076293945,4134500,HOLX,1.0190980740433735,1.178249264456564,0.981962856991657,1.0113391723313174,0.007758901712056,0.088285889451662,-0.0998377852289151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,37.72999954223633,38.060001373291016,37.65999984741211,37.77999877929688,37.77999877929688,3329300,HOLX,1.047114945778388,1.1704606312728445,0.9976177830731636,1.0126829906128405,0.0344319551655474,0.0819769442512781,-0.0923415835235004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,37.880001068115234,38.27000045776367,37.709999084472656,37.790000915527344,37.790000915527344,2628200,HOLX,1.0336067855780826,1.1526859041538913,1.023286510508032,1.0121464877707815,0.021460297807301,0.0698854284707786,-0.0746352382632271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,37.84999847412109,37.970001220703125,37.61000061035156,37.68999862670898,37.68999862670898,3022700,HOLX,1.0480233865545532,1.1554789287309468,1.0390024217103957,1.0081446760609294,0.0398787104936237,0.0605357059039106,-0.0615706447253678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,37.380001068115234,37.540000915527344,36.59000015258789,36.88999938964844,36.88999938964844,2677200,HOLX,1.071835228238646,1.1848739443660157,1.0466251355153389,1.0143616235707735,0.0574736046678725,0.081158519413363,-0.051857010661358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,36.70000076293945,37.02000045776367,36.66999816894531,36.86000061035156,36.86000061035156,2428700,HOLX,1.075691830421289,1.1869234746489257,1.0390667011086423,1.008797349947511,0.0668944804737781,0.09407279850498,-0.0502306115853132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,36.68999862670898,36.91999816894531,36.43999862670898,36.65999984741211,36.65999984741211,2746500,HOLX,1.0630114943509494,1.200218226490419,1.048281518416008,1.0091988628593096,0.0538126314916398,0.0989860187477127,-0.0398155317769857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,36.650001525878906,36.66999816894531,36.43000030517578,36.560001373291016,36.560001373291016,1750800,HOLX,1.1115973157303565,1.199398162664069,1.056345664147012,1.0112728774332036,0.1003244382971528,0.1007132368407164,-0.0196894368181175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,36.5,36.59000015258789,36.22999954223633,36.27999877929688,36.27999877929688,2590500,HOLX,1.0920617493100315,1.1979051969889545,1.0708379212044177,1.0098252549340063,0.0822364943760249,0.0896556986016794,-0.0060526826391993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,36.310001373291016,36.459999084472656,35.779998779296875,35.900001525878906,35.900001525878906,5243300,HOLX,1.0933147167613966,1.2044568200727448,1.091921980412221,1.0047827275420922,0.0885319892193043,0.0893950549310371,0.0063279830520146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,35.90999984741211,36.880001068115234,35.7599983215332,36.810001373291016,36.810001373291016,4381400,HOLX,1.0790545976323591,1.16680247651671,1.069274630315847,1.016827126331923,0.062227471300436,0.0458067063473937,-0.0176636559989533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,36.86000061035156,37.18999862670898,36.77000045776367,36.88999938964844,36.88999938964844,2647200,HOLX,1.0832203780324725,1.1629168402186776,1.0515045149719373,1.016900814218988,0.0663195638134845,0.0463331161213711,-0.0244908294527179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,36.77999877929688,37.15999984741211,36.77999877929688,37.08000183105469,37.08000183105469,2029200,HOLX,1.083872617100295,1.1569579128216207,1.0687702025657644,1.0195478153138224,0.0643248017864726,0.0404070104824192,-0.0090633387520597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,37.22999954223633,37.369998931884766,36.93999862670898,37.0099983215332,37.0099983215332,2339600,HOLX,1.0970008191137677,1.172115726438059,1.0710619072518317,1.0187296628598663,0.0782711562539013,0.0551902006605145,0.0055878980273675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,37.15999984741211,37.61000061035156,37.040000915527344,37.20000076293945,37.20000076293945,1653200,HOLX,1.098924737357586,1.17607524469693,0.9922042766242022,1.0231439317955078,0.0757808055620781,0.0618370917322479,-0.0762528752413863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,37.15999984741211,37.22999954223633,36.84999847412109,37.040000915527344,37.040000915527344,1810900,HOLX,1.1034016717518995,1.1644168467078773,1.0240280606816978,1.023176662025299,0.0802250097266001,0.0636239628614827,-0.0553527596161553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,36.84000015258789,37.11000061035156,36.75,37.02999877929688,37.02999877929688,1742800,HOLX,1.1009992385027512,1.153119151243737,0.9970294190122126,1.028738706809164,0.0722605316935871,0.0449053296891714,-0.0967918432730918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,37.119998931884766,37.52999877929688,36.90999984741211,37.130001068115234,37.130001068115234,1978000,HOLX,1.0894155561356882,1.146781594563959,0.9948827784556834,1.0357335667629224,0.0536819893727658,0.0424130638765176,-0.0961392558651778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,37.130001068115234,37.43000030517578,36.88999938964844,37.2400016784668,37.2400016784668,2953400,HOLX,1.1350697785334785,1.1288936364317097,0.991138511917804,1.0327543330408862,0.1023154454925923,0.050474682835669,-0.1049902868172656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,37.04999923706055,37.27000045776367,36.70000076293945,37.209999084472656,37.209999084472656,2666100,HOLX,1.1212040378176855,1.083042199102803,1.0263369945269702,1.0448229351223306,0.0763811026953549,0.0369312655303242,-0.0840524978678967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,37.27000045776367,37.869998931884766,37.150001525878906,37.84999847412109,37.84999847412109,2932900,HOLX,1.0792602409759982,1.0671070282146513,1.0108322289020022,1.0378093145840102,0.041450926391988,0.01345065980016,-0.0967477222264212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,37.9900016784668,38.52000045776367,37.869998931884766,38.20000076293945,38.20000076293945,3508900,HOLX,1.0955496763948434,1.058900522383834,1.002617761050364,1.0388512590749122,0.0566984173199311,0.0043165040319841,-0.1068248452087046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
