,Unnamed: 0,2021-06-26,2021-03-27,2020-12-26,2020-09-26
0,Intangible Assets,1800800000.0,1447600000.0,1244800000.0,1307500000.0
1,Capital Surplus,5936200000.0,5927100000.0,5895300000.0,5904800000.0
2,Total Liab,4713500000.0,4249000000.0,4281700000.0,4488500000.0
3,Total Stockholder Equity,3877100000.0,3794400000.0,3267900000.0,2705200000.0
4,Other Current Liab,225700000.0,212400000.0,199800000.0,311400000.0
5,Total Assets,8590600000.0,8044000000.0,7550700000.0,7195800000.0
6,Common Stock,3000000.0,3000000.0,3000000.0,2900000.0
7,Other Current Assets,63100000.0,86500000.0,30700000.0,50000000.0
8,Retained Earnings,-30500000.0,-298900000.0,-918800000.0,-1573200000.0
9,Other Liab,561400000.0,503000000.0,499800000.0,429300000.0
10,Good Will,3264200000.0,2857200000.0,2663300000.0,2657900000.0
11,Treasury Stock,-2031600000.0,-1836800000.0,-1711600000.0,-1629300000.0
12,Other Assets,556300000.0,543200000.0,531800000.0,424500000.0
13,Cash,827600000.0,816400000.0,868700000.0,701000000.0
14,Total Current Liabilities,1464600000.0,1036400000.0,1056000000.0,1239300000.0
15,Short Long Term Debt,471700000.0,85900000.0,86000000.0,324900000.0
16,Other Stockholder Equity,-42200000.0,-35800000.0,-30700000.0,-49700000.0
17,Property Plant Equipment,551100000.0,533600000.0,514500000.0,572200000.0
18,Total Current Assets,2418200000.0,2662400000.0,2596300000.0,2222300000.0
19,Net Tangible Assets,-1187900000.0,-510400000.0,-640200000.0,-1260200000.0
20,Net Receivables,943200000.0,1212300000.0,1216100000.0,1028900000.0
21,Long Term Debt,2664600000.0,2686000000.0,2709100000.0,2736900000.0
22,Inventory,502900000.0,456200000.0,420200000.0,395100000.0
23,Accounts Payable,208400000.0,225100000.0,184300000.0,178800000.0
24,Minority Interest,,600000.0,1100000.0,2100000.0
25,Deferred Long Term Asset Charges,,,,15500000.0
26,Long Term Investments,,,,11400000.0
0,Change To Liabilities,-7600000.0,45500000.0,-5900000.0,59700000.0
1,Total Cashflows From Investing Activities,-758400000.0,-478200000.0,-49900000.0,-137900000.0
2,Net Borrowings,300600000.0,-19100000.0,-290100000.0,-259900000.0
3,Total Cash From Financing Activities,109600000.0,-129200000.0,-428200000.0,-350900000.0
4,Change To Operating Activities,36900000.0,-126600000.0,39800000.0,59300000.0
5,Issuance Of Stock,6000000.0,10300000.0,23300000.0,10900000.0
6,Net Income,268400000.0,619900000.0,654400000.0,494900000.0
7,Change In Cash,11200000.0,-52300000.0,167700000.0,-43200000.0
8,Repurchase Of Stock,-188500000.0,-120400000.0,-147700000.0,-101900000.0
9,Effect Of Exchange Rate,-2800000.0,2900000.0,-4200000.0,3600000.0
10,Total Cash From Operating Activities,662800000.0,552200000.0,650000000.0,442000000.0
11,Depreciation,101100000.0,95200000.0,92800000.0,94300000.0
12,Change To Inventory,-36400000.0,-24800000.0,-21200000.0,22700000.0
13,Change To Account Receivables,282900000.0,4100000.0,-175500000.0,-296600000.0
14,Other Cashflows From Financing Activities,-8500000.0,-8500000.0,-13700000.0,-13700000.0
15,Change To Netincome,-4800000.0,-5600000.0,56700000.0,900000.0
16,Capital Expenditures,-35100000.0,-34700000.0,-44800000.0,-58300000.0
17,Other Cashflows From Investing Activities,,-1900000.0,-200000.0,-200000.0
