,2021-07-17,2021-04-24,2021-01-02,2020-10-03
Change To Liabilities,28492000.0,11322000.0,-30283000.0,5896000.0
Total Cashflows From Investing Activities,-37854000.0,-19117000.0,-21405000.0,-16808000.0
Net Borrowings,-183000.0,-88701000.0,-44656000.0,-3039000.0
Total Cash From Financing Activities,-45881000.0,-135784000.0,-86978000.0,-45565000.0
Change To Operating Activities,7460000.0,-39284000.0,11461000.0,-4032000.0
Net Income,56358000.0,71655000.0,55824000.0,44347000.0
Change In Cash,41700000.0,-56906000.0,-18355000.0,26269000.0
Total Cash From Operating Activities,125435000.0,97995000.0,90028000.0,88642000.0
Depreciation,31619000.0,41386000.0,22079000.0,32162000.0
Other Cashflows From Investing Activities,3086000.0,6002000.0,4586000.0,4620000.0
Dividends Paid,-44539000.0,-42503000.0,-42322000.0,-42320000.0
Change To Inventory,1069000.0,-3297000.0,1453000.0,-4321000.0
Change To Account Receivables,-8710000.0,1761000.0,12477000.0,12305000.0
Other Cashflows From Financing Activities,-1159000.0,-3522000.0,-3522000.0,-206000.0
Change To Netincome,9147000.0,14452000.0,7717000.0,2285000.0
Capital Expenditures,-30992000.0,-27278000.0,-29659000.0,-21676000.0
Repurchase Of Stock,,-1058000.0,-1058000.0,-1058000.0
