Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day
2017-09-29,119.00333404541016,121.32666778564452,118.84333038330078,119.34666442871094,115.24153900146484,2349900,SHW,1.1036476214832778,1.1563281387630893,1.0901836147765973,1.0206479989635429,0.08299962251973492,0.06606775004064325,0.0008904157853943939
2017-10-02,119.27999877929688,119.90666961669922,118.5,119.80999755859376,115.68893432617188,2297100,SHW,1.1011048182553196,1.1757243342271415,1.0804346994575158,1.012478214064533,0.0886266041907866,0.08701677846574185,-0.008696179019417993
2017-10-03,124.91666412353516,125.74666595458984,122.48666381835938,124.79000091552734,120.49763488769533,6070500,SHW,1.047386434708259,1.135069019833396,1.0340447994176978,1.0113391723313174,0.03604726237694167,0.045105644828493885,-0.04775584280287437
2017-10-04,125.0,125.5566635131836,123.74333190917967,124.72333526611328,120.43328094482422,2115000,SHW,1.0613088739863992,1.1362382186460414,1.041254305948314,1.0126829906128405,0.048625883373558665,0.04775453162447496,-0.04870506064835012
2017-10-05,126.6866683959961,127.0,125.45999908447266,126.63333129882812,122.27757263183594,2491500,SHW,1.036957188813044,1.1067544942131378,1.0533354430845727,1.0121464877707815,0.024810701042262462,0.0239540185300251,-0.04458630568668642
2017-10-06,126.3499984741211,127.87999725341795,126.0,127.82333374023438,123.42665100097656,2153400,SHW,1.0274856040180549,1.1116872786856142,1.0499721284344488,1.0081446760609294,0.019340927957125498,0.016744055858578077,-0.05060093800131482
2017-10-09,127.66666412353516,127.83000183105467,126.5,127.33333587646484,122.9534912109375,1712100,SHW,1.0353665604352509,1.13559025450863,1.0416816830233262,1.0143616235707735,0.021004936864477353,0.031874829555977424,-0.05680046315337073
2017-10-10,127.3733367919922,127.77666473388672,126.49333190917967,127.15666961669922,122.78289794921876,1315500,SHW,1.0145752917344997,1.113601352107075,1.033123765021686,1.008797349947511,0.005777941786988761,0.020750675963129295,-0.056173547672269564
2017-10-11,126.7300033569336,127.91666412353516,126.53333282470705,127.68000030517578,123.28823852539062,1389300,SHW,1.01676077357188,1.117069592409136,1.016617701042276,1.0091988628593096,0.007561910712570397,0.0158373846664297,-0.07147934915071774
2017-10-12,127.35333251953124,128.3300018310547,127.0633316040039,127.8566665649414,123.45881652832033,1328400,SHW,1.0160075451764472,1.125507029603397,0.9664307130505672,1.0112728774332036,0.0047346677432436035,0.02682210378004446,-0.10960438791456228
2017-10-13,128.49000549316406,129.05667114257812,127.913330078125,128.6133270263672,124.189453125,2194500,SHW,1.0085270332035858,1.11898922210427,0.9702202882951954,1.0098252549340065,-0.0012982217304207122,0.010739723716995053,-0.10667031554842166
