,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,3550000000.0,3594000000.0,4470000000.0,4634000000.0
1,Capital Surplus,4301000000.0,4314000000.0,4340000000.0,4356000000.0
2,Total Liab,7821000000.0,8714000000.0,11892000000.0,13555000000.0
3,Total Stockholder Equity,3016000000.0,2977000000.0,2051000000.0,2032000000.0
4,Minority Interest,194000000.0,193000000.0,192000000.0,188000000.0
5,Other Current Liab,263000000.0,273000000.0,758000000.0,462000000.0
6,Total Assets,11031000000.0,11884000000.0,14135000000.0,15775000000.0
7,Common Stock,32000000.0,32000000.0,32000000.0,32000000.0
8,Retained Earnings,-567000000.0,-643000000.0,-1216000000.0,-1251000000.0
9,Other Liab,1064000000.0,1080000000.0,1606000000.0,1589000000.0
10,Good Will,5657000000.0,5654000000.0,6040000000.0,6010000000.0
11,Treasury Stock,-750000000.0,-726000000.0,-1105000000.0,-1105000000.0
12,Other Assets,222000000.0,213000000.0,576000000.0,594000000.0
13,Cash,410000000.0,1197000000.0,610000000.0,2250000000.0
14,Total Current Liabilities,737000000.0,1577000000.0,1914000000.0,3421000000.0
15,Deferred Long Term Asset Charges,50000000.0,48000000.0,281000000.0,288000000.0
16,Short Long Term Debt,3000000.0,829000000.0,236000000.0,1834000000.0
17,Other Stockholder Equity,-750000000.0,-726000000.0,-1105000000.0,-1105000000.0
18,Property Plant Equipment,406000000.0,403000000.0,825000000.0,759000000.0
19,Total Current Assets,1196000000.0,2020000000.0,2224000000.0,3778000000.0
20,Net Tangible Assets,-6191000000.0,-6271000000.0,-8459000000.0,-8612000000.0
21,Net Receivables,567000000.0,564000000.0,1154000000.0,1094000000.0
22,Long Term Debt,5830000000.0,5873000000.0,7930000000.0,8109000000.0
23,Accounts Payable,379000000.0,379000000.0,232000000.0,964000000.0
0,Change To Liabilities,13000000.0,-147000000.0,91000000.0,-35000000.0
1,Total Cashflows From Investing Activities,-38000000.0,2158000000.0,-172000000.0,-103000000.0
2,Net Borrowings,-935000000.0,-1492000000.0,-1793000000.0,1534000000.0
3,Total Cash From Financing Activities,-961000000.0,-1523000000.0,-1823000000.0,1495000000.0
4,Change To Operating Activities,-37000000.0,-57000000.0,-75000000.0,110000000.0
5,Issuance Of Stock,1000000.0,1000000.0,1000000.0,1000000.0
6,Net Income,76000000.0,573000000.0,35000000.0,7000000.0
7,Change In Cash,-787000000.0,587000000.0,-1640000000.0,1812000000.0
8,Effect Of Exchange Rate,-1000000.0,-3000000.0,18000000.0,3000000.0
9,Total Cash From Operating Activities,213000000.0,-45000000.0,337000000.0,417000000.0
10,Depreciation,126000000.0,127000000.0,87000000.0,86000000.0
11,Other Cashflows From Investing Activities,2400000000.0,-1000000.0,3000000.0,-2000000.0
12,Dividends Paid,-22000000.0,-21000000.0,-22000000.0,-21000000.0
13,Other Cashflows From Financing Activities,-5000000.0,-10000000.0,-8000000.0,-19000000.0
14,Change To Netincome,38000000.0,-485000000.0,83000000.0,31000000.0
15,Capital Expenditures,-15000000.0,-7000000.0,-60000000.0,-12000000.0
16,Change To Account Receivables,,-57000000.0,-39000000.0,53000000.0
