,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-38000000.0,-20000000.0,-21000000.0,41000000.0
Total Cashflows From Investing Activities,-537000000.0,-582000000.0,-506000000.0,-1236000000.0
Net Borrowings,-181000000.0,-117000000.0,-114000000.0,394000000.0
Total Cash From Financing Activities,-307000000.0,-544000000.0,-676000000.0,-215000000.0
Change To Operating Activities,56000000.0,-20000000.0,-68000000.0,-4000000.0
Issuance Of Stock,3000000.0,4000000.0,20000000.0,27000000.0
Net Income,-6000000.0,-415000000.0,-712000000.0,429000000.0
Change In Cash,156000000.0,-70000000.0,-132000000.0,-98000000.0
Effect Of Exchange Rate,1000000.0,-10000000.0,-8000000.0,43000000.0
Total Cash From Operating Activities,999000000.0,1066000000.0,1058000000.0,1310000000.0
Depreciation,356000000.0,372000000.0,392000000.0,390000000.0
Other Cashflows From Investing Activities,-1000000.0,-19000000.0,2000000.0,-13000000.0
Dividends Paid,-86000000.0,-395000000.0,-494000000.0,-474000000.0
Change To Account Receivables,-28000000.0,4000000.0,95000000.0,10000000.0
Other Cashflows From Financing Activities,-43000000.0,-36000000.0,-18000000.0,-22000000.0
Change To Netincome,204000000.0,1250000000.0,963000000.0,200000000.0
Capital Expenditures,-86000000.0,-116000000.0,-106000000.0,-119000000.0
Repurchase Of Stock,,,-70000000.0,-140000000.0
