,2020-12-31,2019-12-31,2018-12-31,1999-03-31
Intangible Assets,643366000.0,696006000.0,766054000.0,
Capital Surplus,1166412000.0,,164733000.0,51609860.0
Total Liab,2293080000.0,3208181000.0,2649468000.0,55054972.0
Total Stockholder Equity,452302000.0,-642574000.0,44359000.0,81027946.0
Minority Interest,15897000.0,15067000.0,14757000.0,
Other Current Liab,20545000.0,12060000.0,31020000.0,102992.0
Total Assets,2761279000.0,2580674000.0,2708584000.0,136082918.0
Common Stock,2860000.0,2324000.0,,7996.0
Other Current Assets,9201000.0,9426000.0,11197000.0,2063604.0
Retained Earnings,-589128000.0,-550511000.0,-10417000.0,29410090.0
Other Liab,253813000.0,253435000.0,284996000.0,13414590.0
Good Will,1115936000.0,1035865000.0,1023314000.0,
Treasury Stock,-127842000.0,-94387000.0,-109957000.0,
Other Assets,21642000.0,18808000.0,23471000.0,7320344.0
Cash,102447000.0,62863000.0,96272000.0,21753171.0
Total Current Liabilities,140598000.0,123990000.0,143374000.0,6165175.0
Deferred Long Term Asset Charges,8424000.0,2252000.0,15764000.0,
Other Stockholder Equity,-93842000.0,-94387000.0,-109957000.0,
Property Plant Equipment,651863000.0,577641000.0,582548000.0,94330956.0
Total Current Assets,315015000.0,252354000.0,312862000.0,34431618.0
Long Term Investments,13457000.0,,335000.0,
Net Tangible Assets,-1307000000.0,-2374445000.0,-1745009000.0,81027946.0
Short Term Investments,673000.0,5060000.0,4800000.0,2622287.0
Net Receivables,131019000.0,111582000.0,141612000.0,6946823.0
Long Term Debt,1824789000.0,2800873000.0,2189563000.0,35070000.0
Inventory,36808000.0,39659000.0,39542000.0,
Accounts Payable,52400000.0,42004000.0,46355000.0,838851.0
Short Long Term Debt,,16331000.0,15343000.0,930000.0
