Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid,Other Cashflows From Investing Activities,Investments
2020-12-07,27.440000534057617,27.489999771118164,26.530000686645508,26.989999771118164,26.989999771118164,747100,SHC,0.9266395124480472,1.056687688018536,0.886624694631644,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-08,26.76000022888184,26.950000762939453,25.86000061035156,26.18000030517578,26.18000030517578,380000,SHC,0.9759357883586164,1.031321607534974,0.8934300655842331,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-09,26.190000534057617,26.29800033569336,25.38999938964844,25.559999465942383,25.559999465942383,973000,SHC,0.9863067140538838,1.0852895285886268,0.9151017166809656,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-10,25.299999237060547,25.799999237060547,25.1200008392334,25.600000381469727,25.600000381469727,453500,SHC,0.9773437533178366,1.0007812678697516,0.9230468284629758,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-11,25.600000381469727,25.729999542236328,24.95499992370605,25.40999984741211,25.40999984741211,426700,SHC,1.018103148153625,1.0141676746364965,0.9342778399715722,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-14,25.40999984741211,25.8700008392334,24.559999465942383,25.46999931335449,25.46999931335449,877500,SHC,1.0007852555281849,1.0137416721988766,0.9363957999388182,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-15,25.8700008392334,26.5,24.975000381469727,25.440000534057617,25.440000534057617,1776000,SHC,0.9886005931824136,0.9917452442054728,0.9724842473174348,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-16,25.71999931335449,26.030000686645508,25.450000762939453,25.9950008392334,25.9950008392334,824400,SHC,1.0117329635691654,0.9494133298094404,0.9648008891714916,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-17,26.350000381469727,27.1299991607666,25.75,26.9950008392334,26.9950008392334,830100,SHC,0.965734353930272,0.9201703789720383,0.923504335252458,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-18,27.43000030517578,27.68000030517578,26.549999237060547,26.959999084472656,26.959999084472656,1524200,SHC,0.9940652873573628,0.9113501679966698,0.8987388859442268,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-21,26.63999938964844,27.32999992370605,25.57999992370605,26.489999771118164,26.489999771118164,1483600,SHC,1.0222725616340382,0.9071348015957792,0.91883731079249,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-22,26.489999771118164,27.5,25.799999237060547,27.36000061035156,27.36000061035156,1351100,SHC,0.9663742669674552,0.906432700431942,0.8925438425266236,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-23,27.6200008392334,27.6200008392334,26.270000457763672,26.989999771118164,26.989999771118164,1297500,SHC,0.9318265962137258,0.9247869320540788,0.8958873845953365,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-24,26.940000534057617,27.15999984741211,26.559999465942383,26.940000534057617,26.940000534057617,971800,SHC,0.95545654271898,0.9291017145676193,0.8878990201226693,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-28,27.280000686645508,27.75,26.165000915527344,27.57999992370605,27.57999992370605,926900,SHC,0.9459753526018886,0.9256708033817472,0.8669325566915815,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-29,27.700000762939453,28.239999771118164,27.170000076293945,27.51000022888184,27.51000022888184,295900,SHC,0.9640130947698504,0.9403853371136414,0.8745910311073929,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-30,27.57999992370605,28.06999969482422,27.01000022888184,27.799999237060547,27.799999237060547,353200,SHC,0.9557554109355298,0.9334532904715036,0.8589927991412265,696006000.0,,3208181000.0,-642574000.0,15067000.0,12060000.0,2580674000.0,2324000.0,9426000.0,-550511000.0,253435000.0,1035865000.0,-94387000.0,18808000.0,62863000.0,123990000.0,2252000.0,-94387000.0,577641000.0,252354000.0,,-2374445000.0,5060000.0,111582000.0,2800873000.0,39659000.0,42004000.0,16331000.0,-8968000.0,-57257000.0,583516000.0,-126030000.0,-3094000.0,1155961000.0,-20850000.0,-33761000.0,-34000000.0,485000.0,149041000.0,148770000.0,-282000.0,11764000.0,-18376000.0,21181000.0,-57257000.0,-691170000.0,,
2020-12-31,27.88999938964844,28.190000534057617,27.32999992370605,27.440000534057617,27.440000534057617,359500,SHC,0.9595480835004404,0.9424198289739456,0.8553206580380458,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-04,27.549999237060547,27.88999938964844,26.84000015258789,27.020000457763672,27.020000457763672,725100,SHC,0.9992597906208428,0.9563286348932414,0.8523316171901946,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-05,26.90999984741211,27.34000015258789,25.690000534057617,26.40999984741211,26.40999984741211,466600,SHC,1.0450587103723223,0.9882620421153558,0.8511927176114362,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-06,26.040000915527344,26.61000061035156,24.61000061035156,25.809999465942383,25.809999465942383,1217000,SHC,1.084850855458073,1.0011623668061325,0.87640454503231,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-07,25.96999931335449,26.440000534057617,25.01000022888184,25.299999237060547,25.299999237060547,701200,SHC,1.1051383370603278,1.0249012287396586,0.8794466668365438,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-08,25.350000381469727,25.584999084472656,24.38500022888184,25.01000022888184,25.01000022888184,2400700,SHC,1.1171531498745122,1.0319871743198423,0.9096361372171454,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-11,25.049999237060547,25.700000762939453,24.63999938964844,25.549999237060547,25.549999237060547,2420000,SHC,1.0798434824439564,1.028962884562181,0.8857142793155761,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-12,25.479999542236328,25.88999938964844,25.14999961853028,25.209999084472656,25.209999084472656,1078800,SHC,1.103530373071656,1.034510149576691,0.9071797568338466,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
