Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid,Other Cashflows From Investing Activities,Investments
2021-01-13,25.26000022888184,25.52499961853028,24.479999542236328,25.020000457763672,25.020000457763672,1762000,SHC,1.1187050063555417,1.0275778822575872,0.9108713228842344,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-14,25.51000022888184,26.46999931335449,25.25,25.8700008392334,25.8700008392334,1224100,SHC,1.071511341867274,0.9775802124124228,0.8732121924916527,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-15,25.989999771118164,26.09000015258789,24.36000061035156,25.489999771118164,25.489999771118164,647500,SHC,1.1008238414241258,0.9784229406826542,0.8787759835098524,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-19,25.51000022888184,25.950000762939453,24.88999938964844,25.14999961853028,25.14999961853028,765200,SHC,1.1129224729886438,1.023061627534925,0.914115312915526,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-20,25.26000022888184,26.950000762939453,25.26000022888184,26.299999237060547,26.299999237060547,1063100,SHC,1.0376426504633407,0.996577940866969,0.8901140884606564,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-21,26.3799991607666,26.790000915527344,25.809999465942383,26.06999969482422,26.06999969482422,495000,SHC,1.013425407961904,1.004603024190185,0.909090948997775,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-22,26.040000915527344,27.190000534057617,25.729999542236328,26.799999237060547,26.799999237060547,394400,SHC,0.9944029991492372,0.9507462786417228,0.8705224099948486,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-25,26.86000061035156,27.61000061035156,26.59499931335449,27.07999992370605,27.07999992370605,560600,SHC,0.9678729378993908,0.947562773992076,0.8563515730942415,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-26,27.190000534057617,27.61000061035156,26.43000030517578,26.440000534057617,26.440000534057617,519300,SHC,0.9890317356403308,0.974281380807846,0.8789712292623633,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-27,26.36000061035156,26.479999542236328,24.6200008392334,25.14999961853028,25.14999961853028,943500,SHC,1.0974155387713929,1.0063618230552265,0.9208747593915684,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-28,25.049999237060547,26.229999542236328,25.049999237060547,25.739999771118164,25.739999771118164,902400,SHC,1.0318570202842157,0.9603729422364572,0.894716429348479,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-01-29,25.709999084472656,26.299999237060547,25.270000457763672,26.09000015258789,26.09000015258789,550400,SHC,1.0107321075127604,0.8980452345015314,0.8708317048860144,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-01,25.76000022888184,26.729999542236328,25.68000030517578,26.520000457763672,26.520000457763672,616900,SHC,0.9619155274717894,0.887631995067936,0.8966817600368466,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-02,26.790000915527344,27.1299991607666,26.38999938964844,26.56999969482422,26.56999969482422,577400,SHC,1.0041400305462929,0.92623262676008,0.924727135002956,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-03,26.64999961853028,27.0,25.600000381469727,26.32999992370605,26.32999992370605,506300,SHC,0.968477025214164,0.9126471992508532,0.9342954976358078,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-04,26.21999931335449,27.479999542236328,25.86000061035156,27.0,27.0,392600,SHC,1.0077777438693576,0.9137037065294054,0.9037036895751954,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-05,27.100000381469727,27.75,27.020000457763672,27.600000381469727,27.600000381469727,304200,SHC,1.0061594229689967,0.8619565429969934,0.8695652053727246,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-08,27.75,28.14999961853028,27.31999969482422,28.0,28.0,336700,SHC,1.0112500190734863,0.7714285850524902,0.8225000245230538,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-09,27.8700008392334,28.059999465942383,27.299999237060547,27.959999084472656,27.959999084472656,270400,SHC,1.036480704261901,0.8047210563928516,0.8086552700535612,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-10,28.1200008392334,28.40999984741211,27.8700008392334,27.940000534057617,27.940000534057617,456900,SHC,1.0207587656628374,0.7874015597524051,0.8013600201029355,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-11,27.96999931335449,28.459999084472656,27.540000915527344,27.59000015258789,27.59000015258789,449700,SHC,0.978615434964666,0.8332729120685324,0.8300108550880997,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-12,27.5,28.0,27.18000030517578,27.81999969482422,27.81999969482422,611700,SHC,0.9971243736670156,0.8278217447619215,0.857656393676762,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-16,28.100000381469727,28.6200008392334,27.82999992370605,27.989999771118164,27.989999771118164,487000,SHC,0.915326939933373,0.8428010127005978,0.8978206275906193,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-17,27.8799991607666,28.0,27.433000564575195,27.71999931335449,27.71999931335449,285100,SHC,0.9296537191957512,0.8589466109572229,0.9173882011217992,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-18,27.59000015258789,28.549999237060547,27.450000762939453,28.059999465942383,28.059999465942383,444900,SHC,0.9201710686474908,0.8506771665553821,0.889522436191336,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-19,28.239999771118164,28.489999771118164,27.82999992370605,27.989999771118164,27.989999771118164,189700,SHC,0.9013933457859554,0.8574490959719372,0.881028940659651,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-22,27.799999237060547,27.89999961853028,27.07999992370605,27.290000915527344,27.290000915527344,349900,SHC,0.9043605524810908,0.8853059375921699,0.9142543028917054,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-23,27.01000022888184,27.3700008392334,26.13999938964844,26.420000076293945,26.420000076293945,405300,SHC,0.940196823650892,0.9106737091772708,0.9258137401150142,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-24,26.489999771118164,27.200000762939453,26.174999237060547,26.64999961853028,26.64999961853028,962600,SHC,0.9219512212578124,0.904315224256608,0.9354596871304064,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-25,26.6299991607666,26.700000762939453,25.88999938964844,26.209999084472656,26.209999084472656,227600,SHC,0.9168256972920452,0.9271270540202486,0.9721480515934549,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-02-26,26.290000915527344,26.479999542236328,25.75,26.14999961853028,26.14999961853028,778400,SHC,0.9483747456534148,0.9342256467133684,0.9896749345429302,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-03-01,26.39999961853028,27.690000534057617,26.100000381469727,27.600000381469727,27.600000381469727,934100,SHC,0.9043477804163534,0.886231838637755,0.9409419911019422,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-03-02,27.709999084472656,28.114999771118164,26.270000457763672,26.559999465942383,26.559999465942383,451200,SHC,0.9423946231151556,0.9450301538467726,0.948795228526008,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-03-03,27.0,27.25,26.270000457763672,26.3700008392334,26.3700008392334,538500,SHC,0.9681456152501088,0.9560105529828088,0.953356032975359,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-03-04,26.229999542236328,26.34000015258789,24.920000076293945,25.51000022888184,25.51000022888184,595100,SHC,1.0141121366962582,0.9949039174069448,0.972951762921726,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
2021-03-05,25.81999969482422,26.790000915527344,24.82999992370605,26.68000030517578,26.68000030517578,853100,SHC,0.972638698130198,0.9306596566600924,0.9340329756840218,643366000.0,1166412000.0,2293080000.0,452302000.0,15897000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,,-6022000.0,-158694000.0,-1027325000.0,73432000.0,-3357000.0,1155961000.0,-38617000.0,39429000.0,-34000000.0,4106000.0,120585000.0,145560000.0,3784000.0,1942000.0,-21204000.0,13811000.0,-53507000.0,,,
