Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Minority Interest,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Issuance Of Stock,Repurchase Of Stock
2020-12-07,27.440000534057617,27.489999771118164,26.530000686645508,26.989999771118164,26.989999771118164,747100,SHC,0.9266395124480472,1.056687688018536,0.886624694631644,1.0603009546150792,-0.133661442167032,-0.1176335992829071,-0.3095980691859007,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-08,26.76000022888184,26.950000762939453,25.86000061035156,26.18000030517578,26.18000030517578,380000,SHC,0.9759357883586164,1.031321607534974,0.8934300655842331,1.055428864375226,-0.0794930760166094,-0.1236118207449517,-0.2785891797227837,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-09,26.190000534057617,26.29800033569336,25.38999938964844,25.559999465942383,25.559999465942383,973000,SHC,0.9863067140538838,1.0852895285886268,0.9151017166809656,1.0711936781318203,-0.0848869640779365,-0.0820083845358541,-0.2849892489980081,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-10,25.299999237060547,25.799999237060547,25.1200008392334,25.600000381469727,25.600000381469727,453500,SHC,0.9773437533178366,1.0007812678697516,0.9230468284629758,1.062316503263218,-0.0849727499453814,-0.1421608182676168,-0.2760759986926631,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-11,25.600000381469727,25.729999542236328,24.95499992370605,25.40999984741211,25.40999984741211,426700,SHC,1.018103148153625,1.0141676746364965,0.9342778399715722,1.073775639924845,-0.0556724917712201,-0.1360569238093434,-0.2708222394299525,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-14,25.40999984741211,25.8700008392334,24.559999465942383,25.46999931335449,25.46999931335449,877500,SHC,1.0007852555281849,1.0137416721988766,0.9363957999388182,1.0697624410001334,-0.0689771854719485,-0.1422485492313099,-0.2850622219897825,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-15,25.8700008392334,26.5,24.975000381469727,25.440000534057617,25.440000534057617,1776000,SHC,0.9886005931824136,0.9917452442054728,0.9724842473174348,1.0593177594136232,-0.0707171662312096,-0.1193459047615528,-0.2385851463147731,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-16,25.71999931335449,26.030000686645508,25.450000762939453,25.9950008392334,25.9950008392334,824400,SHC,1.0117329635691654,0.9494133298094404,0.9648008891714916,1.0685424132795076,-0.0568094497103421,-0.1510544881741501,-0.2428821085902115,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-17,26.350000381469727,27.1299991607666,25.75,26.9950008392334,26.9950008392334,830100,SHC,0.965734353930272,0.9201703789720383,0.923504335252458,1.0520021356846316,-0.0862677817543596,-0.1882767194376773,-0.2698612759420972,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-18,27.43000030517578,27.68000030517578,26.549999237060547,26.959999084472656,26.959999084472656,1524200,SHC,0.9940652873573628,0.9113501679966698,0.8987388859442268,1.0541479277304715,-0.0600826403731089,-0.217314903608929,-0.2977931467608828,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-21,26.63999938964844,27.32999992370605,25.57999992370605,26.489999771118164,26.489999771118164,1483600,SHC,1.0222725616340382,0.9071348015957792,0.91883731079249,1.057296658195766,-0.0350240965617276,-0.2132547941965867,-0.2892961680856879,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-22,26.489999771118164,27.5,25.799999237060547,27.36000061035156,27.36000061035156,1351100,SHC,0.9663742669674552,0.906432700431942,0.8925438425266236,1.051384072668894,-0.0850098057014389,-0.2189621866315113,-0.3129949249233473,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-23,27.6200008392334,27.6200008392334,26.270000457763672,26.989999771118164,26.989999771118164,1297500,SHC,0.9318265962137258,0.9247869320540788,0.8958873845953365,1.0287074732832335,-0.0968808770695077,-0.1928081465761438,-0.2904422969340704,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-24,26.940000534057617,27.15999984741211,26.559999465942383,26.940000534057617,26.940000534057617,971800,SHC,0.95545654271898,0.9291017145676193,0.8878990201226693,1.0314131762138377,-0.0759566334948577,-0.2042135080474578,-0.2974369740833751,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-28,27.280000686645508,27.75,26.165000915527344,27.57999992370605,27.57999992370605,926900,SHC,0.9459753526018886,0.9256708033817472,0.8669325566915815,1.0230201952264786,-0.07704484262459,-0.2168891182090514,-0.3079915159612221,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-29,27.700000762939453,28.239999771118164,27.170000076293945,27.51000022888184,27.51000022888184,295900,SHC,0.9640130947698504,0.9403853371136414,0.8745910311073929,1.0446043805401628,-0.0805912857703123,-0.2145535105494059,-0.331266797864448,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-30,27.57999992370605,28.06999969482422,27.01000022888184,27.799999237060547,27.799999237060547,353200,SHC,0.9557554109355298,0.9334532904715036,0.8589927991412265,1.043669894425415,-0.0879144834898851,-0.2057810215168203,-0.3389276615979253,647129000.0,4019000.0,3348380000.0,-663858000.0,14924000.0,2700004000.0,2324000.0,8945000.0,-545448000.0,244244000.0,1091581000.0,-124753000.0,11790000.0,108276000.0,144695000.0,2354000.0,-124753000.0,628142000.0,308505000.0,12857000.0,-2402568000.0,651000.0,128362000.0,2888780000.0,31682000.0,43673000.0,15482000.0,21200000.0,1103000.0,-116482000.0,90479000.0,8688000.0,10000.0,22088000.0,2038000.0,46053000.0,36629000.0,1816000.0,9342000.0,-4221000.0,1581000.0,-10202000.0,94700000.0,1155961000.0,-34000000.0
2020-12-31,27.88999938964844,28.190000534057617,27.32999992370605,27.440000534057617,27.440000534057617,359500,SHC,0.9595480835004404,0.9424198289739456,0.8553206580380458,1.045383884821216,-0.0858358013207756,-0.1966118174775455,-0.3232065168515897,643366000.0,1166412000.0,2293080000.0,452302000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,15897000.0,,1826000.0,-18774000.0,-10529000.0,-5593000.0,-43680000.0,-5991000.0,1467000.0,21845000.0,36900000.0,-3391000.0,-2591000.0,-16190000.0,23661000.0,-19867000.0,-1116300000.0,1155961000.0,-34000000.0
2021-01-04,27.549999237060547,27.88999938964844,26.84000015258789,27.020000457763672,27.020000457763672,725100,SHC,0.9992597906208428,0.9563286348932414,0.8523316171901946,1.0757807590012936,-0.0765209683804507,-0.2072960883951611,-0.3389284861623874,643366000.0,1166412000.0,2293080000.0,452302000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,15897000.0,,1826000.0,-18774000.0,-10529000.0,-5593000.0,-43680000.0,-5991000.0,1467000.0,21845000.0,36900000.0,-3391000.0,-2591000.0,-16190000.0,23661000.0,-19867000.0,-1116300000.0,1155961000.0,-34000000.0
2021-01-05,26.90999984741211,27.34000015258789,25.690000534057617,26.40999984741211,26.40999984741211,466600,SHC,1.0450587103723223,0.9882620421153558,0.8511927176114362,1.0714255300260027,-0.0263668196536803,-0.1614133322335407,-0.321585228513416,643366000.0,1166412000.0,2293080000.0,452302000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,15897000.0,,1826000.0,-18774000.0,-10529000.0,-5593000.0,-43680000.0,-5991000.0,1467000.0,21845000.0,36900000.0,-3391000.0,-2591000.0,-16190000.0,23661000.0,-19867000.0,-1116300000.0,1155961000.0,-34000000.0
2021-01-06,26.040000915527344,26.61000061035156,24.61000061035156,25.809999465942383,25.809999465942383,1217000,SHC,1.084850855458073,1.0011623668061325,0.87640454503231,1.0611421164765942,0.0237087389814787,-0.1209133485054447,-0.2589319020787074,643366000.0,1166412000.0,2293080000.0,452302000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,15897000.0,,1826000.0,-18774000.0,-10529000.0,-5593000.0,-43680000.0,-5991000.0,1467000.0,21845000.0,36900000.0,-3391000.0,-2591000.0,-16190000.0,23661000.0,-19867000.0,-1116300000.0,1155961000.0,-34000000.0
2021-01-07,25.96999931335449,26.440000534057617,25.01000022888184,25.299999237060547,25.299999237060547,701200,SHC,1.1051383370603278,1.0249012287396586,0.8794466668365438,1.048112954760671,0.0570253822996571,-0.0863635358209262,-0.2242126995829102,643366000.0,1166412000.0,2293080000.0,452302000.0,20545000.0,2761279000.0,2860000.0,9201000.0,-589128000.0,253813000.0,1115936000.0,-127842000.0,21642000.0,102447000.0,140598000.0,8424000.0,-93842000.0,651863000.0,315015000.0,13457000.0,-1307000000.0,673000.0,131019000.0,1824789000.0,36808000.0,52400000.0,15897000.0,,1826000.0,-18774000.0,-10529000.0,-5593000.0,-43680000.0,-5991000.0,1467000.0,21845000.0,36900000.0,-3391000.0,-2591000.0,-16190000.0,23661000.0,-19867000.0,-1116300000.0,1155961000.0,-34000000.0
