,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,32000000.0,21000000.0,12000000.0,127000000.0
Total Cashflows From Investing Activities,1463000000.0,-260000000.0,-973000000.0,-424000000.0
Net Borrowings,-365000000.0,89000000.0,53000000.0,-1327000000.0
Total Cash From Financing Activities,-655000000.0,-450000000.0,-424000000.0,-519000000.0
Change To Operating Activities,-404000000.0,-256000000.0,-4000000.0,63000000.0
Issuance Of Stock,3000000.0,2000000.0,17000000.0,35000000.0
Net Income,1034000000.0,562000000.0,337000000.0,636000000.0
Change In Cash,1068000000.0,185000000.0,-379000000.0,294000000.0
Repurchase Of Stock,-104000000.0,-220000000.0,-307000000.0,-12000000.0
Effect Of Exchange Rate,7000000.0,-2000000.0,-35000000.0,18000000.0
Total Cash From Operating Activities,253000000.0,897000000.0,1207000000.0,1219000000.0
Depreciation,268000000.0,261000000.0,245000000.0,229000000.0
Other Cashflows From Investing Activities,7000000.0,-36000000.0,-356000000.0,-201000000.0
Dividends Paid,-144000000.0,-150000000.0,-156000000.0,-120000000.0
Change To Inventory,145000000.0,77000000.0,-80000000.0,-88000000.0
Change To Account Receivables,100000000.0,138000000.0,-22000000.0,-161000000.0
Other Cashflows From Financing Activities,-45000000.0,-171000000.0,-31000000.0,905000000.0
Change To Netincome,-699000000.0,85000000.0,709000000.0,406000000.0
Capital Expenditures,-249000000.0,-274000000.0,-251000000.0,-234000000.0
