,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,85000000.0,85000000.0,85000000.0,85000000.0
Change To Liabilities,183000000.0,-27000000.0,196000000.0,96000000.0
Total Cashflows From Investing Activities,-127000000.0,-288000000.0,-378000000.0,-148000000.0
Net Borrowings,-435000000.0,-25000000.0,-190000000.0,3000000.0
Total Cash From Financing Activities,-1199000000.0,-190000000.0,-314000000.0,-143000000.0
Change To Operating Activities,-252000000.0,-26000000.0,-6000000.0,-39000000.0
Issuance Of Stock,31000000.0,51000000.0,75000000.0,36000000.0
Net Income,449000000.0,599000000.0,252000000.0,427000000.0
Change In Cash,-548000000.0,196000000.0,158000000.0,356000000.0
Repurchase Of Stock,-56000000.0,-56000000.0,-56000000.0,-56000000.0
Effect Of Exchange Rate,7000000.0,-49000000.0,76000000.0,39000000.0
Total Cash From Operating Activities,771000000.0,723000000.0,774000000.0,608000000.0
Depreciation,369000000.0,362000000.0,392000000.0,394000000.0
Other Cashflows From Investing Activities,17000000.0,-23000000.0,-1000000.0,5000000.0
Dividends Paid,-234000000.0,-208000000.0,-200000000.0,-204000000.0
Change To Inventory,-26000000.0,44000000.0,183000000.0,187000000.0
Change To Account Receivables,-158000000.0,109000000.0,7000000.0,-308000000.0
Other Cashflows From Financing Activities,2000000.0,-8000000.0,1000000.0,22000000.0
Change To Netincome,206000000.0,-338000000.0,-250000000.0,-149000000.0
Capital Expenditures,-324000000.0,-289000000.0,-391000000.0,-153000000.0
