,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,900000000.0,797000000.0,827000000.0,614000000.0
Capital Surplus,7211000000.0,7241000000.0,7561000000.0,7480000000.0
Total Liab,29270000000.0,29475000000.0,29823000000.0,30134000000.0
Total Stockholder Equity,2222000000.0,2334000000.0,2634000000.0,2004000000.0
Minority Interest,2192000000.0,2351000000.0,2146000000.0,2129000000.0
Other Current Liab,711000000.0,998000000.0,1437000000.0,1130000000.0
Total Assets,34727000000.0,35203000000.0,34603000000.0,34267000000.0
Common Stock,8000000.0,8000000.0,8000000.0,8000000.0
Other Current Assets,2102000000.0,2271000000.0,1989000000.0,2018000000.0
Retained Earnings,-800000000.0,-828000000.0,-680000000.0,-998000000.0
Other Liab,3549000000.0,6075000000.0,5717000000.0,4852000000.0
Good Will,1110000000.0,1146000000.0,1061000000.0,1059000000.0
Treasury Stock,-4197000000.0,-4087000000.0,-4255000000.0,-4486000000.0
Other Assets,3812000000.0,3740000000.0,3365000000.0,3635000000.0
Cash,1213000000.0,1886000000.0,1089000000.0,1505000000.0
Total Current Liabilities,4337000000.0,5021000000.0,5362000000.0,5777000000.0
Deferred Long Term Asset Charges,300000000.0,235000000.0,288000000.0,336000000.0
Short Long Term Debt,1345000000.0,1505000000.0,1426000000.0,1841000000.0
Other Stockholder Equity,-2347000000.0,-2237000000.0,-2397000000.0,-2628000000.0
Property Plant Equipment,22582000000.0,22498000000.0,23101000000.0,22287000000.0
Total Current Assets,5530000000.0,6237000000.0,5414000000.0,5885000000.0
Long Term Investments,793000000.0,785000000.0,835000000.0,787000000.0
Net Tangible Assets,212000000.0,391000000.0,746000000.0,331000000.0
Short Term Investments,282000000.0,187000000.0,335000000.0,384000000.0
Net Receivables,1374000000.0,1342000000.0,1438000000.0,1404000000.0
Long Term Debt,18664000000.0,18379000000.0,18374000000.0,19505000000.0
Inventory,445000000.0,446000000.0,461000000.0,474000000.0
Accounts Payable,948000000.0,832000000.0,1156000000.0,1103000000.0
Deferred Long Term Liab,,,587000000.0,
