,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,14636000.0,75494000.0,16513000.0,13466000.0
Change To Liabilities,6742000.0,-25945000.0,9319000.0,-5928000.0
Total Cashflows From Investing Activities,-246529000.0,-1119205000.0,-341849000.0,-329200000.0
Net Borrowings,259396000.0,731095000.0,169417000.0,700100000.0
Total Cash From Financing Activities,120608000.0,597233000.0,33203000.0,559449000.0
Change To Operating Activities,-22369000.0,-22502000.0,14349000.0,20534000.0
Issuance Of Stock,226000.0,262000.0,587000.0,142000.0
Net Income,116310000.0,111378000.0,106968000.0,151834000.0
Change In Cash,-109338000.0,-252248000.0,210956000.0,-12925000.0
Effect Of Exchange Rate,-638000.0,-1042000.0,203000.0,415000.0
Total Cash From Operating Activities,17221000.0,270766000.0,519399000.0,-243589000.0
Depreciation,22606000.0,22528000.0,23528000.0,23489000.0
Other Cashflows From Investing Activities,-2368000.0,22676000.0,4475000.0,5180000.0
Dividends Paid,-138384000.0,-137667000.0,-137992000.0,-137269000.0
Other Cashflows From Financing Activities,-630000.0,3543000.0,6189000.0,-3524000.0
Change To Netincome,-78984000.0,214899000.0,406458000.0,-404736000.0
Capital Expenditures,-8511000.0,-3512000.0,-7241000.0,-4009000.0
Repurchase Of Stock,,,-4998000.0,-4998000.0
