,2021-07-04,2021-04-04,2021-01-03,2020-09-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-315000000.0,-4100000.0,-81000000.0,-81000000.0
Net Borrowings,93000000.0,72600000.0,-53900000.0,-53900000.0
Total Cash From Financing Activities,64900000.0,41700000.0,-121800000.0,-121800000.0
Change To Operating Activities,-12500000.0,-61000000.0,-214400000.0,-214400000.0
Net Income,30700000.0,36600000.0,72100000.0,45400000.0
Change In Cash,-159800000.0,65500000.0,-307100000.0,-307100000.0
Repurchase Of Stock,-10200000.0,-100000.0,-49400000.0,-49400000.0
Effect Of Exchange Rate,1600000.0,-2400000.0,5800000.0,5800000.0
Total Cash From Operating Activities,88700000.0,30300000.0,-110100000.0,-110100000.0
Depreciation,38600000.0,38700000.0,35700000.0,35700000.0
Other Cashflows From Investing Activities,-100000.0,-300000.0,-300000.0,-300000.0
Dividends Paid,-17900000.0,-17900000.0,-17800000.0,-17800000.0
Change To Netincome,30500000.0,6600000.0,-4900000.0,-4900000.0
Capital Expenditures,-15200000.0,-16300000.0,-11800000.0,-11800000.0
Investments,,12600000.0,60500000.0,60500000.0
Other Cashflows From Financing Activities,,-12900000.0,-700000.0,-700000.0
