,Unnamed: 0,2020-09-30,2019-09-30,2018-09-30,2017-09-30
0,Intangible Assets,1431700000.0,1507100000.0,1641800000.0,1612000000.0
1,Capital Surplus,2054300000.0,2031100000.0,1996700000.0,1372900000.0
2,Total Liab,3691500000.0,3517100000.0,6209400000.0,33902800000.0
3,Total Stockholder Equity,1407500000.0,1720900000.0,1581300000.0,758000000.0
4,Minority Interest,8300000.0,8000000.0,8300000.0,1188900000.0
5,Deferred Long Term Liab,48200000.0,66700000.0,230600000.0,43100000.0
6,Other Current Liab,216200000.0,445000000.0,697000000.0,26976600000.0
7,Total Assets,5107300000.0,5246000000.0,7799000000.0,35849700000.0
8,Common Stock,500000.0,500000.0,500000.0,2000000.0
9,Other Current Assets,1100000.0,9000000.0,2408500000.0,28930100000.0
10,Retained Earnings,243900000.0,223800000.0,-180100000.0,-925900000.0
11,Other Liab,196800000.0,162600000.0,156400000.0,714100000.0
12,Good Will,1332000000.0,1328100000.0,1454700000.0,2277100000.0
13,Treasury Stock,-891200000.0,-534500000.0,-235800000.0,309000000.0
14,Other Assets,48300000.0,67200000.0,230800000.0,1420200000.0
15,Cash,531600000.0,627100000.0,552500000.0,270100000.0
16,Total Current Liabilities,944900000.0,1140100000.0,1428700000.0,27645000000.0
17,Short Long Term Debt,3200000.0,119400000.0,26900000.0,161900000.0
18,Other Stockholder Equity,-284700000.0,-273600000.0,-235800000.0,309000000.0
19,Property Plant Equipment,500300000.0,452900000.0,500000000.0,503900000.0
20,Total Current Assets,1728100000.0,1659900000.0,3970700000.0,30036100000.0
21,Long Term Investments,66900000.0,230800000.0,1000000.0,400000.0
22,Net Tangible Assets,-1356200000.0,-1114300000.0,-1515200000.0,-3131100000.0
23,Net Receivables,574200000.0,421900000.0,361100000.0,284800000.0
24,Long Term Debt,2312600000.0,2066300000.0,4624300000.0,5543700000.0
25,Inventory,557700000.0,548400000.0,583600000.0,496300000.0
26,Accounts Payable,557500000.0,456800000.0,584700000.0,373100000.0
0,Investments,147100000.0,147100000.0,147100000.0,147100000.0
1,Change To Liabilities,125000000.0,-161300000.0,65700000.0,148900000.0
2,Total Cashflows From Investing Activities,108300000.0,2797600000.0,1272700000.0,-1587200000.0
3,Net Borrowings,164500000.0,-2349900000.0,-1056300000.0,57900000.0
4,Total Cash From Financing Activities,-497100000.0,-2724600000.0,-1295300000.0,583000000.0
5,Change To Operating Activities,-2300000.0,40200000.0,-16400000.0,-39200000.0
6,Net Income,97800000.0,494500000.0,768300000.0,106000000.0
7,Change In Cash,-93400000.0,65700000.0,276000000.0,-179800000.0
8,Repurchase Of Stock,-377400000.0,-272900000.0,-24300000.0,-40800000.0
9,Effect Of Exchange Rate,5100000.0,-8400000.0,-7000000.0,2700000.0
10,Total Cash From Operating Activities,290300000.0,1100000.0,343300000.0,840200000.0
11,Depreciation,119500000.0,180800000.0,125300000.0,147300000.0
12,Other Cashflows From Investing Activities,2300000.0,-5600000.0,-202400000.0,-1251500000.0
13,Dividends Paid,-75200000.0,-85500000.0,-22400000.0,-22400000.0
14,Change To Inventory,-5900000.0,26700000.0,-9200000.0,-24500000.0
15,Change To Account Receivables,-143300000.0,-70600000.0,21400000.0,-28800000.0
16,Other Cashflows From Financing Activities,-209000000.0,-16300000.0,-192300000.0,565900000.0
17,Change To Netincome,92000000.0,-557400000.0,-631400000.0,510500000.0
18,Capital Expenditures,-61000000.0,-58400000.0,-75900000.0,-81800000.0
