,2021-04-30,2021-01-31,2020-10-31,2020-07-31
Change To Liabilities,0.0,0.0,23200000.0,0.0
Total Cashflows From Investing Activities,-141000000.0,-135700000.0,-143200000.0,-51800000.0
Net Borrowings,-74900000.0,21000000.0,-87700000.0,-20100000.0
Total Cash From Financing Activities,-65400000.0,-13600000.0,-85300000.0,-18600000.0
Change To Operating Activities,-11500000.0,-49900000.0,73100000.0,-36100000.0
Issuance Of Stock,1300000.0,1200000.0,14400000.0,900000.0
Net Income,117500000.0,2101100000.0,81200000.0,55200000.0
Change In Cash,-13300000.0,2900000.0,-11500000.0,47500000.0
Effect Of Exchange Rate,500000.0,4500000.0,-1300000.0,5100000.0
Total Cash From Operating Activities,192600000.0,147700000.0,218300000.0,112800000.0
Depreciation,77500000.0,75500000.0,77100000.0,70600000.0
Dividends Paid,-1500000.0,-1500000.0,-1500000.0,-1500000.0
Other Cashflows From Financing Activities,9700000.0,-11000000.0,-10500000.0,600000.0
Change To Netincome,9100000.0,-1979000000.0,29900000.0,23100000.0
Capital Expenditures,-49900000.0,-55900000.0,-107000000.0,-45100000.0
Repurchase Of Stock,,-24800000.0,-24800000.0,-24800000.0
Change To Inventory,,,-62300000.0,-62300000.0
Change To Account Receivables,,,8500000.0,8500000.0
