Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-10-13,108.6500015258789,109.73999786376952,108.08999633789062,109.36000061035156,109.36000061035156,1620000,WDAY,0.9827176355239564,1.043434527921449,1.1208851604509935,1.0098252549340063,-0.0271076194100501,-0.064814970465826,0.0439945566073765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,109.36000061035156,110.29000091552734,106.87000274658205,107.2300033569336,107.2300033569336,1724500,WDAY,0.9942180105644663,1.0752587843158208,1.1743914609980568,1.0047827275420922,-0.0105647169776258,-0.0398029808258868,0.0887974636378503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,106.8000030517578,107.80999755859376,106.2300033569336,107.62000274658205,107.62000274658205,1633000,WDAY,1.0159820994927748,1.0891097945841224,1.154432212349254,1.016827126331923,-0.0008450268391482,-0.0318859755851939,0.0674939260344538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,107.51000213623048,107.77999877929688,105.88999938964844,107.18000030517578,107.18000030517578,1125400,WDAY,1.0419854449261714,1.0810785819804352,1.1647695090728791,1.016900814218988,0.0250846307071834,-0.0355051421168712,0.0887741646482238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,106.79000091552734,107.58000183105467,105.4000015258789,106.7699966430664,106.7699966430664,1372700,WDAY,1.0658425272053984,1.080078704885049,1.1765477821127173,1.0195478153138224,0.0462947118915759,-0.0364721974541524,0.0987142407948931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,107.01000213623048,109.43000030517578,106.81999969482422,108.55999755859376,108.55999755859376,1076600,WDAY,1.061993400039468,1.0944178355795162,1.16405679429364,1.0187296628598663,0.0432637371796016,-0.0225076901980283,0.0985827850691758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,109.22000122070312,109.22000122070312,107.33000183105467,107.75,107.75,1740800,WDAY,1.068677508360825,1.0813920802140733,1.1944315262017835,1.0231439317955078,0.0455335765653173,-0.0328460727506088,0.1259743743361949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,108.0999984741211,108.2699966430664,106.79000091552734,107.18000030517578,107.18000030517578,1036800,WDAY,1.083597677355483,1.122037710335993,1.213379386839558,1.023176662025299,0.0604210153301836,0.0212448264895985,0.1339985665417047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,107.19000244140624,107.91000366210938,104.51000213623048,105.8000030517578,105.8000030517578,1636000,WDAY,1.0863894057278725,1.133175764947736,1.2583175901959545,1.028738706809164,0.0576506989187084,0.0249619433931704,0.1644963279106499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,104.73999786376952,107.68000030517578,104.55999755859376,107.12000274658205,107.12000274658205,743600,WDAY,1.0713218744749538,1.1111836793067562,1.258308344194228,1.0357335667629224,0.0355883077120313,0.0068151486193148,0.1672863098733668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,108.0199966430664,109.5500030517578,107.11000061035156,108.51000213623048,108.51000213623048,979200,WDAY,0.98184498035278,1.0827573085499065,1.2579485514029305,1.0327543330408862,-0.0509093526881061,0.0043383549538658,0.1618197526678608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,108.5999984741211,109.26000213623048,107.6999969482422,108.41999816894533,108.41999816894533,1040000,WDAY,0.95000923943478,1.058384079855738,1.2729200962702658,1.0448229351223306,-0.0948136956875506,0.0122731462832592,0.1625306038753988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,108.12000274658205,111.83000183105467,107.9000015258789,110.98999786376952,110.98999786376952,1852600,WDAY,0.905667164409228,1.0457699065576158,1.2229931354694952,1.0378093145840102,-0.1321421501747821,-0.0078864618568754,0.1154131843410717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,111.94000244140624,111.94000244140624,108.5500030517578,110.2699966430664,110.2699966430664,1096400,WDAY,0.8758502291758931,1.068014874656039,1.2148364087421089,1.0388512590749122,-0.1630010298990191,0.0134308563041891,0.1053938024830403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,109.91999816894533,111.66000366210938,109.18000030517578,110.5999984741211,110.5999984741211,763400,WDAY,0.8969258437327525,1.0033454136680535,1.2064194802588724,1.0310647944789963,-0.1341389507462438,-0.0147009284519459,0.1019174689732902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,107.66000366210938,110.93000030517578,107.44000244140624,109.76000213623048,109.76000213623048,1098500,WDAY,0.9324890350046428,1.029154490579095,1.2205721448002889,1.0262436118253355,-0.0937545768206929,0.0035180850113425,0.1127618261109226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,110.0,110.5999984741211,108.3000030517578,108.41999816894533,108.41999816894533,1073200,WDAY,0.9610772800961744,1.066500638316168,1.2259730715160395,1.0311845275729687,-0.0701072474767943,0.0303897091137235,0.1202447871799328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,108.25,108.9800033569336,107.56999969482422,108.52999877929688,108.52999877929688,751200,WDAY,0.9660923215095644,1.074633728602476,1.239104369668457,1.0414917955670933,-0.0753994740575288,0.02872391857481,0.1272780105733868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,108.13999938964844,111.87000274658205,107.7699966430664,110.87999725341795,110.87999725341795,1263000,WDAY,0.9452561341523926,1.0886544198642798,1.187770564669476,1.0390384642435906,-0.0937823300911979,0.0276496567665411,0.0731172592681244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,108.41999816894533,109.36000061035156,104.5,106.1500015258789,106.1500015258789,2128200,WDAY,0.965520455869074,1.1710786224368308,1.2279793144584823,1.0401272810196784,-0.0746068251506044,0.0955037697027385,0.1153003216321588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,105.79000091552734,107.5,104.8499984741211,107.30999755859376,107.30999755859376,1181700,WDAY,0.94557826418082,1.1556239395916317,1.2069705266905817,1.0393664161720684,-0.0937881519912483,0.0797306909512138,0.0936325663356536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,106.58000183105467,106.98999786376952,105.51000213623048,106.16999816894533,106.16999816894533,1135200,WDAY,0.9734388269430236,1.1869642913861065,1.229160801079972,1.0305050740272153,-0.0570662470841916,0.1202970766197857,0.1175282402493651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,106.04000091552734,107.5500030517578,105.5500030517578,107.47000122070312,107.47000122070312,919300,WDAY,0.9627803112071666,1.1693495556110232,1.2169907118316594,1.043144349882203,-0.0803640386750365,0.1044087731682008,0.1033384909934085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,106.58999633789062,107.3499984741211,105.26000213623048,106.61000061035156,106.61000061035156,679700,WDAY,0.9722352587231368,1.1664946993563428,1.2232436255088708,1.0570826794517585,-0.0848474207286217,0.0985449810827456,0.1126155260782229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,107.04000091552734,109.79000091552734,106.9800033569336,109.33999633789062,109.33999633789062,1009400,WDAY,0.9413755602030004,1.1645327061981052,1.2052314175323409,1.0412088647392546,-0.0998333045362541,0.0940534938604871,0.0930167067691927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,110.0,112.8000030517578,109.83999633789062,111.68000030517578,111.68000030517578,1854000,WDAY,0.9133237797392164,1.1443409984109298,1.172636160064533,1.0392013474275237,-0.1258775676883072,0.0690199507319644,0.0726967881468572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,111.88999938964844,114.12000274658205,111.43000030517578,113.8000030517578,113.8000030517578,1898400,WDAY,0.9041300231147856,1.1266256878354874,1.109753932590748,1.0381241126825425,-0.1339940895677568,0.0689161272066287,0.0025859808016162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,113.95999908447266,116.31999969482422,113.5999984741211,115.29000091552734,115.29000091552734,1538900,WDAY,0.8875010745276496,1.0987075822972374,1.1115447383019756,1.03199537924298,-0.1444943047153305,0.0561060424937907,0.005975273082571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,115.4000015258789,116.0999984741211,114.25,115.1500015258789,115.1500015258789,835500,WDAY,0.8938775418256787,1.0764220174186063,1.1177594876969306,1.0328322263084138,-0.138954684482735,0.0419183711002266,0.0081354490009202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,115.43000030517578,116.62000274658205,115.41999816894533,116.13999938964844,116.13999938964844,501400,WDAY,0.8873772868968992,1.1303599058826743,1.1047873104262305,1.032019884081241,-0.1446425971843414,0.0876488838879656,-0.0122377610630057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,116.37000274658205,116.88999938964844,114.44000244140624,114.94000244140624,114.94000244140624,1487300,WDAY,0.8891595160731044,1.156429400953814,1.0733426146347371,1.0369551897736955,-0.1477956737005913,0.0993981641634458,-0.0437248808510624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,115.30999755859376,115.58999633789062,113.36000061035156,114.76000213623048,114.76000213623048,1171900,WDAY,0.886545799668032,1.1846461695500603,1.0796444686259103,1.020376345675996,-0.1338305460079639,0.1312329897966759,-0.0317547814052243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,114.0,114.23999786376952,105.62999725341795,106.54000091552734,106.54000091552734,5103600,WDAY,0.970527507390036,1.2913459794330029,1.156748609017595,1.026253639124301,-0.0557261317342648,0.2372926247777931,0.0444643455753777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,105.48999786376952,107.6999969482422,102.11000061035156,103.0,103.0,6629200,WDAY,1.0210679433878187,1.3295145868097695,1.2290290906591324,1.0246409570196735,-0.0035730136318548,0.2800894043359212,0.1182273887251972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,102.62999725341795,103.87999725341795,98.56999969482422,100.5199966430664,100.5199966430664,3664100,WDAY,1.0868484246764625,1.3690807770901388,1.2578591988057704,1.029880242563007,0.0569681821134555,0.3008405013987971,0.1486952681373796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,101.37999725341795,101.6999969482422,96.5,96.58000183105467,96.58000183105467,3308300,WDAY,1.131911344193753,1.4399462071608875,1.3273969198354305,1.036157586789428,0.095753757404325,0.3693349092073288,0.2099861973803205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,96.4800033569336,99.68000030517578,95.3499984741211,99.1999969482422,99.1999969482422,3579300,WDAY,1.1082661877375626,1.384475812126769,1.2912298415162435,1.0465343935592823,0.0617317941782802,0.3130661571015627,0.1662046324613797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,98.66999816894533,102.52999877929688,98.18000030517578,102.3499984741211,102.3499984741211,3654400,WDAY,1.071812394564711,1.3560331739645846,1.2811920550831113,1.048372731047773,0.0234396635169378,0.2868938293782612,0.1532097000020653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,102.75,104.80999755859376,102.36000061035156,104.1999969482422,104.1999969482422,4003900,WDAY,1.0953935003121311,1.3092130725944964,1.2433781319873576,1.0387885930282448,0.0566049072838863,0.2521942596857223,0.1287671292043508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,105.0,106.3499984741211,103.8499984741211,104.8499984741211,104.8499984741211,2260400,WDAY,1.0895565047811235,1.2907010376777126,1.2225082931919968,1.0447156071702373,0.0448408976108862,0.233719000386428,0.1086824254877278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,105.16000366210938,106.83000183105467,103.3000030517578,104.80999755859376,104.80999755859376,3002100,WDAY,1.077187330939135,1.2556054686476352,1.1998855554397343,1.0484619827112251,0.0287253482279099,0.2109819488129842,0.0954343639988151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,104.55999755859376,105.43000030517578,102.26000213623048,102.48999786376952,102.48999786376952,3164300,WDAY,1.0741535626161598,1.2984681881635478,1.2099717506196606,1.0415757419863072,0.0325778206298525,0.2496809813149547,0.1024752786902256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,103.33999633789062,103.70999908447266,100.8499984741211,101.47000122070312,101.47000122070312,1855300,WDAY,1.106336856072944,1.3149698538542764,1.189711242420606,1.0495576207370112,0.0567792353359328,0.2660940616988871,0.0992170308825055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,102.04000091552734,103.72000122070312,101.47000122070312,103.3499984741211,103.3499984741211,2276800,WDAY,1.0960812815847527,1.2696662134306729,1.1787131252384877,1.0539026313731312,0.0421786502116214,0.2389397206957977,0.0782609609268225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,103.5500030517578,104.0500030517578,101.66999816894533,103.47000122070312,103.47000122070312,6458400,WDAY,1.1028317315562135,1.233594258082498,1.137721076948714,1.0520989179928428,0.0507328135633706,0.2328710604697266,0.0638865153771146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,104.04000091552734,104.1999969482422,102.16999816894533,103.6500015258789,103.6500015258789,2604600,WDAY,1.1123975046249293,1.2710082349614993,1.1568741138143712,1.049480051520865,0.0629174531040641,0.2551147465545145,0.0854817379009706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,103.5,104.3000030517578,102.37000274658205,102.93000030517578,102.93000030517578,1894200,WDAY,1.1387350503930662,1.2284076757653353,1.1767220673027785,1.0585213557872055,0.0802136946058604,0.2238007074729513,0.0991473538356244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,103.01000213623048,103.58999633789062,101.04000091552734,102.0,102.0,1162500,WDAY,1.1359804190841376,1.213431339637906,1.2182353150610832,1.0561912314345747,0.0797891876495628,0.2113039593944485,0.137779259130617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,102.1999969482422,103.08999633789062,101.54000091552734,102.88999938964844,102.88999938964844,1153100,WDAY,1.120808634259029,1.2353970392105946,1.2026435863330247,1.054691754118366,0.066116880140663,0.221400650802193,0.1242531446561168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,102.22000122070312,102.87000274658205,100.79000091552734,102.31999969482422,102.31999969482422,972700,WDAY,1.1611610429334636,1.224003110216044,1.2352423745759822,1.0628648969920689,0.0982961459413949,0.2328652100107687,0.1470995602170577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,102.13999938964844,103.36000061035156,101.5,102.93000030517578,102.93000030517578,866900,WDAY,1.1320314417331956,1.2145147358942,1.2508500885871063,1.054562443450246,0.0774689982829495,0.2131033719025079,0.1538938509641012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,102.62999725341795,103.8000030517578,102.0,103.05999755859376,103.05999755859376,986000,WDAY,1.166893120367656,1.22297694451107,1.2526684374324486,1.0427572783556516,0.1241358420120044,0.2110292221019005,0.148387564340773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,103.31999969482422,103.31999969482422,101.7300033569336,102.1999969482422,102.1999969482422,917000,WDAY,1.173092005573788,1.2328767491432606,1.26360081453867,1.039387058829826,0.1337049467439619,0.2171327831852287,0.1616874159606149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,102.0199966430664,102.6500015258789,101.1500015258789,101.73999786376952,101.73999786376952,764000,WDAY,1.169943004507222,1.2048358993990749,1.2936897766936015,1.0452598484191695,0.1246831560880525,0.2047911607584223,0.191908783388832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,102.0500030517578,103.5999984741211,100.23999786376952,103.4000015258789,103.4000015258789,1599600,WDAY,1.136266887136981,1.1923597591502006,1.3279496666567057,1.0173995405954512,0.1188673465415297,0.1988511404215476,0.2273538567003785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,103.87999725341795,105.9000015258789,102.0199966430664,105.16999816894533,105.16999816894533,2047900,WDAY,1.0910906341908015,1.2028145117658946,1.2813539683661226,0.9765980219270426,0.1144926122637589,0.1988657194420391,0.1859055074806084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,107.54000091552734,110.19000244140624,107.30999755859376,109.25,109.25,2774000,WDAY,1.062425626497247,1.1590846430518806,1.2162929508724256,0.9849127815791188,0.077512844918128,0.1607277067328885,0.1266980910892281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,109.94000244140624,109.94000244140624,108.3000030517578,109.31999969482422,109.31999969482422,1025400,WDAY,1.0772959840086995,1.1729783761937769,1.218441248811571,0.9789917900086822,0.0983041940000173,0.1733515571121217,0.1285518779231724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,108.72000122070312,110.05999755859376,108.11000061035156,109.94000244140624,109.94000244140624,1626600,WDAY,1.0093687352776424,1.134345973395246,1.2114789838429498,0.942840182406444,0.0665285528711984,0.142621488920929,0.1241289781898953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,109.9499969482422,109.9800033569336,108.63999938964844,109.6999969482422,109.6999969482422,1228200,WDAY,1.0297174314213386,1.1561531937953893,1.2122151269546584,0.9530778204901076,0.0766396109312309,0.1549289467479742,0.1229173086037802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,111.9000015258789,114.4800033569336,111.76000213623048,114.13999938964844,114.13999938964844,3098100,WDAY,1.013054125387569,1.161468442554081,1.1593657134981197,0.966664672858564,0.0463894525290049,0.1481938645578728,0.0735806740384705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,113.58000183105467,114.7699966430664,112.5500030517578,114.23999786376952,114.23999786376952,1398000,WDAY,1.020920863395835,1.1607143608461925,1.1722689134557238,0.9609362737659176,0.0599845896299174,0.1558405909980418,0.0971873072490028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,114.3000030517578,114.87999725341795,112.70999908447266,112.9000015258789,112.9000015258789,1183500,WDAY,1.069176239619479,1.1689105353152098,1.1595217173854708,0.9729510699723092,0.0962251696471697,0.1741853113108549,0.0962566857400912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,112.93000030517578,114.4000015258789,108.86000061035156,110.08999633789062,110.08999633789062,2160500,WDAY,1.1291670605298123,1.1856663014019126,1.21418841507345,0.9917823196316324,0.1373847408981797,0.1893532943329183,0.1319801249546588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,110.0999984741211,113.12999725341795,109.73999786376952,112.26000213623048,112.26000213623048,1419600,WDAY,1.104667733621999,1.156511663642252,1.1973098263351116,0.9854883712686996,0.1191793623532995,0.168591866281996,0.121481451046729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,111.61000061035156,113.72000122070312,111.36000061035156,113.27999877929688,113.27999877929688,1198300,WDAY,1.1124646716194873,1.108403945194438,1.152454135403974,0.981540936006692,0.1309237356127952,0.1285975419403126,0.0869362320752378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,113.3000030517578,114.11000061035156,113.02999877929688,114.11000061035156,114.11000061035156,978800,WDAY,1.1013057356652498,1.074226633734105,1.0857944164679922,0.9694690060853024,0.1318367295799473,0.1025146010579372,0.0399790531192563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,114.0,115.31999969482422,113.08999633789062,115.3000030517578,115.3000030517578,1023600,WDAY,1.078577600336461,1.09219424954088,1.0756287368647703,0.962138874344328,0.1164387259921332,0.1189576495791403,0.0261845162761376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,115.3000030517578,117.5999984741211,114.8000030517578,117.20999908447266,117.20999908447266,1521800,WDAY,1.0863407800156075,1.059977807646175,1.0782356304118432,0.9712482450100663,0.115092535005541,0.0910466228075792,0.0359809252750691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,117.0,117.48999786376952,114.44000244140624,115.87000274658205,115.87000274658205,1453700,WDAY,1.1029602142261763,1.077414286516647,1.1286786543478755,0.9795485186833895,0.1234116955427867,0.1145028377055585,0.0751495462362805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
