,Unnamed: 0,2021-01-31,2020-01-31,2019-01-31,2018-01-31
0,Intangible Assets,4900000000.0,5200000000.0,5800000000.0,
1,Capital Surplus,3646000000.0,3247000000.0,2965000000.0,2648000000.0
2,Total Liab,164965000000.0,154943000000.0,139661000000.0,123700000000.0
3,Total Stockholder Equity,80925000000.0,74669000000.0,72496000000.0,77869000000.0
4,Minority Interest,6606000000.0,6883000000.0,7138000000.0,2953000000.0
5,Other Current Liab,22528000000.0,8975000000.0,2360000000.0,2662000000.0
6,Total Assets,252496000000.0,236495000000.0,219295000000.0,204522000000.0
7,Common Stock,282000000.0,284000000.0,288000000.0,295000000.0
8,Other Current Assets,19200000000.0,,34000000.0,
9,Retained Earnings,88763000000.0,83943000000.0,80785000000.0,85107000000.0
10,Other Liab,13914000000.0,12265000000.0,11553000000.0,8168000000.0
11,Good Will,28983000000.0,31073000000.0,31181000000.0,18242000000.0
12,Treasury Stock,-11766000000.0,-12805000000.0,-11542000000.0,-10181000000.0
13,Other Assets,3737000000.0,5377000000.0,5027000000.0,4184000000.0
14,Cash,17741000000.0,9465000000.0,7722000000.0,6756000000.0
15,Total Current Liabilities,92645000000.0,77790000000.0,77477000000.0,78521000000.0
16,Deferred Long Term Asset Charges,1836000000.0,1914000000.0,1796000000.0,1879000000.0
17,Short Long Term Debt,3115000000.0,5362000000.0,1876000000.0,3738000000.0
18,Other Stockholder Equity,-11766000000.0,-12805000000.0,-11542000000.0,-10181000000.0
19,Property Plant Equipment,109848000000.0,127049000000.0,111395000000.0,114818000000.0
20,Total Current Assets,90067000000.0,61806000000.0,61897000000.0,59664000000.0
21,Long Term Investments,14961000000.0,5990000000.0,3995000000.0,7614000000.0
22,Net Tangible Assets,47042000000.0,38396000000.0,35515000000.0,59627000000.0
23,Net Receivables,6516000000.0,6284000000.0,6283000000.0,5614000000.0
24,Long Term Debt,41650000000.0,44410000000.0,43948000000.0,30231000000.0
25,Inventory,44949000000.0,44435000000.0,44269000000.0,43783000000.0
26,Accounts Payable,49141000000.0,46973000000.0,47060000000.0,46092000000.0
0,Change To Liabilities,6966000000.0,-274000000.0,1831000000.0,4086000000.0
1,Total Cashflows From Investing Activities,-10071000000.0,-9128000000.0,-24036000000.0,-9079000000.0
2,Net Borrowings,-5706000000.0,-1071000000.0,12035000000.0,-1437000000.0
3,Total Cash From Financing Activities,-16117000000.0,-14299000000.0,-2537000000.0,-19875000000.0
4,Change To Operating Activities,4623000000.0,186000000.0,183000000.0,928000000.0
5,Net Income,13510000000.0,14881000000.0,6670000000.0,9862000000.0
6,Change In Cash,8273000000.0,1759000000.0,742000000.0,-130000000.0
7,Repurchase Of Stock,-2625000000.0,-5717000000.0,-7410000000.0,-8296000000.0
8,Effect Of Exchange Rate,235000000.0,-69000000.0,-438000000.0,487000000.0
9,Total Cash From Operating Activities,36074000000.0,25255000000.0,27753000000.0,28337000000.0
10,Depreciation,11152000000.0,10987000000.0,10678000000.0,10529000000.0
11,Other Cashflows From Investing Activities,102000000.0,479000000.0,-431000000.0,-77000000.0
12,Dividends Paid,-6116000000.0,-6048000000.0,-6102000000.0,-6124000000.0
13,Change To Inventory,-2395000000.0,-300000000.0,-1311000000.0,-140000000.0
14,Change To Account Receivables,-1086000000.0,154000000.0,-368000000.0,-1074000000.0
15,Other Cashflows From Financing Activities,-1670000000.0,-1463000000.0,-1060000000.0,-4018000000.0
16,Change To Netincome,3440000000.0,-286000000.0,10110000000.0,4703000000.0
17,Capital Expenditures,-10264000000.0,-10705000000.0,-10344000000.0,-10051000000.0
