,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Change To Liabilities,1123000000.0,-1004000000.0,-1587000000.0,7501000000.0
Total Cashflows From Investing Activities,-3448000000.0,5850000000.0,-3564000000.0,-2873000000.0
Net Borrowings,-2197000000.0,-372000000.0,-1273000000.0,-1318000000.0
Total Cash From Financing Activities,-6160000000.0,-5399000000.0,-4777000000.0,-3526000000.0
Change To Operating Activities,2592000000.0,-4004000000.0,2827000000.0,368000000.0
Net Income,4276000000.0,2730000000.0,-2091000000.0,5135000000.0
Change In Cash,-13000000.0,5106000000.0,3410000000.0,-2576000000.0
Repurchase Of Stock,-2391000000.0,-2809000000.0,-1439000000.0,-463000000.0
Effect Of Exchange Rate,30000000.0,-51000000.0,405000000.0,-101000000.0
Total Cash From Operating Activities,9565000000.0,2858000000.0,13194000000.0,3924000000.0
Depreciation,2641000000.0,2661000000.0,2819000000.0,2771000000.0
Other Cashflows From Investing Activities,-499000000.0,57000000.0,102000000.0,-27000000.0
Dividends Paid,-1542000000.0,-1549000000.0,-1534000000.0,-1524000000.0
Change To Inventory,-1238000000.0,-1487000000.0,5865000000.0,-10726000000.0
Change To Account Receivables,-376000000.0,828000000.0,-1251000000.0,-658000000.0
Other Cashflows From Financing Activities,-30000000.0,-669000000.0,-531000000.0,-221000000.0
Change To Netincome,1136000000.0,2706000000.0,7006000000.0,-421000000.0
Capital Expenditures,-2805000000.0,-2214000000.0,-3826000000.0,-2869000000.0
