,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-48371000.0,48570000.0,3168000.0,17484000.0
Total Cashflows From Investing Activities,-134320000.0,-240283000.0,-36855000.0,-189719000.0
Total Cash From Financing Activities,-18543000.0,-3605000.0,249544000.0,1691207000.0
Change To Operating Activities,-23416000.0,-26869000.0,-15651000.0,-28197000.0
Issuance Of Stock,9124000.0,2111000.0,11479000.0,1696366000.0
Net Income,74212000.0,35789000.0,58186000.0,60360000.0
Change In Cash,-65616000.0,-111893000.0,319400000.0,1620482000.0
Repurchase Of Stock,-27667000.0,-4816000.0,-398000.0,-3509000.0
Effect Of Exchange Rate,-606000.0,1227000.0,19000.0,1812000.0
Total Cash From Operating Activities,87853000.0,130768000.0,106692000.0,117182000.0
Depreciation,35410000.0,33033000.0,31676000.0,27979000.0
Change To Account Receivables,-7609000.0,-1987000.0,3233000.0,-10751000.0
Change To Netincome,29176000.0,5967000.0,32317000.0,24472000.0
Capital Expenditures,-133878000.0,-6210000.0,-29355000.0,-5649000.0
Other Cashflows From Financing Activities,,-900000.0,-15747000.0,-1650000.0
Net Borrowings,,,254210000.0,254210000.0
