Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Net Borrowings
2017-09-29,26.5,27.0,25.541000366210938,26.825000762939453,26.825000762939453,13928000,CSGP,1.102516306497158,1.1523205375189154,1.3394594122621788,1.0206479989635429,0.081868307533615,0.0620601487964693,0.2501662132709759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,26.950000762939453,27.27199935913086,26.55900001525879,27.16900062561035,27.16900062561035,3938000,CSGP,1.086274791442324,1.1461223902955138,1.3534910362198258,1.012478214064533,0.0737965773777911,0.0574148345341141,0.264360157742892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,27.200000762939453,27.253999710083008,26.881000518798828,27.163000106811523,27.163000106811523,3277000,CSGP,1.0809556895873147,1.155873770779009,1.340278985635726,1.0113391723313174,0.0696165172559972,0.0659103957741069,0.2584783434151538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,27.113000869750977,27.31999969482422,26.636999130249023,27.179000854492188,27.179000854492188,3466000,CSGP,1.0882666097014209,1.1577320215607092,1.352036516893358,1.0126829906128405,0.0755836190885803,0.0692483345391428,0.2620771502966939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,27.3129997253418,27.492000579833984,27.16900062561035,27.43899917602539,27.43899917602539,1944000,CSGP,1.0928970359805528,1.1459601730523237,1.373082102814568,1.0121464877707815,0.0807505482097712,0.063159697369211,0.2751603540433089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,27.25300025939941,27.78499984741211,27.22699928283692,27.69099998474121,27.69099998474121,2963000,CSGP,1.08107330325631,1.145895811554423,1.3640893731042143,1.0081446760609294,0.0729286271953806,0.0509525887273869,0.2635163066684507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,27.666000366210938,27.84199905395508,27.61199951171875,27.67799949645996,27.67799949645996,1352000,CSGP,1.0864224381054055,1.1634511254480406,1.3640798379573686,1.0143616235707735,0.0720608145346319,0.059735700495388,0.2655976917806717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,27.843000411987305,27.98900032043457,27.757999420166016,27.929000854492188,27.929000854492188,2343000,CSGP,1.0716101521289585,1.1423967618303552,1.3496007605082074,1.008797349947511,0.0628128021814475,0.0495460856864096,0.2603034478142518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,28.007999420166016,28.951000213623047,28.007999420166016,28.920000076293945,28.920000076293945,4182000,CSGP,1.0258644256331564,1.1132779758150568,1.275449567413727,1.0091988628593096,0.0166655627738467,0.0120457680723504,0.1873525172207333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,28.92399978637696,29.194000244140625,28.518999099731445,28.724000930786133,28.724000930786133,2294000,CSGP,1.0319941055731112,1.1711460207339497,1.3403773222071778,1.0112728774332036,0.0207212281399076,0.072461094910597,0.2643422212420483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,28.81800079345703,29.19599914550781,28.5629997253418,28.70199966430664,28.70199966430664,3917000,CSGP,1.0419134916176207,1.1887673099765192,1.289666200030117,1.0098252549340063,0.0320882366836141,0.0805178115892442,0.2127755961864998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,28.81999969482422,28.950000762939453,28.299999237060547,28.621999740600582,28.621999740600582,1821000,CSGP,1.0387464597064768,1.1947103628234013,1.2948780871549446,1.0047827275420922,0.0339637321643846,0.0796485976816936,0.2092840897947381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,28.63800048828125,28.742000579833984,28.343000411987305,28.371999740600582,28.371999740600582,1381000,CSGP,1.0698223924425647,1.23438600307803,1.301000954682722,1.016827126331923,0.0529952661106416,0.1133902329087137,0.2140626683679216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,28.4689998626709,28.4689998626709,28.31399917602539,28.375,28.375,1404000,CSGP,1.073973601084974,1.243347974600771,1.2921938455052313,1.016900814218988,0.0570727868659861,0.1267642505034645,0.216198501080576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,28.19499969482422,28.19499969482422,27.88599967956543,28.04800033569336,28.04800033569336,1523000,CSGP,1.093233019816759,1.246220698350179,1.3155304609312468,1.0195478153138224,0.0736852045029365,0.1296697960109774,0.2376969196134226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,28.23900032043457,28.270000457763672,27.98200035095215,28.256000518798828,28.256000518798828,1234000,CSGP,1.0899278142538398,1.2449036679604182,1.3034400182202552,1.0187296628598663,0.0711981513939734,0.1279781421828736,0.2379660089957911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,28.22699928283692,28.459999084472656,28.19799995422364,28.3700008392334,28.3700008392334,1161000,CSGP,1.088473678085412,1.2362001448025155,1.315720781110674,1.0231439317955078,0.0653297462899042,0.1219619918378334,0.2472636292450853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,28.41900062561035,28.41900062561035,27.934999465942383,28.073999404907227,28.073999404907227,2042000,CSGP,1.1049013235467064,1.2366959644499669,1.3459784693937935,1.023176662025299,0.0817246615214071,0.1359030806035723,0.2665976490959403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,28.11100006103516,28.2509994506836,27.665000915527344,27.840999603271484,27.840999603271484,2531000,CSGP,1.1116339156612227,1.2431665728326853,1.3864804529132675,1.028738706809164,0.0828952088520587,0.1349527512781196,0.292659190627963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,28.14699935913086,29.42799949645996,27.73900032043457,28.924999237060547,28.924999237060547,7496000,CSGP,1.0628176798858957,1.210095067401779,1.3363180949856348,1.0357335667629224,0.0270841131229733,0.1057265367143376,0.2452960606647736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,29.16900062561035,30.10400009155273,28.665000915527344,29.9379997253418,29.9379997253418,4301000,CSGP,1.0082838232650153,1.1470372258544683,1.3036275047091213,1.0327543330408862,-0.0244705097758708,0.0686182722584276,0.2074987059740516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,29.981000900268555,29.981000900268555,29.33099937438965,29.450000762939453,29.450000762939453,2168000,CSGP,1.035551747047107,1.1488284993758533,1.335993215667952,1.0448229351223306,-0.0092711880752236,0.1027175658033745,0.2256037232730849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,29.584999084472656,29.839000701904297,29.400999069213867,29.575000762939453,29.575000762939453,2909000,CSGP,1.021166506662209,1.133355879709152,1.3258833555250036,1.0378093145840102,-0.016642807921801,0.0796995112946608,0.2183034043965801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,29.802000045776367,29.802000045776367,29.256000518798828,29.51300048828125,29.51300048828125,1963000,CSGP,1.0021685079445175,1.1434622400168757,1.3256192339429336,1.0388512590749122,-0.0366827511303946,0.0888782216650259,0.216176627683865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,29.43199920654297,29.73900032043457,29.349000930786133,29.36199951171875,29.36199951171875,1875000,CSGP,0.9964921076482068,1.1207001831345738,1.3214358654823548,1.0310647944789963,-0.0345726868307895,0.1026538410145743,0.2169338541967727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,29.39299964904785,29.631999969482425,29.24399948120117,29.577999114990234,29.577999114990234,1502000,CSGP,0.9913111103802766,1.1088985316033195,1.288390115938272,1.0262436118253355,-0.0349325014450591,0.083262126035567,0.1805797972489058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,29.600000381469727,30.0009994506836,29.57999992370605,29.988000869750977,29.988000869750977,1488000,CSGP,0.9731225276833634,1.113978833569971,1.2534013842333611,1.0311845275729687,-0.0580619998896053,0.0778679043675265,0.1476730998972544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,30.0,30.14699935913086,29.85099983215332,29.93600082397461,29.93600082397461,1655000,CSGP,0.9765499214212652,1.1458109882290546,1.2742183126616828,1.0414917955670933,-0.064941874145828,0.0999011782013885,0.1623919535666127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,30.21199989318848,30.21199989318848,29.937000274658203,30.06999969482422,30.06999969482422,2134000,CSGP,0.9660791330856168,1.14941802714055,1.279381478610674,1.0390384642435906,-0.0729593311579738,0.0884132640428114,0.1647281732093224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,29.90900039672852,29.99099922180176,29.51099967956543,29.929000854492188,29.929000854492188,1801000,CSGP,0.9617093830155288,1.1627183932922307,1.261318417662243,1.0401272810196784,-0.0784178980041496,0.0871435405581384,0.1486394248359195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,29.93600082397461,29.983999252319336,29.349000930786133,29.667999267578125,29.667999267578125,1378000,CSGP,0.9813940926451484,1.18019417565609,1.2836389754371962,1.0393664161720684,-0.0579723235269199,0.1043009270156722,0.1703010150822681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
