Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Net Borrowings
2017-11-13,29.58699989318848,29.76499938964844,29.44099998474121,29.64299964904785,29.64299964904785,1292000,CSGP,0.9708869219505568,1.1869243505874512,1.2894781053193878,1.0305050740272153,-0.0596181520766584,0.1202571358211304,0.1778455444887809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,29.541000366210938,29.996000289916992,29.472999572753903,29.905000686645508,29.905000686645508,2130000,CSGP,0.9859889444577924,1.177428447640204,1.2734993733270836,1.043144349882203,-0.0571554054244106,0.1124876651973816,0.1598471524888327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,29.71999931335449,29.85400009155273,29.39900016784668,29.731000900268555,29.731000900268555,1049000,CSGP,0.9997981729973048,1.1825367421695967,1.2711983308278172,1.0570826794517585,-0.0572845064544537,0.1145870238959996,0.1605702313971693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,29.867000579833984,30.46299934387207,29.73900032043457,30.35300064086914,30.35300064086914,2207000,CSGP,0.9846143395564354,1.1692748782590916,1.2547688113535282,1.0412088647392546,-0.0565945251828191,0.0987956659214734,0.1425541005903801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,30.452999114990234,30.66900062561035,30.367000579833984,30.474000930786133,30.474000930786133,2240000,CSGP,0.974338732313573,1.159677071378111,1.2509680541958883,1.0392013474275237,-0.0648626151139506,0.0843560236991456,0.1510286822782125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,30.569000244140625,30.75200080871582,30.301000595092773,30.663000106811523,30.663000106811523,1752000,CSGP,0.973746851176609,1.1218733133108276,1.2570198148908298,1.0381241126825425,-0.0643772615059334,0.0641637526819689,0.149851863101698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,30.777000427246094,31.107999801635746,30.71500015258789,30.79700088500977,30.79700088500977,1722000,CSGP,0.9734389463275565,1.110919903498579,1.2697340314909151,1.03199537924298,-0.0585564329154236,0.0683183636951323,0.1641645662715105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,30.85199928283692,30.95599937438965,30.47100067138672,30.8799991607666,30.8799991607666,1638000,CSGP,0.9548575408802946,1.115608863315922,1.2837111372300936,1.0328322263084138,-0.0779746854281191,0.0811052169975423,0.1740870985340832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,30.944000244140625,31.472999572753903,30.89800071716309,31.018999099731445,31.018999099731445,659000,CSGP,0.94803186567897,1.1227957099135335,1.2937232738906352,1.032019884081241,-0.0839880184022706,0.0800846879188248,0.176698202401399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,31.01799964904785,31.375,30.900999069213867,30.948999404907227,30.948999404907227,1708000,CSGP,0.955119714185506,1.153769132111058,1.2902194101153388,1.0369551897736955,-0.0818354755881897,0.0967378953206896,0.1731519146295392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,30.92300033569336,31.06399917602539,30.62299919128418,30.742000579833984,30.742000579833984,2004000,CSGP,0.9659423308417808,1.1616029669811911,1.307169364886793,1.020376345675996,-0.0544340148342151,0.1081897872278068,0.1957701148556583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,30.81800079345703,30.85099983215332,29.85700035095215,30.18600082397461,30.18600082397461,2003000,CSGP,0.9832041358363792,1.1795533698071257,1.342509786645628,1.026253639124301,-0.0430495032879216,0.1255000151519159,0.2302255232034107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,30.417999267578125,30.60300064086914,30.0009994506836,30.496999740600582,30.496999740600582,2747000,CSGP,1.0082959065334745,1.1690985877914803,1.347509642595873,1.0246409570196735,-0.016345050486199,0.119673405317632,0.2367079406619379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,30.55699920654297,30.599000930786133,29.707000732421875,30.201000213623047,30.201000213623047,2493000,CSGP,1.0235091248452226,1.1960531569300583,1.345485183739166,1.029880242563007,-0.0063711177177843,0.1278128812387167,0.2363212530707752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,30.48600006103516,30.69599914550781,29.51000022888184,29.57699966430664,29.57699966430664,1863000,CSGP,1.0528113159680363,1.2150995565448235,1.385198014866447,1.036157586789428,0.0166537291786084,0.1444882585912648,0.2677872924113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,29.597999572753903,29.799999237060547,29.194000244140625,29.25900077819824,29.25900077819824,2028000,CSGP,1.0730714831015593,1.2409856935492716,1.4148466542978122,1.0465343935592823,0.0265370895422769,0.1695760385240652,0.2898214452429484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,29.1879997253418,29.677000045776367,29.163000106811523,29.32099914550781,29.32099914550781,2924000,CSGP,1.073155776415358,1.2428635587050456,1.421745557434217,1.048372731047773,0.024783045367585,0.1737242141187223,0.2937632023531711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,29.40900039672852,29.58300018310547,29.083999633789062,29.18199920654297,29.18199920654297,2311000,CSGP,1.0775135734048846,1.2459393512530774,1.4206360722238216,1.0387885930282448,0.0387249803766398,0.1889205383443033,0.3060250694408148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,29.34000015258789,29.51300048828125,29.10300064086914,29.233999252319336,29.233999252319336,2456000,CSGP,1.0854143022443676,1.2581240924940802,1.4272764432259726,1.0447156071702373,0.0406986950741303,0.2011420552027956,0.3134505755217036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,29.23500061035156,29.28199958801269,28.948999404907227,29.049999237060547,29.049999237060547,3168000,CSGP,1.1085025993124615,1.2599656506527728,1.4288812379001543,1.0484619827112251,0.0600406166012363,0.2153421308181218,0.3244300464592351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,28.5939998626709,29.13999938964844,28.31100082397461,28.78300094604492,28.78300094604492,6008000,CSGP,1.1085015143882455,1.3056318172486656,1.4317131042394524,1.0415757419863072,0.0669257724019383,0.2568446104000725,0.3242166323100175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,28.847999572753903,29.43099975585937,28.847999572753903,29.11599922180176,29.11599922180176,3574000,CSGP,1.1057837617126935,1.2835898508558927,1.3720635519986708,1.0495576207370112,0.0562261409756823,0.2347140587005034,0.2815693404605703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,29.089000701904297,29.28300094604492,28.60700035095215,28.780000686645508,28.780000686645508,3421000,CSGP,1.1688672198419392,1.24350234001451,1.4162264731898562,1.0539026313731312,0.1149645884688079,0.2127758472796348,0.315774308878191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,28.913000106811523,29.91699981689453,28.5,29.48600006103516,29.48600006103516,4501000,CSGP,1.1571592912316817,1.225734186264761,1.3962218894744316,1.0520989179928428,0.1050603732388388,0.2250109886519897,0.3223873279028322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,29.7549991607666,30.097999572753903,29.458999633789062,29.725000381469727,29.725000381469727,3690000,CSGP,1.1503784442721503,1.234078997021456,1.3972750164410566,1.049480051520865,0.1008983927512852,0.2181855086144712,0.325882640527656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,29.700000762939453,30.02199935913086,29.652000427246094,29.88599967956543,29.88599967956543,3263000,CSGP,1.1718530326786147,1.2045439649097884,1.3806799481596346,1.0585213557872055,0.113331676891409,0.1999369966174045,0.3031052346924805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,29.972999572753903,29.972999572753903,29.566999435424805,29.691999435424805,29.691999435424805,1025000,CSGP,1.1881988229194549,1.1990772368933855,1.399973110058168,1.0561912314345747,0.1320075914848801,0.1969498566499281,0.3195170541277019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,29.701000213623047,29.95800018310547,29.58300018310547,29.857999801635746,29.857999801635746,2592000,CSGP,1.1706744858293858,1.2146828922682746,1.3682430475008256,1.054691754118366,0.1159827317110198,0.200686503859873,0.2898526058239177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,29.80299949645996,30.06599998474121,29.70199966430664,29.97900009155273,29.97900009155273,1528000,CSGP,1.1733546342546557,1.171253172393039,1.3794656064559354,1.0628648969920689,0.110489737262587,0.1801152721877638,0.2913227920970109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,29.85300064086914,29.86000061035156,29.315000534057617,29.48600006103516,29.48600006103516,2116000,CSGP,1.1894118928614212,1.198195813536004,1.4325443122509405,1.054562443450246,0.1348494494111751,0.196784449544312,0.3355880746279354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,29.475000381469727,29.600000381469727,29.29899978637696,29.40699958801269,29.40699958801269,1733000,CSGP,1.1806373399675971,1.2209677723780086,1.4583603287564189,1.0427572783556516,0.1378800616119455,0.209020049968839,0.3540794556647433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,29.441999435424805,29.575000762939453,29.319000244140625,29.559999465942383,29.559999465942383,897000,CSGP,1.1708728243013773,1.201928280463878,1.4191475480665092,1.039387058829826,0.1314857654715513,0.1861843145058461,0.3172341494884543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,29.538000106811523,29.827999114990234,29.3129997253418,29.69499969482422,29.69499969482422,2039000,CSGP,1.1787169308329029,1.182960050953411,1.415760255876972,1.0452598484191695,0.1334570824137333,0.1829153123127584,0.3139792625722024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,29.82900047302246,29.86100006103516,29.542999267578125,29.679000854492188,29.679000854492188,2264000,CSGP,1.1570470421476544,1.2023989958062624,1.4360321339939528,1.0173995405954512,0.1396475015522031,0.2088903770776093,0.3354363240376257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,29.70800018310547,30.78899955749512,29.590999603271484,30.75,30.75,2802000,CSGP,1.1002601685562754,1.171447133630272,1.3804228247665775,0.9765980219270426,0.1236621466292328,0.1674983413064166,0.2849743638810633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,30.84499931335449,31.17399978637696,30.67099952697754,30.910999298095703,30.910999298095703,2057000,CSGP,1.0843713166253102,1.162401752507333,1.384005667931157,0.9849127815791188,0.0994585350461912,0.1640448161883407,0.2944108081479595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,30.99300003051757,31.33699989318848,30.92099952697754,31.138999938964844,31.138999938964844,1422000,CSGP,1.083753547451629,1.18093062981768,1.369086998716878,0.9789917900086822,0.1047617574429469,0.1813038107360248,0.2791976278284793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,31.131000518798828,31.5,31.045000076293945,31.39699935913086,31.39699935913086,1435000,CSGP,1.0480618817610277,1.159537502726129,1.352613286985597,0.942840182406444,0.1052216993545837,0.1678130182518121,0.2652632813325424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,31.47599983215332,31.625,31.184999465942383,31.465999603271484,31.465999603271484,1373000,CSGP,1.0423631920139882,1.1678320126886632,1.3453886788134213,0.9530778204901076,0.0892853715238805,0.1666077656412481,0.2560908604625431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,31.378999710083008,31.527000427246094,31.231000900268555,31.444000244140625,31.444000244140625,907000,CSGP,1.062396577108711,1.1981935630077731,1.3516091995298716,0.966664672858564,0.0957319042501469,0.1849189850115649,0.2658241600702224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,31.554000854492188,31.756000518798828,31.2509994506836,31.731000900268555,31.731000900268555,1153000,CSGP,1.0809932783259235,1.1904130893486806,1.3575052642784706,0.9609362737659176,0.1200570045600059,0.1855393195005299,0.2824236580717496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,31.81599998474121,32.26499938964844,31.61199951171875,32.20199966430664,32.20199966430664,2394000,CSGP,1.073318430086568,1.172442750813505,1.3169679162420318,0.9729510699723092,0.1003673601142586,0.1777175268091499,0.2537028845966522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,32.5,32.507999420166016,31.85199928283692,31.9060001373291,31.9060001373291,2737000,CSGP,1.0906725893749096,1.1813765633805444,1.3717796454588858,0.9917823196316324,0.098890269743277,0.1850635563115501,0.2895713553400945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,31.983999252319336,32.27799987792969,31.90399932861328,32.19599914550781,32.19599914550781,2017000,CSGP,1.0875264277626937,1.1456703492943354,1.3417816470829105,0.9854883712686996,0.1020380564939942,0.1577505519340793,0.2659532717945279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,32.42599868774414,33.98899841308594,32.4010009765625,33.63999938964844,33.63999938964844,6213000,CSGP,1.0458977035159174,1.1445005989664483,1.2538644789082618,0.981540936006692,0.0643567675092253,0.1646941957123228,0.1883465755795257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,33.63999938964844,34.465999603271484,33.46799850463867,34.119998931884766,34.119998931884766,2797000,CSGP,1.031975370381737,1.0848769050148177,1.2150059372656692,0.9694690060853024,0.0625063642964344,0.1131648723386498,0.1691905739169332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,34.11100006103516,34.375999450683594,33.89500045776367,34.19499969482422,34.19499969482422,1518000,CSGP,1.0281620488321417,1.0838426847615366,1.2161134509606968,0.962138874344328,0.0660231744878138,0.1106060847997968,0.166669230372064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,34.250999450683594,35.07899856567383,34.06800079345703,35.02199935913086,35.02199935913086,2177000,CSGP,1.0133916332191713,1.0539660620248308,1.195220202319905,0.9712482450100663,0.0421433882091047,0.085034877186235,0.1529654971831309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,35.178001403808594,35.5369987487793,35.029998779296875,35.279998779296875,35.279998779296875,2799000,CSGP,1.0017007192564369,1.039285760625576,1.2088152164040638,0.9795485186833895,0.0221522005730473,0.0763743118144877,0.1552861082924688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,35.41699981689453,35.58000183105469,34.87099838256836,34.95399856567383,34.95399856567383,3333000,CSGP,0.9841506819669276,1.0556159616613852,1.210219141565392,0.966216685842239,0.0179339961246886,0.0912897106901393,0.154326349598127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,35.090999603271484,35.28799819946289,34.5880012512207,35.17599868774414,35.17599868774414,2826000,CSGP,0.972623451431417,1.0470207870426953,1.2001364901682292,0.9510576163473856,0.0215658350840313,0.0942399351886729,0.1472953094699673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,35.14099884033203,35.52399826049805,35.05699920654297,35.07099914550781,35.07099914550781,3171000,CSGP,0.9822931083317054,1.0643266680096224,1.1975706715894836,0.9505813448789944,0.0317117634527108,0.1061032355370863,0.1333408405757545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
