,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,328000000.0,325400000.0,316300000.0,297800000.0
Capital Surplus,1306900000.0,1297500000.0,1277600000.0,815200000.0
Total Liab,16628600000.0,15076200000.0,14180900000.0,14670200000.0
Total Stockholder Equity,6186600000.0,6000100000.0,5146200000.0,4733300000.0
Other Current Liab,2401300000.0,2224700000.0,2104900000.0,1978000000.0
Total Assets,22815200000.0,21076300000.0,19327100000.0,19403500000.0
Common Stock,304100000.0,303600000.0,302700000.0,269200000.0
Other Current Assets,4654100000.0,4091500000.0,3872900000.0,3720100000.0
Retained Earnings,4394800000.0,4386000000.0,3849800000.0,3206900000.0
Other Liab,8811300000.0,543100000.0,497600000.0,891300000.0
Good Will,175100000.0,175100000.0,174000000.0,
Treasury Stock,180800000.0,13000000.0,-283900000.0,442000000.0
Other Assets,614900000.0,573400000.0,353000000.0,459400000.0
Cash,118700000.0,78800000.0,100300000.0,125900000.0
Total Current Liabilities,6664600000.0,13380100000.0,12701900000.0,12800800000.0
Other Stockholder Equity,180800000.0,13000000.0,-283900000.0,442000000.0
Property Plant Equipment,500000.0,700000.0,,
Total Current Assets,7116300000.0,6127000000.0,5844300000.0,5985800000.0
Long Term Investments,14580400000.0,13874700000.0,12639500000.0,12660500000.0
Net Tangible Assets,6011500000.0,5825000000.0,4972200000.0,4733300000.0
Short Term Investments,749600000.0,484300000.0,354900000.0,670100000.0
Net Receivables,1593900000.0,1472400000.0,1516200000.0,1469700000.0
Long Term Debt,966400000.0,974000000.0,981400000.0,978100000.0
Accounts Payable,3538500000.0,10545500000.0,10071600000.0,9804500000.0
Short Long Term Debt,,,,470600000.0
