,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-803400000.0,-395400000.0,-194500000.0,-269600000.0
Change To Liabilities,210800000.0,120200000.0,125100000.0,287200000.0
Total Cashflows From Investing Activities,-845200000.0,-424600000.0,-239500000.0,-293900000.0
Net Borrowings,-8600000.0,-8400000.0,-4700000.0,-3900000.0
Total Cash From Financing Activities,-300000000.0,-533100000.0,-546500000.0,-178500000.0
Change To Operating Activities,415200000.0,196000000.0,143500000.0,-121700000.0
Issuance Of Stock,6700000.0,13800000.0,13100000.0,17800000.0
Net Income,558600000.0,1056400000.0,370500000.0,560500000.0
Change In Cash,39800000.0,-21400000.0,-25600000.0,-19700000.0
Total Cash From Operating Activities,1185000000.0,936200000.0,760500000.0,452800000.0
Depreciation,26900000.0,26800000.0,27600000.0,27200000.0
Other Cashflows From Investing Activities,-41800000.0,-28000000.0,-31900000.0,-24300000.0
Dividends Paid,-250100000.0,-235300000.0,-229600000.0,-198800000.0
Change To Account Receivables,-123400000.0,32500000.0,-29300000.0,-79300000.0
Other Cashflows From Financing Activities,-48000000.0,200000.0,-56100000.0,6400000.0
Change To Netincome,115200000.0,-662700000.0,208100000.0,-238800000.0
