Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,84.7300033569336,85.0,84.19000244140625,84.55999755859375,73.22833251953125,662900,PNW,1.0454881881822644,0.9835050046967218,0.9440966124425204,1.0206479989635429,0.0248401892187215,-0.1067553840257242,-0.1451965865486825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,84.76000213623047,85.5199966430664,84.66999816894531,85.29000091552734,73.86051940917969,999800,PNW,1.0335852138291668,0.9740232615359952,0.9215902909664928,1.012478214064533,0.0211069997646338,-0.1146842942254044,-0.1675405875104409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,85.3499984741211,85.3499984741211,84.13999938964844,85.0,73.60936737060547,850600,PNW,1.0425662929188224,0.9848174676805146,0.9347834040741794,1.0113391723313174,0.0312271205875049,-0.1051459073243874,-0.1470172381463927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,85.05000305175781,85.8499984741211,84.80999755859375,85.77999877929688,74.28485107421875,1026300,PNW,1.0471863874526224,0.9637593533062248,0.9399154576968046,1.0126829906128405,0.0345033968397818,-0.1247243337153416,-0.1500439088998594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,85.83999633789062,85.88999938964844,85.20999908447266,85.55000305175781,74.0856704711914,881100,PNW,1.0475277576765163,0.9492664529954358,0.9526646102793074,1.0121464877707815,0.0353812699057347,-0.1335340226876769,-0.1452571384919517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,85.22000122070312,85.5,84.7699966430664,85.33000183105469,73.89513397216797,833300,PNW,1.059796710223845,0.944036409579062,0.9442766635730652,1.0081446760609294,0.0516520341629156,-0.1509068132479741,-0.1562964028626984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,85.5,85.69999694824219,85.2300033569336,85.37000274658203,73.92979431152344,330400,PNW,1.060126359554045,0.9353291174954794,0.9372828588606588,1.0143616235707735,0.0457647359832715,-0.1683863074571732,-0.1611992873160381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,85.5199966430664,86.02999877929688,85.16999816894531,85.80000305175781,74.30215454101562,789400,PNW,1.050114632692784,0.9264126703010144,0.924645330720042,1.008797349947511,0.041317282745273,-0.1664380058429312,-0.1646519819739136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,85.73999786376953,86.83000183105469,85.73999786376953,86.4000015258789,74.82176971435547,748600,PNW,1.0305722247051328,0.9277953314960816,0.9234024663305612,1.0091988628593096,0.0213733618458231,-0.1734368762466247,-0.1646945838624324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,86.4800033569336,87.44000244140625,86.4800033569336,87.30999755859375,75.60980224609375,956100,PNW,1.036570938923515,0.9144313891528112,0.9264729684022568,1.0112728774332036,0.0252980614903113,-0.1842535366705414,-0.1495621325628726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,87.52999877929688,88.04000091552734,87.0,87.37999725341797,75.67042541503906,950600,PNW,1.0578877937834748,0.9121989370327942,0.9300365164342104,1.0098252549340063,0.0480625388494682,-0.1960505613544808,-0.1468540874094066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,87.2300033569336,87.87999725341797,86.79000091552734,87.2699966430664,75.57516479492188,689500,PNW,1.0484800401543015,0.9119625818763736,0.94437524808728,1.0047827275420922,0.0436973126122093,-0.203099183265334,-0.1412187492729264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
