,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,533000000.0,539000000.0,129000000.0,131000000.0
Capital Surplus,5168000000.0,5152000000.0,4402000000.0,4398000000.0
Total Liab,10141000000.0,9969000000.0,8180000000.0,8227000000.0
Total Stockholder Equity,5851000000.0,4627000000.0,3786000000.0,3449000000.0
Minority Interest,92000000.0,93000000.0,93000000.0,55000000.0
Other Current Liab,816000000.0,533000000.0,446000000.0,278000000.0
Total Assets,16084000000.0,14689000000.0,12059000000.0,11731000000.0
Common Stock,279000000.0,279000000.0,229000000.0,229000000.0
Other Current Assets,385000000.0,141000000.0,56000000.0,59000000.0
Retained Earnings,480000000.0,-532000000.0,-623000000.0,-671000000.0
Other Liab,742000000.0,877000000.0,666000000.0,962000000.0
Good Will,909000000.0,909000000.0,,
Treasury Stock,-76000000.0,-272000000.0,-222000000.0,-507000000.0
Other Assets,865000000.0,673000000.0,700000000.0,485000000.0
Cash,1329000000.0,753000000.0,1985000000.0,1696000000.0
Total Current Liabilities,4451000000.0,3144000000.0,2656000000.0,2463000000.0
Deferred Long Term Asset Charges,44000000.0,14000000.0,22000000.0,21000000.0
Short Long Term Debt,763000000.0,45000000.0,176000000.0,262000000.0
Other Stockholder Equity,107000000.0,-90000000.0,-47000000.0,-332000000.0
Property Plant Equipment,7567000000.0,7773000000.0,5658000000.0,5655000000.0
Total Current Assets,5638000000.0,4250000000.0,4432000000.0,4244000000.0
Long Term Investments,572000000.0,545000000.0,1140000000.0,1216000000.0
Net Tangible Assets,4409000000.0,3179000000.0,3657000000.0,3318000000.0
Net Receivables,2010000000.0,1606000000.0,989000000.0,1091000000.0
Long Term Debt,4608000000.0,5482000000.0,4630000000.0,4542000000.0
Inventory,1914000000.0,1750000000.0,1402000000.0,1398000000.0
Accounts Payable,2236000000.0,2107000000.0,1536000000.0,1425000000.0
