,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-1039200000.0,-1266400000.0,-1106200000.0,383900000.0
Change To Liabilities,27100000.0,-400000.0,4500000.0,5700000.0
Total Cashflows From Investing Activities,-1148600000.0,-1416800000.0,-1213800000.0,264200000.0
Net Borrowings,1013700000.0,-500000.0,-500000.0,-23100000.0
Total Cash From Financing Activities,-6486200000.0,4172200000.0,6227400000.0,2524100000.0
Change To Operating Activities,-161600000.0,329300000.0,-324300000.0,-477900000.0
Issuance Of Stock,30600000.0,34400000.0,39100000.0,39100000.0
Net Income,538200000.0,810700000.0,647500000.0,602100000.0
Change In Cash,-6978600000.0,3993300000.0,5766800000.0,3308100000.0
Repurchase Of Stock,-469800000.0,-427400000.0,-261500000.0,-213600000.0
Effect Of Exchange Rate,3400000.0,-14300000.0,46800000.0,37900000.0
Total Cash From Operating Activities,652800000.0,1252200000.0,706400000.0,481900000.0
Depreciation,126000000.0,126900000.0,126700000.0,131100000.0
Dividends Paid,-396000000.0,-397800000.0,-390700000.0,-391000000.0
Change To Account Receivables,25400000.0,-278700000.0,-7800000.0,-78700000.0
Other Cashflows From Financing Activities,-6664700000.0,4963500000.0,6841000000.0,3151800000.0
Change To Netincome,-137100000.0,28800000.0,27200000.0,67300000.0
Capital Expenditures,-33300000.0,-64300000.0,-37500000.0,-43500000.0
